QuestionID,Question,Label1,Label2,Dbpedia-Relation,RelationTotal,wordCountWithput@@@,Word Count(Avg),Explicit(Avg),Hidden(Avg),Common,relnliodLogs,qanary_component-DiambiguationProperty-OKBQA,qanary_component-AnnotationofSpotProperty,K-cap,isiah
12025,How many teams have used the stadiums which have been rented by the Canadian Hockey team ?,manufactured by,,http://dbpedia.org/ontology/manufacturer,1,2,2,0,0,0,,1,,1,0
12027,How many TV shows are similar to the ones belonging to fantasy genre ?,died of,@@@,"http://dbpedia.org/ontology/religion,http://dbpedia.org/ontology/deathCause",2,1,1.5,0,0.5,0,,0,,0,0
12028,Is facebook a public company ?,play,,http://dbpedia.org/ontology/programmeFormat,1,1,1,0,0,0,,0,0,0,0
12029,What religions are followed by economists ?,star,children,http://dbpedia.org/ontology/starring,1,2,2,0,0,0,1,0,0,1,1
12031,Is Rajya Sabha a house of parliament in India ?,country,,http://dbpedia.org/ontology/county,1,1,1,0,0,0,,0,0,0,0
12033,Was Gerald Gibbs the cinematographer of X the unknown ?,field,field,"http://dbpedia.org/ontology/field,http://dbpedia.org/ontology/field",2,1,1,1,0,0,0,0,0,0,0
12034,List the trainers of Shinya Aoki ?,born in,known for,"http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/knownFor",2,2,2,0.5,0,0,,0,0,0,1
12035,How many software run on operating system is Microsoft Windows ?,in,,http://dbpedia.org/ontology/team,1,1,1,0,0,0,0,,,0,0
12036,How many teams have rented stadiums in Canada ?,operating system,,http://dbpedia.org/ontology/operatingSystem,1,2,2,1,0,0,,1,,0,1
12037,How many games have a composer who worked for the Creatures ?,developer,executive producer,"http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/executiveProducer",2,1.5,1.5,1,0,0,,,,0,1
12038,How many awards have been given to the participants of the Lawrence Realization Stakes ?,first driver,,http://dbpedia.org/ontology/firstDriver,1,2,2,1,0,0,1,0,1,0,1
12039,Total number of places where people drafted in the detroit pistons have died ?,power,won,http://dbpedia.org/ontology/affiliation,1,2,2,0,0,0,,0,0,0,0
12040,Where did Paul Jones do his highschool ?,musician,home town,"http://dbpedia.org/ontology/musicalArtist,http://dbpedia.org/ontology/hometown",2,1.5,1.5,0.5,0,0,0.5,0,0.5,0,0
12042,Bud Adams owns which american football team ?,died of,awards,"http://dbpedia.org/ontology/deathCause,http://dbpedia.org/ontology/award",2,1.5,1.5,0,0,0,1,0,0.5,0,0
12043,Give me all martial artists trained by Joe Schilling. ?,flow,countries,"http://dbpedia.org/ontology/riverMouth,http://dbpedia.org/ontology/country",2,1,1,0,0,0,0,0,,1,0
12044,Name the common institution of the Erica Frank and Douglass North ?,about,,http://dbpedia.org/ontology/academicDiscipline,1,1,1,0,0,0,,0,,0,0
12045,What is the ethicity of Ted Falon ?,birthplaces,recepients,"http://dbpedia.org/ontology/honours,http://dbpedia.org/ontology/birthPlace",2,1,1,0,0,0,,0,,0,0
12046,Who are the astronauts associated with NASA ?,produced,series,"http://dbpedia.org/ontology/executiveProducer,http://dbpedia.org/ontology/series",2,1,1,0.5,0,0,,0,0,0,0
12047,What is the county seat of Moscow Governorate ?,company,,http://dbpedia.org/ontology/company,1,1,1,1,0,0,1,,,0,0
12048,ARM Architecture acts as a game platform for how many things ?,mainter,land of,"http://dbpedia.org/ontology/maintainedBy,http://dbpedia.org/ontology/country",2,1.5,1.5,0,0,0,0,,,0,0
12049,What all has been created by Jerry Siegel ?,sister station,broadcast,"http://dbpedia.org/ontology/sisterStation,http://dbpedia.org/ontology/broadcastNetwork",2,1.5,1.5,0.5,0,0,0.5,,,1,1
12050,Is David Cameron the prime minister of Nick Clegg ?,writers,boards,"http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/board",2,1,1,0,0,0,0,,0,0,1
12051,Cricket is played by which countries' citizens ?,local authority,,http://dbpedia.org/ontology/localAuthority,1,2,2,1,0,0,0,0,1,0,0
12052,Does Saneh Lungkeaw play for the Thailand's national team ?,label,,http://dbpedia.org/ontology/recordLabel,1,1,1,0,0,0,0,0,0,1,0
12056,Who all have been presenters on shows by the NBC ?,industry,,http://dbpedia.org/ontology/industry,1,1,1,1,0,0,,,,0,1
12057,What tv shows were born out of a collaboration of playtone and dreamworks ?,music genre,writer,"http://dbpedia.org/ontology/genre,http://dbpedia.org/ontology/writer",2,1.5,1.5,0.5,0,0,0.5,0,0.5,0,0
12058,Who all have written songs that were then recorded in the Criteria Studios ?,in,mountains,"http://dbpedia.org/ontology/locatedInArea,http://dbpedia.org/ontology/mountainRange",2,1,1,0,0,0,,0,,0,0
12059,What are all the religions that have been followed by the Sir Lankan attorneys ?,ingredient,ingredient,"http://dbpedia.org/ontology/ingredient,http://dbpedia.org/ontology/ingredient",2,1,1,1,0,0,0,0,0,0,1
12060,What are the central characters in spy kids series ?,schooled,highschools,http://dbpedia.org/ontology/school,1,2,2,0,0,0,,0,0,0,1
12061,Through how many labels has Katy B released her singles ?,subsidiary,products of,"http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/ontology/manufacturer",2,1.5,1.5,0.5,0,0,0,0,0,1,0
12062,How many people have written for Gangan Comics ?,opens,opens,"http://dbpedia.org/ontology/openingTheme,http://dbpedia.org/ontology/openingTheme",2,1,1,0,0,0,,0,,0,0
12063,Is William H Blanchard buried in Colorado ?,debuted,team,"http://dbpedia.org/ontology/debutTeam,http://dbpedia.org/ontology/team",2,1,1,0.5,0,0,0,0,,0,0
12064,Name the common institute of Robert hall and Erica Frank ?,profession,,http://dbpedia.org/ontology/profession,1,1,1,1,0,0,1,1,1,0,1
12065,How many other important work has been done by the writers of Sarah Jane Adventures ?,Network,,http://dbpedia.org/ontology/network,1,1,1,1,0,0,,,,1,0
12067,Is GIMP written in GTK+ ?,potrayed,painted,"http://dbpedia.org/ontology/portrayer,http://dbpedia.org/ontology/creator",2,1,1,0,0,0,0.5,0,0.5,1,1
12068,Whose families are Buccinoidea and Buccinidae ?,ethnicity,500000,"http://dbpedia.org/ontology/ethnicity,http://dbpedia.org/ontology/ethnicity",2,1,1,0.5,0,1,1,0,1,0,1
12069,In how many places are the tombs of people who died in Connecticut Colony ?,military.,religion,"http://dbpedia.org/ontology/militaryRank,http://dbpedia.org/ontology/religion",2,1,1,0.5,0,0,,,,0,0
12070,How many shows are aired on Comedy Central ?,operates,currency,"http://dbpedia.org/ontology/operator,http://dbpedia.org/ontology/currency",2,1,1,0.5,0,0,0,0,0.5,0,1
12072,Where does the river flow into which begins in Lebrsnik ?,topics,tuned,"http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/ontology/programmeFormat",2,1,1,0,0,0,,,,1,0
12073,What is the colour of Xocolatlite ?,editor,director,"http://dbpedia.org/ontology/editing,http://dbpedia.org/ontology/director",2,1,1,0.5,0,0,,,,0,0
12075,How many movies are directed by the spouse of Dolores del Ro ?,animator,prizes,"http://dbpedia.org/ontology/animator,http://dbpedia.org/ontology/award",2,1,1,0.5,0,0,0.5,,0.5,0,1
12076,Name the loocation of Lekh Castle which is also the location of SamurAbsheron channel ?,campus,campus,"http://dbpedia.org/ontology/campus,http://dbpedia.org/ontology/campus",2,1,1,1,0,0,0,1,,0,1
12079,what mountains are in sierra nevada ?,military branch,,http://dbpedia.org/ontology/militaryBranch,1,2,2,1,0,0,0,,,0,0
12080,Was True Grit a novel of the western genre ?,architects,used for,http://dbpedia.org/ontology/tenant,1,3,3,0,0,0,,,,0,0
12081,Name the wine regions of Baco noir ?,died in,founder,"http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/ontology/founder",2,1.5,1.5,0.5,0,0,0.5,,,0,0
12082,Name the president of Wyche Fowler ?,musical,,http://dbpedia.org/ontology/associatedMusicalArtist,1,1,1,0,0,0,,,,0,0
12083,Name the parts of the settlements which has New Braunfels as one of the parts ?,actor,spouse,"http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/spouse",2,1,1,0.5,0,0,1,0,,0,0
12084,How many party are there of the office holders whose one of the party is Janata Dal ?,associated,signed up,"http://dbpedia.org/ontology/recordLabel,http://dbpedia.org/ontology/associatedMusicalArtist",2,1.5,1.5,0,0,0,,0,0,0,0
12087,name the home stadium of FC Spartak Moscow season 2011-12 ?,executive producer,series,"http://dbpedia.org/ontology/executiveProducer,http://dbpedia.org/ontology/series",2,1.5,1.5,1,0,0,0.5,0.5,0.5,0,1
12088,How many causes of death have been associated with American citizens ?,scaled,mountains,"http://dbpedia.org/ontology/mountainRange,http://dbpedia.org/ontology/firstAscentPerson",2,1,1,0,0,0,0,0,,0,0
12089,Is Bluebird the grandsire of Miss Potential ?,studied,located in,http://dbpedia.org/ontology/campus,1,3,3,0,0,0,,0,,0,0
12091,Is semnani one of the languages spoken in Iran ?,published,genre,http://dbpedia.org/ontology/genre,1,2,2,1,0,0,1,0,1,0,1
12092,Who made the singles on the famous album Aida ?,predecessor,,http://dbpedia.org/ontology/predecessor,1,1,1,1,0,0,1,0,1,0,0
12093,Who is the associate of Thomas Bryan Martin ?,in,subsiquent work,"http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/ontology/location",2,1.5,1.5,0,0,0,0,,,0,1
12094,What sport played in Polytechnic uni of San Juan has also made advocate nasiruddin famous ?,played for,,http://dbpedia.org/ontology/team,1,2,2,0,0,0,1,,,0,0
12095,List the academic discipline of the journals whose one of the discipline is neuro imaging ?,from ,,http://dbpedia.org/ontology/stateOfOrigin,1,1,1,0,0,0,0,,,0,0
12097,Which countries were led by Pietro Parolin ?,ingredient,countries,http://dbpedia.org/ontology/ingredient,1,2,2,1,0,0,,0,1,0,1
12098,was the first national bank and trust building architectured by Chicago ?,deciding person,family,"http://dbpedia.org/ontology/family,http://dbpedia.org/ontology/binomialAuthority",2,1.5,1.5,0.5,0,0,0,0,,0,1
12099,"Where does the road starting from Madison, Wisconsin end ?",source,,http://dbpedia.org/ontology/source,1,1,1,1,0,0,1,,,0,0
12100,What are the movies written by Nick Castle ?,founded by,subsidary,"http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/ontology/foundedBy",2,1.5,1.5,0.5,0,0,0,0,0,0,1
12102,How many bands began in Birmingham ?,location,,http://dbpedia.org/ontology/location,1,1,1,1,0,0,,1,1,0,1
12103,How many athletic associations are there in all of the private universities ?,trained,,http://dbpedia.org/ontology/training,1,1,1,0,0,0,0,,,0,0
12104,Name the Chris Marve's school ?,founded,,http://dbpedia.org/ontology/foundationPlace,1,1,1,0,0,0,,0,0,1,0
12107,"In how many areas do the networks broadcast, which also broadcasts in North Carolina ?",developer,actor,"http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/starring",2,1,1,0.5,0,0,0,0,0,0,0
12111,Name the movie whose director of photography is Gregg Toland and Bernard Herrmann was the music composer ?,largest city,,http://dbpedia.org/ontology/largestCity,1,2,2,1,0,0,1,0,0,1,1
12112,What are the awrds won by Laemmle Theatres ?,made by,headquartered,"http://dbpedia.org/ontology/headquarter,http://dbpedia.org/ontology/company",2,1.5,1.5,0,0,0,0,0,0,0,1
12113,"People of which religion have been the members of parliament, and are from the Kalutara Electoral district ?",Nation,,http://dbpedia.org/ontology/locatedInArea,1,1,1,0,0,0,,0,,0,0
12115,Give me a count of movies distributed by Warner Bros ?,located,,http://dbpedia.org/ontology/district,1,1,1,0,0,0,,,,1,0
12117,From how many different cities have people gone to the Illinois Fighting Illini men's basketball ?,published,about,"http://dbpedia.org/ontology/nonFictionSubject,http://dbpedia.org/ontology/publisher",2,1,1,0,0,0,0.5,0.5,0.5,0,0
12118,Did nokia 215 has the series 30+ OS ?,award,500000,"http://dbpedia.org/ontology/award,http://dbpedia.org/ontology/award",2,1,1,0.5,0,1,1,,1,0,1
12120,Sampson Cudjoe plays for the Ghana national team ?,School,relative,"http://dbpedia.org/ontology/school,http://dbpedia.org/ontology/relative",2,1,1,1,0,0,0,0.5,0,0,0
12121,How many owners owned the clubs participating in the Premier leagues of '14 ?,cinematographed,,http://dbpedia.org/ontology/cinematography,1,1,1,0,0,0,,,,0,0
12122,Which writer of A literary Nightmare also extended the work of The Apple tree ?,military unit,,http://dbpedia.org/ontology/militaryUnit,1,2,2,1,0,0,0,,,0,0
12123,"How many licensee are there, of the radio stations whose area is Nashville, Tennessee ?",license,,http://dbpedia.org/ontology/license,1,1,1,1,0,0,,0,0,0,0
12124,How many people are in the band with Juelz Santana ?,builder,,http://dbpedia.org/ontology/builder,1,1,1,1,0,0,0,1,0,0,0
12125,In which country is the Duong river ?,famous for,debuting,"http://dbpedia.org/ontology/knownFor,http://dbpedia.org/ontology/debutTeam",2,1.5,1.5,0,0,0,0,,,0,0
12126,Was Elton John a chairman of a Watford FC Season ?,ingredient,,http://dbpedia.org/ontology/ingredient,1,1,1,1,0,0,1,,,0,1
12127,List the common official language of the ladonia and Empire of Atlantium ?,broadcast area,country,"http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/ontology/country",2,1.5,1.5,1,0,0,0,0,0,0,1
12128,Does the stylistic origins of Plena lie in the Caribbean ?,religion,,http://dbpedia.org/ontology/religion,1,1,1,1,0,0,,0,0,1,0
12129,"Whose album is Haiti, I am sorry ?",texonomy,domain,http://dbpedia.org/ontology/order,1,2,2,0,0,0,0,0,,0,1
12131,"In which other places are there companies which are in Ontario, too ?",@@@,found,http://dbpedia.org/ontology/location,1,1,2,0,1,0,,0,0,0,0
12132,Where did the music genre of Harry and the Potters originate ?,products,@@@,"http://dbpedia.org/ontology/location,http://dbpedia.org/ontology/product",2,0.5,1,0,0.5,0,0,0,0,0,0
12133,Who directed The Haunted House ?,mountain,mountain range,"http://dbpedia.org/ontology/parentMountainPeak,http://dbpedia.org/ontology/mountainRange",2,1.5,1.5,0.5,0,0,,0,,0,0
12134,For how many movies are there whose musicians home town is in Volos ?,alma mater,alma mater,"http://dbpedia.org/ontology/education,http://dbpedia.org/ontology/education",2,2,2,0,0,0,0,,,0,1
12136,What is the religion of the member of parliament who is a relative of Sarathchandra Rajakaruna ?,venerated in,venerated in,"http://dbpedia.org/ontology/veneratedIn,http://dbpedia.org/ontology/veneratedIn",2,2,2,1,0,0,1,1,1,0,1
12137,what awards have been given to A. Peter Dewey ?,under,@@@,"http://dbpedia.org/ontology/type,http://dbpedia.org/ontology/type",2,0.5,1,0,0.5,0,0,,,0,0
12138,From how many different places did the weapons used in the American Indian wars originate ?,order,,http://dbpedia.org/ontology/order,1,1,1,1,0,0,1,,,0,0
12139,"From where does the river start, which flows into the Conowingo dam ?",manager,,http://dbpedia.org/ontology/manager,1,1,1,1,0,0,,0,,0,0
12140,What is the total number of politicians whose predecessor's deputy is Jenny Macklin ?,alma mater,,http://dbpedia.org/ontology/almaMater,1,2,2,1,0,0,1,,1,0,1
12141,Count all the shows whose music composers are in Oysterhead. ?,produced,@@@,"http://dbpedia.org/ontology/producer,http://dbpedia.org/ontology/producer",2,0.5,1,0,0.5,0,,,,0,0
12142,In which timezone does Khok Kwang lie ?,division,domain,http://dbpedia.org/ontology/division,1,2,2,1,0,0,0,0,0,0,0
12144,How many bands have members currently playing the Fender Stratocaster ?,important creation,500000,"http://dbpedia.org/ontology/notableWork,http://dbpedia.org/ontology/notableWork",2,1.5,1.5,0,0,1,,,,0,0
12145,Which country has leaders  Karu Jayasuriya and Ranil Wickremesinghe ?,mountain range,is located in,"http://dbpedia.org/ontology/mountainRange,http://dbpedia.org/ontology/locatedInArea",2,2.5,2.5,0.5,0,0,,0,,0,0
12146,List the software which uses Microsoft Windows as their operating system ?,label,sign up,http://dbpedia.org/ontology/recordLabel,1,3,3,0,0,0,,0,,0,0
12148,How many religions have the relatives of waxiangs followed ?,relative,religion,"http://dbpedia.org/ontology/relative,http://dbpedia.org/ontology/religion",2,1,1,1,0,0,0.5,0,0.5,1,1
12149,What kind of games does Blizzard games develop ?,distributor,,http://dbpedia.org/ontology/distributor,1,1,1,1,0,0,,0,,1,0
12151,Which expertise of the Menetries's warbler is the  nationality of the Jeyhun Abiyev ?,launch site,launch site,"http://dbpedia.org/ontology/launchSite,http://dbpedia.org/ontology/launchSite",2,2,2,1,0,0,0,1,0,1,1
12152,In how many places can I find wine made of Vitis vinifera grapes ?,leader,,http://dbpedia.org/ontology/leader,1,1,1,1,0,0,0,,,0,1
12153,List all the bands which have members of the band Guy in them ?,working for,,http://dbpedia.org/ontology/employer,1,2,2,0,0,0,,0,,0,0
12154,Name a fictional character whose relative is Uncle Henry and species is Human ?,programming language,operating system,"http://dbpedia.org/ontology/programmingLanguage,http://dbpedia.org/ontology/operatingSystem",2,2,2,1,0,0,0.5,0,0,0,1
12155,What is the draft team of Dale Mitchell (ice hockey) ?,living in,famous,"http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/knownFor",2,1.5,1.5,0,0,0,0,0,0,0,1
12156,Was the skeleton dance animated by Walt Disney ?,relatives,,http://dbpedia.org/ontology/relation,1,1,1,0,0,0,1,,,0,1
12157,To which educational institutions did Lesli Sanchez go for her studies ?,composer,executive producer,"http://dbpedia.org/ontology/composer,http://dbpedia.org/ontology/executiveProducer",2,1.5,1.5,1,0,0,0.5,,,0,1
12158,Who was the coach of 1972 Oakland Raiders season ?,written by,starring,"http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/starring",2,1.5,1.5,0.5,0,0,,0,,0,0
12160,How many developers make softwares for Unix like operating systems ?,sister station,city,"http://dbpedia.org/ontology/sisterStation,http://dbpedia.org/ontology/city",2,1.5,1.5,1,0,0,1,0,0.5,0,1
12161,What is the religion of the ones in the Kampuchean Union of Salvation ?,silver medalist,,http://dbpedia.org/ontology/silverMedalist,1,2,2,1,0,0,1,1,1,0,1
12162,"List the employments of people who died in Tampa, Florida. ?",layout,similar ,"http://dbpedia.org/ontology/relatedMeanOfTransportation,http://dbpedia.org/ontology/layout",2,1,1,0.5,0,0,0.5,0,0.5,0,0
12163,List the destination of Novair International Airways ?,starting from,end,"http://dbpedia.org/ontology/sourceCountry,http://dbpedia.org/ontology/riverMouth",2,1.5,1.5,0,0,0,,,0,1,1
12165,How many states are in the Mediterranean Basketball Association ?,part of,,http://dbpedia.org/ontology/type,1,2,2,0,0,0,,,,0,0
12166,Name the television show whose subsequent work is Frasier and opening theme is Where Everybody Knows Your Name ?,board,board,"http://dbpedia.org/ontology/board,http://dbpedia.org/ontology/board",2,1,1,1,0,0,0,0,0,0,0
12167,Where is the football team located in which Josh Bell did his debut ?,international,religion,http://dbpedia.org/ontology/religion,1,2,2,1,0,0,1,0,1,0,0
12168,Who was engaged in wars of Fort Gadsden and Fort Barrancas ?,route start,,http://dbpedia.org/ontology/routeStart,1,2,2,1,0,0,,1,,0,1
12170,What are some awards given to people who were born in sweden ?,district,county seat,"http://dbpedia.org/ontology/district,http://dbpedia.org/ontology/countySeat",2,1.5,1.5,1,0,0,,,,0,1
12171,Is Hard Candy Fitness one of the divisions of Moscow ?,originate,,http://dbpedia.org/ontology/sourceRegion,1,1,1,0,0,0,,,,0,0
12172,Is WP 8.1 the OS on Lumia 830 ?,borough,district,http://dbpedia.org/ontology/district,1,2,2,1,0,0,,,,1,1
12173,Do the polet airlines fly to moscow ?,founder of,awards,http://dbpedia.org/ontology/award,1,3,3,0,0,0,1,,1,0,1
12174,Is Trevor Peacock the narrator of Fred Claus ?,located,,http://dbpedia.org/ontology/locationCity,1,1,1,0,0,0,,,,1,1
12175,What all are written in the C programming language ?,city,,http://dbpedia.org/ontology/city,1,1,1,1,0,0,0,1,1,0,1
12176,List the producer of the TV shows whose company is HBO. ?,preceded,,http://dbpedia.org/ontology/predecessor,1,1,1,0,0,0,0,0,0,0,0
12178,Is Andrew Lincoln the narrator of Million Dollar Traders ?,married to,500000,"http://dbpedia.org/ontology/partner,http://dbpedia.org/ontology/partner",2,1.5,1.5,0,0,1,,0,0,0,1
12179,List all the operators of the train who operates in Budapest ?,developed,done by,"http://dbpedia.org/ontology/composer,http://dbpedia.org/ontology/developer",2,1.5,1.5,0,0,0,0.5,0.5,0.5,0,0
12180,Is Eddie Bravo the trainer of Alan Jouban ?,board,owns,"http://dbpedia.org/ontology/board,http://dbpedia.org/ontology/owner",2,1,1,0.5,0,0,0.5,0.5,0.5,1,0
12181,What are some common ingredients used in Swedish dishes ?,border,500000,"http://dbpedia.org/ontology/border,http://dbpedia.org/ontology/border",2,1,1,0.5,0,1,,,,0,1
12182,"Where did the genres originate, which were in the Harry and the Potters album ?",institutes,,http://dbpedia.org/ontology/institution,1,1,1,0,0,0,,,,0,1
12183,Whose former teams are Indianapolis Colts and Carolina Panthers ?,debuted,,http://dbpedia.org/ontology/debutTeam,1,1,1,0,0,0,0,,,0,0
12184,Name the river with mouth palce Essex and source place as Gloucestershire ?,route end,county,"http://dbpedia.org/ontology/routeEnd,http://dbpedia.org/ontology/county",2,1.5,1.5,1,0,0,1,0,0.5,1,1
12185,Was Castillo discovered by Galileo ?,publishers,@@@,"http://dbpedia.org/ontology/award,http://dbpedia.org/ontology/publisher",2,0.5,1,0,0.5,0,,,,0,0
12187,What are the common sports played by jamiatu Muslim mindanao and Polytechnic University of Philippines Taguig ?,lead,,http://dbpedia.org/ontology/president,1,1,1,0,0,0,,,,0,0
12188,Among the countries using Aureus as currency which had Nicomedia as an important place ?,commanders,@@@,"http://dbpedia.org/ontology/commander,http://dbpedia.org/ontology/commander",2,0.5,1,0,0.5,0,1,,,0,1
12189,Who are the trainersof Candice Michelle ?,wine region,origin,"http://dbpedia.org/ontology/wineRegion,http://dbpedia.org/ontology/origin",2,1.5,1.5,1,0,0,0,0.5,0,0,0
12190,Does StandBy records distribute via Sony ?,appointer,,http://dbpedia.org/ontology/appointer,1,1,1,1,0,0,1,0,1,0,1
12191,Name the music artist which collaborated with the spouse of Jessi Colter ?,serving railway,500000,"http://dbpedia.org/ontology/servingRailwayLine,http://dbpedia.org/ontology/servingRailwayLine",2,1.5,1.5,0,0,1,1,0,1,0,1
12192,Who is the prime minister of the successor of Kingsley Wood ?,border,river end,"http://dbpedia.org/ontology/border,http://dbpedia.org/ontology/mouthCountry",2,1.5,1.5,0.5,0,0,,,,0,1
12193,which band was Roger waters in ?,largest city,,http://dbpedia.org/ontology/largestCity,1,2,2,1,0,0,1,0,0,1,1
12194,Is Seattle the Ship builder of USS Marmora (IX-189) ?,published,product,"http://dbpedia.org/ontology/publisher,http://dbpedia.org/ontology/product",2,1,1,0.5,0,0,0.5,0.5,0.5,1,0
12195,Was Beth Tweddle primarily coached by Amanda Reddin ?,political party,,http://dbpedia.org/ontology/party,1,2,2,0,0,0,1,,,0,0
12197,What is the Band whose band member is Mark Middleton ?,state,state,"http://dbpedia.org/ontology/state,http://dbpedia.org/ontology/state",2,1,1,1,0,0,0,0,,0,0
12199,Was the cover of The adventures of Tom Sawyer designed by Mark Twain ?,League,stadium,"http://dbpedia.org/ontology/league,http://dbpedia.org/ontology/stadium",2,1,1,1,0,0,0,0,0,0,0
12200,Which president of William Eustus also married to Dolley Madison ?,composer,composer,"http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/author",2,1,1,0,0,0,0,,0,0,0
12201,Is Charles Drummond Ellis a doctoral student of James Chadwick ?,take place,commander,"http://dbpedia.org/ontology/commander,http://dbpedia.org/ontology/territory",2,1.5,1.5,0.5,0,0,,0,0,0,1
12202,How many kings and queens have died in the Arabian Peninsula ?,founded by,@@@,"http://dbpedia.org/ontology/stateOfOrigin,http://dbpedia.org/ontology/founder",2,1,1.5,0,0.5,0,0.5,0,0.5,0,0
12203,What team did Joe Porter and Eddie Anderson play for ?,developed by,,http://dbpedia.org/ontology/developer,1,2,2,0,0,0,1,1,1,0,0
12204,Producers of what have died in Mississippi ?,chairman,chairman,"http://dbpedia.org/ontology/chairman,http://dbpedia.org/ontology/chairman",2,1,1,1,0,0,1,1,1,0,1
12205,How many universities are there whose country's capital is Oslo ?,languages.,language,http://dbpedia.org/ontology/languageFamily,1,2,2,0,0,0,,0,,0,0
12207,Current players of Colorado Avalanche have previously played for how many different teams ?,location,,http://dbpedia.org/ontology/location,1,1,1,1,0,0,,1,1,0,1
12208,Was 2658 Gingerich invented in Harvard ?,owning company,network,"http://dbpedia.org/ontology/owningCompany,http://dbpedia.org/ontology/network",2,1.5,1.5,1,0,0,,,,0,1
12209,How many other people are in a band with Robert de Niro ?,part of,,http://dbpedia.org/ontology/archipelago,1,2,2,0,0,0,,0,0,0,0
12210,Is Philosophy the academic discipline of Think (journal) ?,origin,,http://dbpedia.org/ontology/origin,1,1,1,1,0,0,,,,0,0
12212,What is the highschool of the american football player who joined the Robert Morris Colonials program ?,made by,,http://dbpedia.org/ontology/musicalBand,1,2,2,0,0,0,,,,0,0
12213,Who is associated  with the musical artists from Africa '70 (band) and Tony Allen ?,river mouth,,http://dbpedia.org/ontology/riverMouth,1,2,2,1,0,0,1,1,1,1,1
12214,How many religions are followed by the group whose architectural style can be seen on Sanggar Agung ?,portrayed,series,"http://dbpedia.org/ontology/portrayer,http://dbpedia.org/ontology/series",2,1,1,0.5,0,0,,0.5,,1,0
12215,Name the other wine region of the grapes whose one of the wine region is Michigan ?,family,,http://dbpedia.org/ontology/languageFamily,1,1,1,0,0,0,0,,,0,0
12216,Which shows' opening themes was used to make If We Were a Movie ?,developed,@@@,"http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/author",2,0.5,1,0,0.5,0,0,0,0,0,0
12218,Does GeneWeb have the GPL license ?,highschool,,http://dbpedia.org/ontology/highschool,1,1,1,1,0,0,0,,0,0,0
12219,Josef Bhler belongs to which political party ?,route end,@@@,"http://dbpedia.org/ontology/routeEnd,http://dbpedia.org/ontology/routeEnd",2,1,1.5,0.5,0.5,0,1,1,1,0,1
12221,What are the beverages whose origin is England ?,known for,academic advisor,"http://dbpedia.org/ontology/knownFor,http://dbpedia.org/ontology/academicAdvisor",2,2,2,1,0,0,0,0,0,0,1
12222,List down the opponents of Frank Stilwell ?,mountain range,,http://dbpedia.org/ontology/mountainRange,1,2,2,1,0,0,0,,,0,1
12223,How many subjects are covered in the publications of Doubleday ?,Kingdom,species,"http://dbpedia.org/ontology/kingdom,http://dbpedia.org/ontology/species",2,1,1,1,0,0,0,0,0,0,0
12224,Is Olyokma River the right tributary of Lena River ?,owns,,http://dbpedia.org/ontology/subsidiary,1,1,1,0,0,0,,0,0,1,0
12225,What is the debut team of the football player whose college is UCLA Bruins football ?,marry,,http://dbpedia.org/ontology/spouse,1,1,1,0,0,0,,1,1,0,0
12226,What is the capital of the region which maintains the South Park Bridge ?,find,@@@,"http://dbpedia.org/ontology/movement,http://dbpedia.org/ontology/nationality",2,0.5,1,0,0.5,0,0,,,0,0
12227,Who has military branches are Colonial troops and Continental Army ?,former band member,,http://dbpedia.org/ontology/formerBandMember,1,3,3,1,0,0,1,0,1,0,1
12228,In how many places has Don R. Berlin worked ?,distributed by,,http://dbpedia.org/ontology/distributor,1,2,2,0,0,0,,1,1,1,1
12229,Was Heinrich Himmler ever a commanders of Army Group Oberrhein ?,Party,birth city,"http://dbpedia.org/ontology/party,http://dbpedia.org/ontology/birthPlace",2,1.5,1.5,0.5,0,0,0.5,0,,0,0
12230,Name the cause of death of Martino Martini ?,works at,,http://dbpedia.org/ontology/employer,1,2,2,0,0,0,0,0,0,0,0
12231,What is the total number of fictional characters whose created by  Greg Daniels and series is The Office (U.S. TV series) ?,regions served,,http://dbpedia.org/ontology/regionServed,1,2,2,0,0,0,,,,0,0
12232,"Fairfield, Connecticut is hometown to which persons ?",in,mountain range,"http://dbpedia.org/ontology/locatedInArea,http://dbpedia.org/ontology/mountainRange",2,1.5,1.5,0.5,0,0,0,,,0,1
12233,Which administrative region leader is Sukhumbhand Paribatra and was founded by  Rama I ?,religion,in,"http://dbpedia.org/ontology/militaryBranch,http://dbpedia.org/ontology/religion",2,1,1,0.5,0,0,,,,0,0
