,QuestionID,Question,Query,TripleSize,RelationTotal,BooleanAns,NumberAnswer,ListAnswer,ResourceTotal,ClassTotal,QuestionLength,Dharmen,SINA
1692,11692.0,Name the parts of the settlements which has New Braunfels as one of the parts ?,"SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/part> <http://dbpedia.org/resource/New_Braunfels,_Texas> . ?x <http://dbpedia.org/ontology/part> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Settlement>}",4.0,2.0,0.0,0.0,1.0,1.0,1.0,15.0,0.0,0.0
1693,11693.0,How many party are there of the office holders whose one of the party is Janata Dal ?, SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/otherParty> <http://dbpedia.org/resource/Janata_Dal> . ?x <http://dbpedia.org/ontology/otherParty> ?uri },3.0,2.0,0.0,1.0,0.0,1.0,0.0,17.0,0.0,0.0
1697,11697.0,Is semnani one of the languages spoken in Iran ?,ASK WHERE { <http://dbpedia.org/resource/Iran> <http://dbpedia.org/property/languages> <http://dbpedia.org/resource/Semnani_languages> },3.0,0.0,1.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0
1700,11700.0,What sport played in Polytechnic uni of San Juan has also made advocate nasiruddin famous ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Advocate_Nasiruddin> <http://dbpedia.org/ontology/knownFor> ?uri. <http://dbpedia.org/resource/Polytechnic_University_of_the_Philippines_San_Juan> <http://dbpedia.org/ontology/sport> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,15.0,0.0,0.0
1703,11703.0,was the first national bank and trust building architectured by Chicago ?,"ASK WHERE { <http://dbpedia.org/resource/First_National_Bank_and_Trust_Building_(Lima,_Ohio)> <http://dbpedia.org/ontology/architecturalStyle> <http://dbpedia.org/resource/Chicago> }",3.0,1.0,1.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0
1704,11704.0,"Where does the road starting from Madison, Wisconsin end ?","SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/routeEnd> <http://dbpedia.org/resource/Madison,_Wisconsin> . ?x <http://dbpedia.org/ontology/routeStart> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Road>}",4.0,2.0,0.0,0.0,1.0,1.0,1.0,9.0,0.0,0.0
1706,11706.0,How many bands began in Birmingham ?,SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/property/origin> <http://dbpedia.org/resource/Birmingham>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Band>},3.0,0.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,0.0
1707,11707.0,How many athletic associations are there in all of the private universities ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/type> <http://dbpedia.org/resource/Private_university> . ?x <http://dbpedia.org/property/athletics> ?uri  . },3.0,0.0,0.0,1.0,0.0,1.0,0.0,12.0,0.0,0.0
1709,11709.0,"In how many areas do the networks broadcast, which also broadcasts in North Carolina ?",SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/broadcastArea> <http://dbpedia.org/resource/North_Carolina> . ?x <http://dbpedia.org/property/area> ?uri  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Place>},4.0,1.0,0.0,0.0,1.0,1.0,1.0,14.0,0.0,0.0
1713,11713.0,Give me a count of movies distributed by Warner Bros ?,SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/property/distributor> <http://dbpedia.org/resource/Warner_Bros.>  . },2.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,0.0,0.0
1714,11714.0,From how many different cities have people gone to the Illinois Fighting Illini men's basketball ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/college> <http://dbpedia.org/resource/Illinois_Fighting_Illini_men's_basketball> . ?x <http://dbpedia.org/property/placeOfBirth> ?uri  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Place>},4.0,1.0,0.0,0.0,1.0,1.0,1.0,15.0,0.0,0.0
1715,11715.0,Did nokia 215 has the series 30+ OS ?,ASK WHERE { <http://dbpedia.org/resource/Nokia_215> <http://dbpedia.org/property/os> <http://dbpedia.org/resource/Series_30+> },3.0,0.0,1.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0
1716,11716.0,Sampson Cudjoe plays for the Ghana national team ?,ASK WHERE { <http://dbpedia.org/resource/Sampson_Cudjoe> <http://dbpedia.org/property/nationalteam> <http://dbpedia.org/resource/Ghana> },3.0,0.0,0.0,0.0,1.0,2.0,0.0,8.0,0.0,0.0
1718,11718.0,Which writer of A literary Nightmare also extended the work of The Apple tree ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/The_Apple_Tree> <http://dbpedia.org/ontology/basedOn> ?uri. <http://dbpedia.org/resource/A_Literary_Nightmare> <http://dbpedia.org/ontology/author> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,14.0,0.0,0.0
1719,11719.0,"How many licensee are there, of the radio stations whose area is Nashville, Tennessee ?","SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/area> <http://dbpedia.org/resource/Nashville,_Tennessee> . ?x <http://dbpedia.org/property/licensee> ?uri  . }",3.0,0.0,0.0,1.0,0.0,1.0,0.0,14.0,0.0,0.0
1720,11720.0,How many people are in the band with Juelz Santana ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/currentMembers> <http://dbpedia.org/resource/Juelz_Santana> . ?x <http://dbpedia.org/ontology/bandMember> ?uri  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person>},4.0,1.0,0.0,1.0,0.0,1.0,1.0,10.0,0.0,0.0
1723,11723.0,List the common official language of the ladonia and Empire of Atlantium ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Ladonia_(micronation)> <http://dbpedia.org/ontology/officialLanguage> ?uri. <http://dbpedia.org/resource/Empire_of_Atlantium> <http://dbpedia.org/ontology/officialLanguage> ?uri . },4.0,2.0,0.0,0.0,1.0,2.0,0.0,12.0,0.0,0.0
1724,11724.0,Does the stylistic origins of Plena lie in the Caribbean ?,ASK WHERE { <http://dbpedia.org/resource/Plena> <http://dbpedia.org/property/stylisticOrigins> <http://dbpedia.org/resource/Caribbean> },3.0,0.0,1.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0
1726,11726.0,"In which other places are there companies which are in Ontario, too ?",SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/locationCity> <http://dbpedia.org/resource/Ontario> . ?x <http://dbpedia.org/property/locations> ?uri  . },3.0,1.0,0.0,0.0,1.0,1.0,0.0,12.0,0.0,0.0
1729,11729.0,For how many movies are there whose musicians home town is in Volos ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/hometown> <http://dbpedia.org/resource/Volos> . ?uri <http://dbpedia.org/property/music> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film>},4.0,1.0,0.0,0.0,1.0,1.0,1.0,13.0,0.0,0.0
1732,11732.0,From how many different places did the weapons used in the American Indian wars originate ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/usedInWar> <http://dbpedia.org/resource/American_Indian_Wars> . ?x <http://dbpedia.org/property/origin> ?uri  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Place>},4.0,1.0,0.0,0.0,1.0,1.0,1.0,15.0,0.0,0.0
1734,11734.0,What is the total number of politicians whose predecessor's deputy is Jenny Macklin ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/deputy> <http://dbpedia.org/resource/Jenny_Macklin> . ?uri <http://dbpedia.org/property/predecessor> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/OfficeHolder>},4.0,0.0,0.0,0.0,1.0,1.0,1.0,13.0,0.0,0.0
1735,11735.0,Count all the shows whose music composers are in Oysterhead. ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/associatedMusicalArtist> <http://dbpedia.org/resource/Oysterhead> . ?uri <http://dbpedia.org/property/themeMusicComposer> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionShow>},4.0,1.0,0.0,1.0,0.0,1.0,1.0,10.0,0.0,0.0
1737,11737.0,How many bands have members currently playing the Fender Stratocaster ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/notableInstruments> <http://dbpedia.org/resource/Fender_Stratocaster> . ?uri <http://dbpedia.org/property/currentMembers> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Band>},4.0,0.0,0.0,1.0,0.0,1.0,1.0,10.0,0.0,0.0
1742,11742.0,Which expertise of the Menetries's warbler is the  nationality of the Jeyhun Abiyev ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Menetries's_warbler> <http://dbpedia.org/ontology/binomialAuthority> ?uri. <http://dbpedia.org/resource/Jeyhun_Abiyev> <http://dbpedia.org/ontology/nationality> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,13.0,0.0,0.0
1743,11743.0,In how many places can I find wine made of Vitis vinifera grapes ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/species> <http://dbpedia.org/resource/Vitis_vinifera> . ?x <http://dbpedia.org/ontology/wineRegion> ?uri  . },3.0,2.0,0.0,0.0,1.0,1.0,0.0,13.0,0.0,0.0
1750,11750.0,How many developers make softwares for Unix like operating systems ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/operatingSystem> <http://dbpedia.org/resource/Unix-like> . ?x <http://dbpedia.org/ontology/developer> ?uri  . },3.0,1.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,0.0
1752,11752.0,"List the employments of people who died in Tampa, Florida. ?","SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/deathPlace> <http://dbpedia.org/resource/Tampa,_Florida> . ?x <http://dbpedia.org/ontology/occupation> ?uri  . }",3.0,2.0,0.0,0.0,1.0,1.0,0.0,10.0,0.0,0.0
1754,11754.0,How many states are in the Mediterranean Basketball Association ?,SELECT DISTINCT COUNT(?uri) WHERE { <http://dbpedia.org/resource/Mediterranean_Basketball_Association> <http://dbpedia.org/ontology/country> ?uri  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Place>},3.0,1.0,0.0,1.0,0.0,1.0,1.0,9.0,0.0,0.0
1758,11758.0,What are some awards given to people who were born in sweden ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Sweden> . ?x <http://dbpedia.org/property/awards> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person>},4.0,1.0,0.0,0.0,1.0,1.0,1.0,12.0,0.0,0.0
1759,11759.0,Is Hard Candy Fitness one of the divisions of Moscow ?,ASK WHERE { <http://dbpedia.org/resource/Hard_Candy_Fitness> <http://dbpedia.org/property/divisions> <http://dbpedia.org/resource/Moscow> },3.0,0.0,1.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0
1760,11760.0,Is WP 8.1 the OS on Lumia 830 ?,ASK WHERE { <http://dbpedia.org/resource/Nokia_Lumia_830> <http://dbpedia.org/property/os> <http://dbpedia.org/resource/Windows_Phone_8.1> },3.0,0.0,1.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0
1762,11762.0,Is Trevor Peacock the narrator of Fred Claus ?,ASK WHERE { <http://dbpedia.org/resource/Fred_Claus> <http://dbpedia.org/property/narrator> <http://dbpedia.org/resource/Trevor_Peacock> },3.0,0.0,1.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0
1769,11769.0,"Where did the genres originate, which were in the Harry and the Potters album ?",SELECT DISTINCT COUNT(?uri) WHERE { <http://dbpedia.org/resource/Harry_and_the_Potters_(album)> <http://dbpedia.org/ontology/genre> ?x . ?x <http://dbpedia.org/ontology/stylisticOrigin> ?uri  . },3.0,2.0,0.0,0.0,1.0,1.0,0.0,14.0,0.0,0.0
1772,11772.0,Was Castillo discovered by Galileo ?,ASK WHERE { <http://dbpedia.org/resource/Callisto_(moon)> <http://dbpedia.org/property/discoverer> <http://dbpedia.org/resource/Galileo_Galilei> },3.0,0.0,1.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0
1773,11773.0,What are the common sports played by jamiatu Muslim mindanao and Polytechnic University of Philippines Taguig ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Jamiatu_Muslim_Mindanao> <http://dbpedia.org/ontology/athletics> ?uri. <http://dbpedia.org/resource/Polytechnic_University_of_the_Philippines_Taguig> <http://dbpedia.org/ontology/sport> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,16.0,0.0,0.0
1777,11777.0,Name the music artist which collaborated with the spouse of Jessi Colter ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/spouse> <http://dbpedia.org/resource/Jessi_Colter> . ?uri <http://dbpedia.org/ontology/associatedMusicalArtist> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/MusicalArtist>},4.0,2.0,0.0,0.0,1.0,1.0,1.0,12.0,0.0,0.0
1778,11778.0,Who is the prime minister of the successor of Kingsley Wood ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Kingsley_Wood> <http://dbpedia.org/ontology/successor> ?x . ?x <http://dbpedia.org/property/primeminister> ?uri  . },3.0,1.0,0.0,0.0,1.0,1.0,0.0,11.0,0.0,0.0
1780,11780.0,Is Seattle the Ship builder of USS Marmora (IX-189) ?,ASK WHERE { <http://dbpedia.org/resource/USS_Marmora_(IX-189)> <http://dbpedia.org/property/shipBuilder> <http://dbpedia.org/resource/Seattle> },3.0,0.0,1.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0
1781,11781.0,Was Beth Tweddle primarily coached by Amanda Reddin ?,ASK WHERE { <http://dbpedia.org/resource/Beth_Tweddle> <http://dbpedia.org/property/headcoach> <http://dbpedia.org/resource/Amanda_Reddin> },3.0,0.0,1.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0
1784,11784.0,Which president of William Eustus also married to Dolley Madison ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Dolley_Madison> <http://dbpedia.org/ontology/spouse> ?uri. <http://dbpedia.org/resource/William_Eustis> <http://dbpedia.org/property/president> ?uri} ,4.0,1.0,0.0,0.0,1.0,2.0,0.0,10.0,0.0,0.0
1786,11786.0,How many kings and queens have died in the Arabian Peninsula ?,SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/ontology/deathPlace> <http://dbpedia.org/resource/Arabian_Peninsula>  . },2.0,1.0,0.0,1.0,0.0,1.0,0.0,11.0,0.0,0.0
1787,11787.0,What team did Joe Porter and Eddie Anderson play for ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Eddie_Anderson_(safety)> <http://dbpedia.org/ontology/team> ?uri. <http://dbpedia.org/resource/Joe_Porter_(American_football)> <http://dbpedia.org/ontology/formerTeam> ?uri . },4.0,2.0,0.0,0.0,1.0,2.0,0.0,10.0,0.0,0.0
1788,11788.0,Producers of what have died in Mississippi ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/deathPlace> <http://dbpedia.org/resource/Mississippi> . ?uri <http://dbpedia.org/ontology/producer> ?x  . },3.0,2.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0
1789,11789.0,How many universities are there whose country's capital is Oslo ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/capital> <http://dbpedia.org/resource/Oslo> . ?uri <http://dbpedia.org/ontology/country> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/University>},4.0,1.0,0.0,1.0,0.0,1.0,1.0,10.0,0.0,0.0
1790,11790.0,Current players of Colorado Avalanche have previously played for how many different teams ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/team> <http://dbpedia.org/resource/Colorado_Avalanche> . ?x <http://dbpedia.org/ontology/formerTeam> ?uri  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/SportsTeam>},4.0,2.0,0.0,0.0,1.0,1.0,1.0,13.0,0.0,0.0
1792,11792.0,How many other people are in a band with Robert de Niro ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/currentMembers> <http://dbpedia.org/resource/Robert_De_Niro> . ?x <http://dbpedia.org/ontology/bandMember> ?uri  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person>},4.0,1.0,0.0,1.0,0.0,1.0,1.0,12.0,0.0,0.0
1794,11794.0,What is the highschool of the american football player who joined the Robert Morris Colonials program ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/school> <http://dbpedia.org/resource/Robert_Morris_Colonials_football> . ?x <http://dbpedia.org/property/highschool> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/AmericanFootballPlayer>},4.0,1.0,0.0,0.0,1.0,1.0,1.0,16.0,0.0,0.0
1796,11796.0,How many religions are followed by the group whose architectural style can be seen on Sanggar Agung ?,SELECT DISTINCT COUNT(?uri) WHERE { <http://dbpedia.org/resource/Sanggar_Agung> <http://dbpedia.org/property/architecturalStyle> ?x . ?x <http://dbpedia.org/ontology/religion> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/EthnicGroup>},4.0,1.0,0.0,1.0,0.0,1.0,1.0,17.0,0.0,0.0
1798,11798.0,Which shows' opening themes was used to make If We Were a Movie ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/subsequentWork> <http://dbpedia.org/resource/If_We_Were_a_Movie> . ?uri <http://dbpedia.org/ontology/openingTheme> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionShow>},4.0,2.0,0.0,0.0,1.0,1.0,1.0,13.0,0.0,0.0
1799,11799.0,Does GeneWeb have the GPL license ?,ASK WHERE { <http://dbpedia.org/resource/GeneWeb> <http://dbpedia.org/property/license> <http://dbpedia.org/resource/GNU_General_Public_License> },3.0,0.0,1.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0
1801,11801.0,What are the beverages whose origin is England ?, SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/origin> <http://dbpedia.org/resource/England> } ,2.0,1.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,0.0
1803,11803.0,How many subjects are covered in the publications of Doubleday ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/publisher> <http://dbpedia.org/resource/Doubleday_(publisher)> . ?x <http://dbpedia.org/ontology/nonFictionSubject> ?uri  . },3.0,2.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,0.0
1806,11806.0,What is the capital of the region which maintains the South Park Bridge ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/South_Park_Bridge> <http://dbpedia.org/ontology/maintainedBy> ?x . ?x <http://dbpedia.org/ontology/countySeat> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Region>},4.0,2.0,0.0,0.0,1.0,1.0,1.0,13.0,0.0,0.0
1808,11808.0,In how many places has Don R. Berlin worked ?,SELECT DISTINCT COUNT(?uri) WHERE { <http://dbpedia.org/resource/Don_R._Berlin> <http://dbpedia.org/ontology/employer> ?uri  . },2.0,1.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0
1809,11809.0,Was Heinrich Himmler ever a commanders of Army Group Oberrhein ?,ASK WHERE { <http://dbpedia.org/resource/Army_Group_Oberrhein_(Germany)> <http://dbpedia.org/property/notableCommanders> <http://dbpedia.org/resource/Heinrich_Himmler> },3.0,0.0,1.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0
1811,11811.0,What is the total number of fictional characters whose created by  Greg Daniels and series is The Office (U.S. TV series) ?, SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/ontology/creator> <http://dbpedia.org/resource/Greg_Daniels> . ?uri <http://dbpedia.org/ontology/series> <http://dbpedia.org/resource/The_Office_(U.S._TV_series)> } ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,21.0,0.0,0.0
1812,11812.0,"Fairfield, Connecticut is hometown to which persons ?","SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/hometown> <http://dbpedia.org/resource/Fairfield,_Connecticut>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person>}",3.0,1.0,0.0,0.0,1.0,1.0,1.0,7.0,0.0,0.0
1814,11814.0,Is Luigi Brugnaro the mayor of Venice ?,ASK WHERE { <http://dbpedia.org/resource/Venice> <http://dbpedia.org/property/mayor> <http://dbpedia.org/resource/Luigi_Brugnaro> },3.0,0.0,1.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0
1816,11816.0,Politicians born in Bangalore are now in which parties ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/property/homeTown> <http://dbpedia.org/resource/Bangalore> . ?x <http://dbpedia.org/ontology/party> ?uri  . },3.0,1.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0
1817,11817.0,What is the nationality of the chancellor who was served by Michael Mayr ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Michael_Mayr> <http://dbpedia.org/ontology/deputy> ?x . ?x <http://dbpedia.org/ontology/nationality> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Chancellor>},4.0,2.0,0.0,0.0,1.0,1.0,1.0,13.0,0.0,0.0
1818,11818.0,Is joel quenneville the main coach of Chicago Blackhawks ?,ASK WHERE { <http://dbpedia.org/resource/Chicago_Blackhawks> <http://dbpedia.org/property/headCoach> <http://dbpedia.org/resource/Joel_Quenneville> },3.0,0.0,1.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0
1820,11820.0,How many genres gave birth to other genres which emphasize Bass Guitars ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/instruments> <http://dbpedia.org/resource/Bass_guitar> . ?x <http://dbpedia.org/ontology/stylisticOrigin> ?uri  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/MusicGenre>},4.0,1.0,0.0,1.0,0.0,1.0,1.0,12.0,0.0,0.0
1821,11821.0,Who developed the software for the operating system of Macintosh Quadra 660AV ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Macintosh_Quadra_660AV> <http://dbpedia.org/ontology/operatingSystem> ?x . ?x <http://dbpedia.org/ontology/developer> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Software>},4.0,2.0,0.0,0.0,1.0,1.0,1.0,12.0,0.0,0.0
1824,11824.0,What genre's softwares are released with a GNU GPL license ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/property/license> <http://dbpedia.org/resource/GNU_General_Public_License> . ?x <http://dbpedia.org/property/genre> ?uri  . },3.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,0.0,0.0
1825,11825.0,How many shows are made by Playtone ?,SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/property/company> <http://dbpedia.org/resource/Playtone>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionShow>},3.0,0.0,0.0,1.0,0.0,1.0,1.0,7.0,0.0,0.0
1827,11827.0,"Who were the commanders during the events which took place in Sandusky County, Ohio ?","SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/place> <http://dbpedia.org/resource/Sandusky_County,_Ohio> . ?x <http://dbpedia.org/ontology/commander> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Event>}",4.0,2.0,0.0,0.0,1.0,1.0,1.0,14.0,0.0,0.0
1828,11828.0,"What are the movies whose editor died in Westwood, Los Angeles ?","SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/deathPlace> <http://dbpedia.org/resource/Westwood,_Los_Angeles> . ?uri <http://dbpedia.org/ontology/editing> ?x  . }",3.0,2.0,0.0,0.0,1.0,1.0,0.0,11.0,0.0,0.0
1829,11829.0,In how many places can I find people who were the architects of the Dundas Castle ?,"SELECT DISTINCT COUNT(?uri) WHERE { <http://dbpedia.org/resource/Dundas_Castle_(Roscoe,_New_York)> <http://dbpedia.org/property/architecture> ?x . ?x <http://dbpedia.org/property/region> ?uri  . }",3.0,0.0,0.0,0.0,1.0,1.0,0.0,16.0,0.0,0.0
1830,11830.0,Count the movies in Swedish language ?,SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/property/language> <http://dbpedia.org/resource/Swedish_language>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film>},3.0,0.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,0.0
1832,11832.0,"From how many works is the musical derived, whose lyrics are written by Sheldon Harnick ?",SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/lyrics> <http://dbpedia.org/resource/Sheldon_Harnick> . ?x <http://dbpedia.org/ontology/basedOn> ?uri  . },3.0,1.0,0.0,0.0,1.0,1.0,0.0,15.0,0.0,0.0
1834,11834.0,How many politicians live in India ?,SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/ontology/residence> <http://dbpedia.org/resource/India>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/OfficeHolder>},3.0,1.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,0.0
1835,11835.0,Matthew kane and Park rankin are citizens of which country ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Matthew_Kane_(actor)> <http://dbpedia.org/ontology/citizenship> ?uri. <http://dbpedia.org/resource/Park_Rankin> <http://dbpedia.org/ontology/citizenship> ?uri . },4.0,2.0,0.0,0.0,1.0,2.0,0.0,10.0,0.0,0.0
1836,11836.0,In how many places can I find people whose alma mater was in bachelor of arts ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/almaMater> <http://dbpedia.org/resource/Bachelor_of_Arts> . ?x <http://dbpedia.org/ontology/residence> ?uri  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Place>},4.0,1.0,0.0,0.0,1.0,1.0,1.0,16.0,0.0,0.0
