QuestionID,Question,Query,TripleSize,RelationTotal,BooleanAns,NumberAnswer,ListAnswer,ResourceTotal,ClassTotal,QuestionLength,Dharmen,SINA
11757,Who was engaged in wars of Fort Gadsden and Fort Barrancas ?,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/battle> <http://dbpedia.org/resource/Fort_Gadsden> . ?uri <http://dbpedia.org/ontology/battle> <http://dbpedia.org/resource/Fort_Barrancas> . },4,2,0,0,1,2,0,11,1,0
11758,What are some awards given to people who were born in sweden ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Sweden> . ?x <http://dbpedia.org/property/awards> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person>},4,1,0,0,1,1,1,12,0,0
11759,Is Hard Candy Fitness one of the divisions of Moscow ?,ASK WHERE { <http://dbpedia.org/resource/Hard_Candy_Fitness> <http://dbpedia.org/property/divisions> <http://dbpedia.org/resource/Moscow> },3,0,1,0,0,2,0,10,0,0
11760,Is WP 8.1 the OS on Lumia 830 ?,ASK WHERE { <http://dbpedia.org/resource/Nokia_Lumia_830> <http://dbpedia.org/property/os> <http://dbpedia.org/resource/Windows_Phone_8.1> },3,0,1,0,0,2,0,8,0,0
11761,Do the polet airlines fly to moscow ?,ASK WHERE { <http://dbpedia.org/resource/Polet_Airlines> <http://dbpedia.org/ontology/targetAirport> <http://dbpedia.org/resource/Moscow> },3,1,1,0,0,2,0,7,1,0
11762,Is Trevor Peacock the narrator of Fred Claus ?,ASK WHERE { <http://dbpedia.org/resource/Fred_Claus> <http://dbpedia.org/property/narrator> <http://dbpedia.org/resource/Trevor_Peacock> },3,0,1,0,0,2,0,8,0,0
11763,What all are written in the C programming language ?, SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/programmingLanguage> <http://dbpedia.org/resource/C_(programming_language)> } ,2,0,0,0,1,1,0,9,0,1
11764,List the producer of the TV shows whose company is HBO. ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/company> <http://dbpedia.org/resource/HBO> . ?x <http://dbpedia.org/ontology/producer> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionShow>},4,2,0,0,1,1,1,11,1,0
11765,Is Andrew Lincoln the narrator of Million Dollar Traders ?,ASK WHERE { <http://dbpedia.org/resource/Million_Dollar_Traders> <http://dbpedia.org/ontology/narrator> <http://dbpedia.org/resource/Andrew_Lincoln> },3,1,1,0,0,2,0,9,1,0
11766,List all the operators of the train who operates in Budapest ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/operator> <http://dbpedia.org/resource/Budapest> . ?x <http://dbpedia.org/ontology/operator> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Train>},4,2,0,0,1,1,1,11,1,0
11767,Is Eddie Bravo the trainer of Alan Jouban ?,ASK WHERE { <http://dbpedia.org/resource/Alan_Jouban> <http://dbpedia.org/ontology/trainer> <http://dbpedia.org/resource/Eddie_Bravo> },3,1,1,0,0,2,0,8,1,0
11768,What are some common ingredients used in Swedish dishes ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Sweden> . ?x <http://dbpedia.org/ontology/ingredient> ?uri  . },3,2,0,0,1,1,0,9,1,0
11769,"Where did the genres originate, which were in the Harry and the Potters album ?",SELECT DISTINCT COUNT(?uri) WHERE { <http://dbpedia.org/resource/Harry_and_the_Potters_(album)> <http://dbpedia.org/ontology/genre> ?x . ?x <http://dbpedia.org/ontology/stylisticOrigin> ?uri  . },3,2,0,0,1,1,0,14,0,0
11770,Whose former teams are Indianapolis Colts and Carolina Panthers ?,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/formerTeam> <http://dbpedia.org/resource/Indianapolis_Colts> . ?uri <http://dbpedia.org/ontology/formerTeam> <http://dbpedia.org/resource/Carolina_Panthers> . },4,2,0,0,1,2,0,9,1,0
11771,Name the river with mouth palce Essex and source place as Gloucestershire ?,SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/mouthPlace> <http://dbpedia.org/resource/Essex> . ?uri <http://dbpedia.org/ontology/sourcePlace> <http://dbpedia.org/resource/Gloucestershire>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/River>},5,2,0,0,1,2,1,12,1,0
11772,Was Castillo discovered by Galileo ?,ASK WHERE { <http://dbpedia.org/resource/Callisto_(moon)> <http://dbpedia.org/property/discoverer> <http://dbpedia.org/resource/Galileo_Galilei> },3,0,1,0,0,2,0,5,0,0
11773,What are the common sports played by jamiatu Muslim mindanao and Polytechnic University of Philippines Taguig ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Jamiatu_Muslim_Mindanao> <http://dbpedia.org/ontology/athletics> ?uri. <http://dbpedia.org/resource/Polytechnic_University_of_the_Philippines_Taguig> <http://dbpedia.org/ontology/sport> ?uri} ,4,2,0,0,1,2,0,16,0,0
11774,Among the countries using Aureus as currency which had Nicomedia as an important place ?,SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/capital> <http://dbpedia.org/resource/Nicomedia> . ?uri <http://dbpedia.org/ontology/currency> <http://dbpedia.org/resource/Aureus>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Country>},5,2,0,0,1,2,1,14,1,0
11775,Who are the trainersof Candice Michelle ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Candice_Michelle> <http://dbpedia.org/ontology/trainer> ?uri } ,2,1,0,0,1,1,0,6,1,1
11776,Does StandBy records distribute via Sony ?,ASK WHERE { <http://dbpedia.org/resource/StandBy_Records> <http://dbpedia.org/ontology/distributingLabel> <http://dbpedia.org/resource/Sony> },3,1,1,0,0,2,0,6,1,0
11777,Name the music artist which collaborated with the spouse of Jessi Colter ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/spouse> <http://dbpedia.org/resource/Jessi_Colter> . ?uri <http://dbpedia.org/ontology/associatedMusicalArtist> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/MusicalArtist>},4,2,0,0,1,1,1,12,0,0
11778,Who is the prime minister of the successor of Kingsley Wood ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Kingsley_Wood> <http://dbpedia.org/ontology/successor> ?x . ?x <http://dbpedia.org/property/primeminister> ?uri  . },3,1,0,0,1,1,0,11,0,0
11779,which band was Roger waters in ?, SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/formerBandMember> <http://dbpedia.org/resource/Roger_Waters> } ,2,1,0,0,1,1,0,6,0,1
11780,Is Seattle the Ship builder of USS Marmora (IX-189) ?,ASK WHERE { <http://dbpedia.org/resource/USS_Marmora_(IX-189)> <http://dbpedia.org/property/shipBuilder> <http://dbpedia.org/resource/Seattle> },3,0,1,0,0,2,0,9,0,0
11781,Was Beth Tweddle primarily coached by Amanda Reddin ?,ASK WHERE { <http://dbpedia.org/resource/Beth_Tweddle> <http://dbpedia.org/property/headcoach> <http://dbpedia.org/resource/Amanda_Reddin> },3,0,1,0,0,2,0,8,0,0
11782,What is the Band whose band member is Mark Middleton ?, SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/bandMember> <http://dbpedia.org/resource/Mark_Middleton> } ,2,1,0,0,1,1,0,10,0,1
11783,Was the cover of The adventures of Tom Sawyer designed by Mark Twain ?,ASK WHERE { <http://dbpedia.org/resource/The_Adventures_of_Tom_Sawyer> <http://dbpedia.org/ontology/coverArtist> <http://dbpedia.org/resource/Mark_Twain> },3,1,1,0,0,2,0,13,1,0
11784,Which president of William Eustus also married to Dolley Madison ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Dolley_Madison> <http://dbpedia.org/ontology/spouse> ?uri. <http://dbpedia.org/resource/William_Eustis> <http://dbpedia.org/property/president> ?uri} ,4,1,0,0,1,2,0,10,0,0
11785,Is Charles Drummond Ellis a doctoral student of James Chadwick ?,ASK WHERE { <http://dbpedia.org/resource/James_Chadwick> <http://dbpedia.org/ontology/doctoralStudent> <http://dbpedia.org/resource/Charles_Drummond_Ellis> },3,1,1,0,0,2,0,10,1,0
11786,How many kings and queens have died in the Arabian Peninsula ?,SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/ontology/deathPlace> <http://dbpedia.org/resource/Arabian_Peninsula>  . },2,1,0,1,0,1,0,11,0,0
11787,What team did Joe Porter and Eddie Anderson play for ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Eddie_Anderson_(safety)> <http://dbpedia.org/ontology/team> ?uri. <http://dbpedia.org/resource/Joe_Porter_(American_football)> <http://dbpedia.org/ontology/formerTeam> ?uri . },4,2,0,0,1,2,0,10,0,0
11788,Producers of what have died in Mississippi ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/deathPlace> <http://dbpedia.org/resource/Mississippi> . ?uri <http://dbpedia.org/ontology/producer> ?x  . },3,2,0,0,1,1,0,7,0,0
11789,How many universities are there whose country's capital is Oslo ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/capital> <http://dbpedia.org/resource/Oslo> . ?uri <http://dbpedia.org/ontology/country> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/University>},4,1,0,1,0,1,1,10,0,0
11790,Current players of Colorado Avalanche have previously played for how many different teams ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/team> <http://dbpedia.org/resource/Colorado_Avalanche> . ?x <http://dbpedia.org/ontology/formerTeam> ?uri  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/SportsTeam>},4,2,0,0,1,1,1,13,0,0
11791,Was 2658 Gingerich invented in Harvard ?,ASK WHERE { <http://dbpedia.org/resource/2658_Gingerich> <http://dbpedia.org/ontology/discoverer> <http://dbpedia.org/resource/Harvard_College> },3,1,1,0,0,2,0,6,1,0
11792,How many other people are in a band with Robert de Niro ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/currentMembers> <http://dbpedia.org/resource/Robert_De_Niro> . ?x <http://dbpedia.org/ontology/bandMember> ?uri  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person>},4,1,0,1,0,1,1,12,0,0
11793,Is Philosophy the academic discipline of Think (journal) ?,ASK WHERE { <http://dbpedia.org/resource/Think_(journal)> <http://dbpedia.org/ontology/academicDiscipline> <http://dbpedia.org/resource/Philosophy> },3,1,1,0,0,2,0,8,1,0
11794,What is the highschool of the american football player who joined the Robert Morris Colonials program ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/school> <http://dbpedia.org/resource/Robert_Morris_Colonials_football> . ?x <http://dbpedia.org/property/highschool> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/AmericanFootballPlayer>},4,1,0,0,1,1,1,16,0,0
11795,Who is associated  with the musical artists from Africa '70 (band) and Tony Allen ?,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/associatedMusicalArtist> <http://dbpedia.org/resource/Africa_'70_(band)> . ?uri <http://dbpedia.org/ontology/associatedMusicalArtist> <http://dbpedia.org/resource/Tony_Allen_(musician)> . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/MusicalArtist>},5,2,0,0,1,2,1,14,1,0
11796,How many religions are followed by the group whose architectural style can be seen on Sanggar Agung ?,SELECT DISTINCT COUNT(?uri) WHERE { <http://dbpedia.org/resource/Sanggar_Agung> <http://dbpedia.org/property/architecturalStyle> ?x . ?x <http://dbpedia.org/ontology/religion> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/EthnicGroup>},4,1,0,1,0,1,1,17,0,0
11797,Name the other wine region of the grapes whose one of the wine region is Michigan ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/wineRegion> <http://dbpedia.org/resource/Michigan> . ?x <http://dbpedia.org/ontology/wineRegion> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Grape>},4,2,0,0,1,1,1,16,1,0
11798,Which shows' opening themes was used to make If We Were a Movie ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/subsequentWork> <http://dbpedia.org/resource/If_We_Were_a_Movie> . ?uri <http://dbpedia.org/ontology/openingTheme> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionShow>},4,2,0,0,1,1,1,13,0,0
11799,Does GeneWeb have the GPL license ?,ASK WHERE { <http://dbpedia.org/resource/GeneWeb> <http://dbpedia.org/property/license> <http://dbpedia.org/resource/GNU_General_Public_License> },3,0,1,0,0,2,0,6,0,0
11800,Josef Bhler belongs to which political party ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Josef_Bühler> <http://dbpedia.org/ontology/occupation> ?uri } ,2,1,0,0,1,1,0,7,1,1
11801,What are the beverages whose origin is England ?, SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/origin> <http://dbpedia.org/resource/England> } ,2,1,0,0,1,1,0,8,0,0
11802,List down the opponents of Frank Stilwell ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Frank_Stilwell> <http://dbpedia.org/ontology/opponent> ?uri } ,2,1,0,0,1,1,0,7,1,1
11803,How many subjects are covered in the publications of Doubleday ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/publisher> <http://dbpedia.org/resource/Doubleday_(publisher)> . ?x <http://dbpedia.org/ontology/nonFictionSubject> ?uri  . },3,2,0,1,0,1,0,10,0,0
11804,Is Olyokma River the right tributary of Lena River ?,ASK WHERE { <http://dbpedia.org/resource/Lena_River> <http://dbpedia.org/ontology/rightTributary> <http://dbpedia.org/resource/Olyokma_River> },3,1,1,0,0,2,0,9,1,0
11805,What is the debut team of the football player whose college is UCLA Bruins football ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/college> <http://dbpedia.org/resource/UCLA_Bruins_football> . ?x <http://dbpedia.org/ontology/debutTeam> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/GridironFootballPlayer>},4,2,0,0,1,1,1,15,1,0
11806,What is the capital of the region which maintains the South Park Bridge ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/South_Park_Bridge> <http://dbpedia.org/ontology/maintainedBy> ?x . ?x <http://dbpedia.org/ontology/countySeat> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Region>},4,2,0,0,1,1,1,13,0,0
11807,Who has military branches are Colonial troops and Continental Army ?,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/militaryBranch> <http://dbpedia.org/resource/Colonial_troops> . ?uri <http://dbpedia.org/ontology/militaryBranch> <http://dbpedia.org/resource/Continental_Army> . },4,2,0,0,1,2,0,10,1,0
11808,In how many places has Don R. Berlin worked ?,SELECT DISTINCT COUNT(?uri) WHERE { <http://dbpedia.org/resource/Don_R._Berlin> <http://dbpedia.org/ontology/employer> ?uri  . },2,1,0,0,1,1,0,9,0,0
11809,Was Heinrich Himmler ever a commanders of Army Group Oberrhein ?,ASK WHERE { <http://dbpedia.org/resource/Army_Group_Oberrhein_(Germany)> <http://dbpedia.org/property/notableCommanders> <http://dbpedia.org/resource/Heinrich_Himmler> },3,0,1,0,0,2,0,10,0,0
11810,Name the cause of death of Martino Martini ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Martino_Martini> <http://dbpedia.org/ontology/deathCause> ?uri } ,2,1,0,0,1,1,0,8,1,1
11811,What is the total number of fictional characters whose created by  Greg Daniels and series is The Office (U.S. TV series) ?, SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/ontology/creator> <http://dbpedia.org/resource/Greg_Daniels> . ?uri <http://dbpedia.org/ontology/series> <http://dbpedia.org/resource/The_Office_(U.S._TV_series)> } ,4,2,0,0,1,2,0,21,0,0
11812,"Fairfield, Connecticut is hometown to which persons ?","SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/hometown> <http://dbpedia.org/resource/Fairfield,_Connecticut>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person>}",3,1,0,0,1,1,1,7,0,0
11813,Which administrative region leader is Sukhumbhand Paribatra and was founded by  Rama I ?,SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/leaderName> <http://dbpedia.org/resource/Sukhumbhand_Paribatra> . ?uri <http://dbpedia.org/ontology/founder> <http://dbpedia.org/resource/Rama_I>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/AdministrativeRegion>},5,2,0,0,1,2,1,13,1,0
11814,Is Luigi Brugnaro the mayor of Venice ?,ASK WHERE { <http://dbpedia.org/resource/Venice> <http://dbpedia.org/property/mayor> <http://dbpedia.org/resource/Luigi_Brugnaro> },3,0,1,0,0,2,0,7,0,0
11815,Where did Allama Matthews study ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Allama_Matthews> <http://dbpedia.org/ontology/college> ?uri } ,2,1,0,0,1,1,0,5,1,1
11816,Politicians born in Bangalore are now in which parties ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/property/homeTown> <http://dbpedia.org/resource/Bangalore> . ?x <http://dbpedia.org/ontology/party> ?uri  . },3,1,0,0,1,1,0,9,0,0
11817,What is the nationality of the chancellor who was served by Michael Mayr ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Michael_Mayr> <http://dbpedia.org/ontology/deputy> ?x . ?x <http://dbpedia.org/ontology/nationality> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Chancellor>},4,2,0,0,1,1,1,13,0,0
11818,Is joel quenneville the main coach of Chicago Blackhawks ?,ASK WHERE { <http://dbpedia.org/resource/Chicago_Blackhawks> <http://dbpedia.org/property/headCoach> <http://dbpedia.org/resource/Joel_Quenneville> },3,0,1,0,0,2,0,9,0,0
11819,Quebec born ice hockey players have stopped playing for which teams ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Quebec> . ?x <http://dbpedia.org/ontology/formerTeam> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/IceHockeyPlayer>},4,2,0,0,1,1,1,11,1,0
11820,How many genres gave birth to other genres which emphasize Bass Guitars ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/instruments> <http://dbpedia.org/resource/Bass_guitar> . ?x <http://dbpedia.org/ontology/stylisticOrigin> ?uri  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/MusicGenre>},4,1,0,1,0,1,1,12,0,0
11821,Who developed the software for the operating system of Macintosh Quadra 660AV ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Macintosh_Quadra_660AV> <http://dbpedia.org/ontology/operatingSystem> ?x . ?x <http://dbpedia.org/ontology/developer> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Software>},4,2,0,0,1,1,1,12,0,0
11822,Who is the writer with notable works like Adventures of Huckleberry Finn and The Adventures of Tom Sawyer ?,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/notableWork> <http://dbpedia.org/resource/Adventures_of_Huckleberry_Finn> . ?uri <http://dbpedia.org/ontology/notableWork> <http://dbpedia.org/resource/The_Adventures_of_Tom_Sawyer> . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Writer>},5,2,0,0,1,2,1,18,1,0
11823,How many politicians are there from the city of Ganges ?,SELECT DISTINCT COUNT(?uri) WHERE { <http://dbpedia.org/resource/Ganges> <http://dbpedia.org/property/city> ?x . ?x <http://dbpedia.org/ontology/leaderName> ?uri  . },3,1,0,1,0,1,0,10,1,0
11824,What genre's softwares are released with a GNU GPL license ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/property/license> <http://dbpedia.org/resource/GNU_General_Public_License> . ?x <http://dbpedia.org/property/genre> ?uri  . },3,0,0,0,1,1,0,10,0,0
11825,How many shows are made by Playtone ?,SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/property/company> <http://dbpedia.org/resource/Playtone>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionShow>},3,0,0,1,0,1,1,7,0,0
11826,Name the monarch of L Buwei ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Lü_Buwei> <http://dbpedia.org/ontology/monarch> ?uri } ,2,1,0,0,1,1,0,6,1,1
11827,"Who were the commanders during the events which took place in Sandusky County, Ohio ?","SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/place> <http://dbpedia.org/resource/Sandusky_County,_Ohio> . ?x <http://dbpedia.org/ontology/commander> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Event>}",4,2,0,0,1,1,1,14,0,0
11828,"What are the movies whose editor died in Westwood, Los Angeles ?","SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/deathPlace> <http://dbpedia.org/resource/Westwood,_Los_Angeles> . ?uri <http://dbpedia.org/ontology/editing> ?x  . }",3,2,0,0,1,1,0,11,0,0
11829,In how many places can I find people who were the architects of the Dundas Castle ?,"SELECT DISTINCT COUNT(?uri) WHERE { <http://dbpedia.org/resource/Dundas_Castle_(Roscoe,_New_York)> <http://dbpedia.org/property/architecture> ?x . ?x <http://dbpedia.org/property/region> ?uri  . }",3,0,0,0,1,1,0,16,0,0
11830,Count the movies in Swedish language ?,SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/property/language> <http://dbpedia.org/resource/Swedish_language>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film>},3,0,0,1,0,1,1,6,0,0
11831,Name the artist of Brad Paisley discography ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Brad_Paisley_discography> <http://dbpedia.org/property/artist> ?uri } ,2,0,0,0,1,1,0,7,0,1
11832,"From how many works is the musical derived, whose lyrics are written by Sheldon Harnick ?",SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/lyrics> <http://dbpedia.org/resource/Sheldon_Harnick> . ?x <http://dbpedia.org/ontology/basedOn> ?uri  . },3,1,0,0,1,1,0,15,0,0
11833,List all discipline of the journals whose one of the discipline is Cerebral blood flow ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/academicDiscipline> <http://dbpedia.org/resource/Cerebral_blood_flow> . ?x <http://dbpedia.org/ontology/academicDiscipline> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/AcademicJournal>},4,2,0,0,1,1,1,15,1,0
11834,How many politicians live in India ?,SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/ontology/residence> <http://dbpedia.org/resource/India>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/OfficeHolder>},3,1,0,1,0,1,1,6,0,0
11835,Matthew kane and Park rankin are citizens of which country ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Matthew_Kane_(actor)> <http://dbpedia.org/ontology/citizenship> ?uri. <http://dbpedia.org/resource/Park_Rankin> <http://dbpedia.org/ontology/citizenship> ?uri . },4,2,0,0,1,2,0,10,0,0
11836,In how many places can I find people whose alma mater was in bachelor of arts ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/almaMater> <http://dbpedia.org/resource/Bachelor_of_Arts> . ?x <http://dbpedia.org/ontology/residence> ?uri  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Place>},4,1,0,0,1,1,1,16,0,0
11837,Whose associate is Publius Servilius Vatia Isauricus and has predecessor as Lucius Cornelius Lentulus Crus ?,SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/associate> <http://dbpedia.org/resource/Publius_Servilius_Vatia_Isauricus_(consul_48_BC)> . ?uri <http://dbpedia.org/ontology/predecessor> <http://dbpedia.org/resource/Lucius_Cornelius_Lentulus_Crus>  . },4,2,0,0,1,2,0,15,1,0
11838,Who is the producer of the device which is the operating system of Now TV ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Now_TV_(UK)> <http://dbpedia.org/ontology/operatingSystem> ?x . ?x <http://dbpedia.org/ontology/manufacturer> ?uri  . },3,2,0,0,1,1,0,15,1,0.9
11839,Who wrote a rose for emily ?,SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/notableWork> <http://dbpedia.org/resource/A_Rose_for_Emily>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Writer>},3,1,0,0,1,1,1,6,1,1
11840,How many games are played at universities affiliated with the Association of Southeast Asian Institutions of Higher Learning ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/affiliation> <http://dbpedia.org/resource/Association_of_Southeast_Asian_Institutions_of_Higher_Learning> . ?x <http://dbpedia.org/ontology/sport> ?uri  . },3,2,0,1,0,1,0,18,0,0
11841,Was the Lotuspool Records distributed by Napster ?,ASK WHERE { <http://dbpedia.org/resource/Lotuspool_Records> <http://dbpedia.org/ontology/distributingLabel> <http://dbpedia.org/resource/Napster> },3,1,1,0,0,2,0,7,1,0
11842,Count the tenants of the stadiums designed by Populous ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/architect> <http://dbpedia.org/resource/Populous_(company)> . ?x <http://dbpedia.org/ontology/tenant> ?uri  . },3,2,0,1,0,1,0,9,0,0
11843,Which sports exist in the universities whose president is Emanuel de Guzman ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/president> <http://dbpedia.org/resource/Emanuel_de_Guzman> . ?x <http://dbpedia.org/ontology/sport> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/University>},4,2,0,0,1,1,1,12,1,0
11844,Count the different number of academic areas covered by publications of SAGE ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/publisher> <http://dbpedia.org/resource/SAGE_Publications> . ?x <http://dbpedia.org/ontology/academicDiscipline> ?uri  . },3,1,0,1,0,1,0,12,1,0
11845,What faiths are followed by the relatives of Meadow Soprano ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Meadow_Soprano> <http://dbpedia.org/ontology/relative> ?x . ?x <http://dbpedia.org/ontology/religion> ?uri  . },3,2,0,0,1,1,0,10,1,0
