,QuestionID,Question,Label1,Label2,Dbpedia-Relation,RelationTotal,wordCountWithput@@@,Word Count(Avg),Explicit(Avg),Hidden(Avg),Common,relnliodLogs,qanary_component-DiambiguationProperty-OKBQA,qanary_component-AnnotationofSpotProperty,K-cap,isiah
1359,11674,Which prime ministers were served by the governor who appointed Murray Gleeson ?,series,0.0,http://dbpedia.org/ontology/series,1,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1360,11675,What are the movies whose music composer is Akira Ifukube ?,labels,@@@,"http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/recordLabel",2,0.5,1.0,0.0,0.5,0,0.0,0.0,0.0,0,0
1365,11684,Did Joe Namath did his highschool in Beaver Falls High School ?,begins,flow into,"http://dbpedia.org/ontology/sourcePlace,http://dbpedia.org/ontology/riverMouth",2,1.5,1.5,0.0,0.0,0,0.0,0.0,0.0,0,0
1368,11688,What are the awards won by the producer of Puss in Boots (film) ?,mountains,0.0,http://dbpedia.org/ontology/mountainRange,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1369,11689,Name the debut team of Butch Metzger ?,genre,0.0,http://dbpedia.org/ontology/literaryGenre,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1373,11693,What currencies are used in the countries which have been governed by Francois Hollande ?,party,party,"http://dbpedia.org/ontology/otherParty,http://dbpedia.org/ontology/otherParty",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1381,11702,From how many different places have participants of Breeders's Cup Turf come ?,led,0.0,http://dbpedia.org/ontology/leader,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1383,11704,"Name the company founded by Jim Harris located in Harris County, Texas ?",end,starting,"http://dbpedia.org/ontology/routeEnd,http://dbpedia.org/ontology/routeStart",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1387,11710,Who wrote the subsequent work of One Day at a Time (Em's Version) ?,director of photography,music composer,"http://dbpedia.org/ontology/cinematography,http://dbpedia.org/ontology/musicComposer",2,2.5,2.5,0.5,0.0,0,0.0,0.0,0.0,0,0
1388,11711,What are the birth place of the people who are the star of Dhoondte Reh Jaaoge ?,won,0.0,http://dbpedia.org/ontology/service,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1390,11714,Which company manufactured Delta III ?,gone to,@@@,http://dbpedia.org/ontology/college,1,2.0,3.0,0.0,1.0,0,0.0,0.0,0.0,0,0
1391,11717,Name the river whose mouth mountain is Essex and river mouth is North Sea ?,@@@,owned,http://dbpedia.org/ontology/season,1,1.0,2.0,0.0,1.0,0,0.0,0.0,0.0,0,0
1392,11718,What genres of games are available on the Commodore 64 ?,writer,extended,"http://dbpedia.org/ontology/basedOn,http://dbpedia.org/ontology/author",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1396,11723,Which college has been attended  by both Mr. Hubert Wiggs and Mr. Alvin Bell ?,official language,500000,"http://dbpedia.org/ontology/officialLanguage,http://dbpedia.org/ontology/officialLanguage",2,1.5,1.5,0.5,0.0,1,0.0,0.0,0.0,0,0
1397,11725,Was Duanne Allman famous for playing the Gibson SG ?,album,0.0,http://dbpedia.org/ontology/album,1,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1398,11726,Is Maldives a member ofof South Asia Subregional Economic Cooperation ?,places,@@@,http://dbpedia.org/ontology/locationCity,1,1.0,2.0,0.0,1.0,0,0.0,0.0,0.0,0,0
1400,11728,What is the political party of the Satish Kumar Sharma which is also the political party of Manthena Venkata Raju ?,directed,0.0,http://dbpedia.org/ontology/director,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1405,11733,Who are the local authority of Buckhurst Hill County High School ?,flow into,start,"http://dbpedia.org/ontology/riverMouth,http://dbpedia.org/ontology/source",2,1.5,1.5,0.0,0.0,0,0.0,0.0,0.0,0,0
1406,11735,Which peak was first scaled by Krzysztof Wielicki ?,music,composers,http://dbpedia.org/ontology/associatedMusicalArtist,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1407,11736,How many movies have a screenplay located in the States ?,timezone,0.0,http://dbpedia.org/ontology/timeZone,1,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1409,11739,How many cars can I find related to the cars which have a V8 engine ?,operating system,0.0,http://dbpedia.org/ontology/operatingSystem,1,2.0,2.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1411,11741,List the softwares which runs on Microsoft Windows and has license as Software as a service ?,develop,kind of,"http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/genre",2,1.5,1.5,0.0,0.0,0,0.0,0.0,0.0,0,0
1413,11743,Count the number of sports played by the universities whose one of the sports is baketball ?,wine,@@@,"http://dbpedia.org/ontology/species,http://dbpedia.org/ontology/wineRegion",2,0.5,1.0,0.0,0.5,0,0.0,0.0,0.0,0,0
1415,11745,Where has the employee of Columbia Records  worked ?,relative,species,"http://dbpedia.org/ontology/relative,http://dbpedia.org/ontology/species",2,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1418,11748,Which senator served in military units VMF-155 and VMF-218 ?,education,0.0,http://dbpedia.org/ontology/education,1,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1424,11754,Is the Kia Sportage similar to the Hyundai Lavita ?,in,0.0,http://dbpedia.org/ontology/country,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1435,11769,Give me everything owned by networks which is lead by Steve Burke ?,genre,originate,"http://dbpedia.org/ontology/genre,http://dbpedia.org/ontology/stylisticOrigin",2,1.0,1.0,0.5,0.0,0,0.0,0.0,0.0,0,0
1436,11770,For which teams did Ryan Powell play for ?,former team,former team,"http://dbpedia.org/ontology/formerTeam,http://dbpedia.org/ontology/formerTeam",2,2.0,2.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1437,11771,List the battles in which alumni of US Army Command and General Staff College fought ?,place mouth,source place,"http://dbpedia.org/ontology/mouthPlace,http://dbpedia.org/ontology/sourcePlace",2,2.0,2.0,0.5,0.0,0,0.0,0.0,0.0,0,0
1439,11774,How many other ingredient are there in the foods whihh have one of the ingredient as Potato ?,important place,currency,"http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/currency",2,1.5,1.5,0.5,0.0,0,0.0,0.0,0.0,0,0
1443,11778,How many cars are similar to the ones assembled in the Jefferson North Assembly ?,successor,minister prime,http://dbpedia.org/ontology/successor,1,3.0,3.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1449,11786,Which state does Jerome B. Chaffee belong ?,died in,0.0,http://dbpedia.org/ontology/deathPlace,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1450,11787,Who is the writer of Neverwhere (radio play) ?,team,team,"http://dbpedia.org/ontology/team,http://dbpedia.org/ontology/formerTeam",2,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1453,11790,What are some seas inside europe ?,played for,teams,"http://dbpedia.org/ontology/team,http://dbpedia.org/ontology/formerTeam",2,1.5,1.5,0.0,0.0,0,0.0,0.0,0.0,0,0
1454,11791,Which river's source place is Gloucestershire and mouth in North Sea ?,invented,0.0,http://dbpedia.org/ontology/discoverer,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1456,11793,How many schools have a bison as their mascot ?,academic discipline,0.0,http://dbpedia.org/ontology/academicDiscipline,1,2.0,2.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1458,11795,Which institution of the Alton Ochsner is also the alma mater of John Michael Seabright ?,associated musical,associated musical,"http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/ontology/associatedMusicalArtist",2,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1461,11798,Who owns a bridge in Boston ?,opening theme,@@@,"http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/ontology/openingTheme",2,1.0,1.5,0.5,0.5,0,0.0,0.0,0.0,0,0
1462,11800,Count the different types of Flatbread ?,belong,0.0,http://dbpedia.org/ontology/occupation,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1465,11803,For which team did both Butch Metzger and Brian Horwitz debuted ?,publications,0.0,"http://dbpedia.org/ontology/publisher,http://dbpedia.org/ontology/nonFictionSubject",2,0.5,0.5,0.0,0.0,0,0.0,0.0,0.0,0,0
1469,11807,"Where does the river end, into which the Rakitnica flows ?",military branch,military branch,"http://dbpedia.org/ontology/militaryBranch,http://dbpedia.org/ontology/militaryBranch",2,2.0,2.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1470,11808,"Where is the tombstone of the parliament members who served with James Roberts as the Vice President, US ?",places,0.0,http://dbpedia.org/ontology/employer,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1472,11811,Who was the silver medalist of Gymnastics at the 2008 Summer Olympics  Women's artistic individual all-around ?,created by,series,"http://dbpedia.org/ontology/creator,http://dbpedia.org/ontology/series",2,1.5,1.5,0.5,0.0,0,0.0,0.0,0.0,0,0
1473,11812,Who  works  at the American Magazine and New York Post ?,hometown,0.0,http://dbpedia.org/ontology/hometown,1,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1475,11815,How many developers were involved in creating games whose score is composed by Gerard Marino ?,study,0.0,http://dbpedia.org/ontology/college,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1478,11819,Give me someone on the board of trinity house ?,stopped playing,born,"http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/formerTeam",2,1.5,1.5,0.0,0.0,0,0.0,0.0,0.0,0,0
1479,11820,Count  the journals in the field of Philosophy. ?,birth,@@@,http://dbpedia.org/ontology/stylisticOrigin,1,1.0,2.0,0.0,1.0,0,0.0,0.0,0.0,0,0
1482,11823,How many people are in the continental army ?,city,politician,http://dbpedia.org/ontology/leaderName,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1486,11832,How many have order (taxonomy) as Bacillales and division as Firmicutes are there ?,derived,lyrics,http://dbpedia.org/ontology/basedOn,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1487,11833,How many have company as Paramount Television and network as NBC are there ?,discipline,discipline,"http://dbpedia.org/ontology/academicDiscipline,http://dbpedia.org/ontology/academicDiscipline",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1489,11835,Which are the television show which have been created by Donald Wilson ?,citizens,citizens,"http://dbpedia.org/ontology/citizenship,http://dbpedia.org/ontology/citizenship",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1490,11836,Did Jerry Siegel create Lois Lane ?,alma mater,@@@,http://dbpedia.org/ontology/residence,1,2.0,3.0,0.0,1.0,0,0.0,0.0,0.0,0,0
1491,11837,Who is the former partner of the figure skater which was the former partner of Brynn Carman ?,associate,predecessor,"http://dbpedia.org/ontology/associate,http://dbpedia.org/ontology/predecessor",2,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1493,11839,What is the common debut team of the Butch Metzger and Dan Otero ?,wrote,0.0,http://dbpedia.org/ontology/notableWork,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1498,11844,Which musical artists have collaborated with Waylon Jennings ?,publications,academic areas,http://dbpedia.org/ontology/academicDiscipline,1,3.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1501,11849,Give me a count of airlines whose hub airport is Los Angeles International Airport ?,president,country of origin,"http://dbpedia.org/ontology/keyPerson,http://dbpedia.org/ontology/stateOfOrigin",2,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1504,11853,How many members are there in the European Go Federation ?,CPU,predecessor,"http://dbpedia.org/ontology/cpu,http://dbpedia.org/ontology/predecessor",2,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1508,11857,How many movies did Michael Deeley produce ?,@@@,0.0,http://dbpedia.org/ontology/series,1,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0,0
1512,11861,List some songwriters whose work has been recorded in Miami ?,faith,0.0,http://dbpedia.org/ontology/religion,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1514,11864,Which citys mayor is anne hidalgo ?,owned,0.0,http://dbpedia.org/ontology/owningOrganisation,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1516,11866,What is the division of Serbia national American football team ?,editor,0.0,http://dbpedia.org/ontology/editing,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1518,11869,Who are the biological parents of Dannielynn Birkhead ?,@@@,0.0,http://dbpedia.org/ontology/denomination,1,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0,0
1521,11872,Give me a count of movies whose music composer is Bernard Herrmann ?,military organization,0.0,http://dbpedia.org/ontology/commandStructure,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1522,11874,Is my truly truly fair the band of mitch miller ?,theme,made by,"http://dbpedia.org/ontology/musicalBand,http://dbpedia.org/ontology/openingTheme",2,1.5,1.5,0.0,0.0,0,0.0,0.0,0.0,0,0
1523,11875,Name the sovereign state of Wallington railway station ?,platform,0.0,http://dbpedia.org/ontology/automobilePlatform,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1528,11881,"Who are the parent  of the people that  has POD as Redding, Connecticut ?",commander,fought,http://dbpedia.org/ontology/commander,1,2.0,2.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1532,11886,Which politicians live in a city led by T.S. Thakur ?,wine,@@@,"http://dbpedia.org/ontology/species,http://dbpedia.org/ontology/wineRegion",2,0.5,1.0,0.0,0.5,0,0.0,0.0,0.0,0,0
1533,11888,Give me the count of artist in the company whose Artist is Jean- Fran��ois Cot�� ?,orde,division,"http://dbpedia.org/ontology/order,http://dbpedia.org/ontology/division",2,1.0,1.0,0.5,0.0,0,0.0,0.0,0.0,0,0
1537,11892,Food in which countries has shallot in it ?,interest,0.0,http://dbpedia.org/ontology/mainInterest,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1539,11896,Did Carolyn Heinrich study at the Vanderbilt ?,composed,@@@,"http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/ontology/musicComposer",2,0.5,1.0,0.0,0.5,0,0.0,0.0,0.0,0,0
1540,11897,To which company is Michael Dell a father company ?,manager,@@@,"http://dbpedia.org/ontology/position,http://dbpedia.org/ontology/manager",2,0.5,1.0,0.5,0.5,0,0.0,0.0,0.0,0,0
1542,11900,"Which mainter of  Cheasty Boulevard South is also the county seat of the King County, Washingtonsu ?",chaired,@@@,http://dbpedia.org/ontology/chairman,1,1.0,2.0,0.0,1.0,0,0.0,0.0,0.0,0,0
1543,11901,Was andy warhol a part of Pop Art movement ?,related,0.0,http://dbpedia.org/ontology/relatedMeanOfTransportation,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1545,11903,What team has Sam Keller and Jim McMilin played for ?,political seat,timezone,"http://dbpedia.org/ontology/timeZone,http://dbpedia.org/ontology/leaderName",2,1.5,1.5,0.5,0.0,0,0.0,0.0,0.0,0,0
1549,11907,Name the person whose relation is Dee Dee Warwick ?,successor,PMs,http://dbpedia.org/ontology/successor,1,2.0,2.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1551,11909,Give the name of the  managers of England national under-20 football team and England national under-21 football team ?,head,in,"http://dbpedia.org/ontology/jurisdiction,http://dbpedia.org/ontology/leader",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1554,11913,"Which ceremonial County of the East Tilbury is also the local authority of the Trinity School, Brentwood ?",series,0.0,http://dbpedia.org/ontology/subsequentWork,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1555,11914,Was Henry Knox a major general ?,commander,famous,"http://dbpedia.org/ontology/commander,http://dbpedia.org/ontology/knownFor",2,1.0,1.0,0.5,0.0,0,0.0,0.0,0.0,0,0
1559,11919,How many TV show has distributor located in Burbank California ?,play as,0.0,http://dbpedia.org/ontology/position,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1560,11920,How many people have been canonized by Pope Benedict XVI ?,hubs,0.0,http://dbpedia.org/ontology/ideology,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1562,11922,What are the binomial authority of Menetries's warbler ?,music,@@@,"http://dbpedia.org/ontology/recordLabel,http://dbpedia.org/ontology/musicComposer",2,0.5,1.0,0.0,0.5,0,0.0,0.0,0.0,0,0
1565,11926,Is greasy pop recording the distributor of festival records ?,a,0.0,http://dbpedia.org/ontology/field,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1566,11927,List the party of the office holder which also has the affiliation with Congress Socialist party ?,known for,known for,"http://dbpedia.org/ontology/knownFor,http://dbpedia.org/ontology/knownFor",2,2.0,2.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1567,11929,"Through which states does the road go, which has a junction on Keningston Maryland ?",starting,owners,http://dbpedia.org/ontology/routeStart,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1569,11932,How many factions have fought when Egushawa was a commander ?,river,0.0,http://dbpedia.org/ontology/river,1,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1570,11933,How many titles were given to people who engaged in the Operation Dragoon ?,academic advisor,0.0,http://dbpedia.org/ontology/academicAdvisor,1,2.0,2.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1578,11947,Under which president did Loretta Ucelli and Ann Lewis hold an office ?,produce,0.0,http://dbpedia.org/ontology/producer,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1579,11949,Paul Leonard's work can be divided into how many series ?,flow into,0.0,http://dbpedia.org/ontology/leftTributary,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1582,11954,In which company's boards does the founder of Bomis sit ?,mountain range,0.0,http://dbpedia.org/ontology/mountainRange,1,2.0,2.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1585,11957,Is Denver the largest city of Colorado ?,government,0.0,http://dbpedia.org/ontology/governmentType,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1587,11959,Name the capital of Barony of Caux ?,graduates,awards,http://dbpedia.org/ontology/almaMater,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1589,11961,In how many nations can I find people related to the feminist movement ?,states,kind of,http://dbpedia.org/ontology/state,1,3.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1591,11963,Count the awards won by the people who graduated from the National and Kapodistrian University of Athens. ?,originating,cities,"http://dbpedia.org/ontology/source,http://dbpedia.org/ontology/city",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1593,11965,Does the Jordan River start in the Golan Heights ?,musical,0.0,http://dbpedia.org/ontology/musicBy,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1600,11972,Who is the leader of Allgemeine SS ?,@@@,0.0,http://dbpedia.org/ontology/license,1,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0,0
1601,11973,How many important works have been done by Russel Davies ?,predecessor,associate,"http://dbpedia.org/ontology/predecessor,http://dbpedia.org/ontology/associate",2,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1602,11974,From where does the river Upper Neretva start flowing ?,league,teams,http://dbpedia.org/ontology/formerTeam,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1607,11979,What made jo garcia and merritt cabal both famous ?,political party,0.0,http://dbpedia.org/ontology/knownFor,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1611,11983,How many people have played for the NBA ?,regions,0.0,http://dbpedia.org/ontology/wineRegion,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1612,11984,How many people played for Newell's Old Boys ?,records,composed,"http://dbpedia.org/ontology/recordLabel,http://dbpedia.org/ontology/musicComposer",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1613,11986,To which american football teams does the Heinz Field serve as home stadium ?,stadium,0.0,http://dbpedia.org/ontology/stadium,1,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1614,11987,Who wrote the US steel hour ?,successor,network,"http://dbpedia.org/ontology/successor,http://dbpedia.org/ontology/network",2,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1615,11988,What is the occupation of the band members of The Shirelles ?,regulates and control,0.0,http://dbpedia.org/ontology/tenant,1,3.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1621,11994,Through which label has Katy B released her singles ?,singer,0.0,http://dbpedia.org/ontology/musicalArtist,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1622,11995,What is the route end of Birmingham and Oxford Junction Railway ?,state,part of,"http://dbpedia.org/ontology/state,http://dbpedia.org/ontology/location",2,1.5,1.5,0.5,0.0,0,0.0,0.0,0.0,0,0
1623,11997,What is the municipality of Homestead Grays Bridge ?,associated,0.0,http://dbpedia.org/ontology/associatedMusicalArtist,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1625,11999,Who had headed the governmental agencies whose admin HQ was in Niederkirchnerstrasse ?,originate,0.0,http://dbpedia.org/ontology/sourceRegion,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1626,12000,Which region of Bannock is the origin od Spaghetti squash ?,assembled,0.0,http://dbpedia.org/ontology/assembly,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1632,12009,Count the number of books whose author's were born in Alcal de Henares ?,leagues,0.0,http://dbpedia.org/ontology/tenant,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1633,12010,What is the name of the person who has relations with Dionne Warwick and Gary Garland ?,kind of,made,http://dbpedia.org/ontology/publisher,1,3.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1635,12012,Which city has it's landmark as Cheasty Boulevard South ?,live,500000,"http://dbpedia.org/ontology/residence,http://dbpedia.org/ontology/residence",2,1.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0,0
1639,12016,"Mazhar Ul Haq High School, Beerwah is affiliated to Islamic Religion ?",belong to,0.0,http://dbpedia.org/ontology/parentCompany,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1640,12017,Give me all tv shows which are based in boston and massachusetts ?,@@@,0.0,http://dbpedia.org/ontology/field,1,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0,0
1642,12019,what are some players of England national football team ?,advised,0.0,http://dbpedia.org/ontology/academicAdvisor,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1644,12022,Find the total number of  ingredient of the recepies whose ingredient is common Mushroom ?,local authorities,gender,"http://dbpedia.org/ontology/gender,http://dbpedia.org/ontology/localAuthority",2,1.5,1.5,0.5,0.0,0,0.0,0.0,0.0,0,0
1645,12024,"What is the official language of Ladonia, which is the target area of Probus Journal ?",related,aired,"http://dbpedia.org/ontology/related,http://dbpedia.org/ontology/network",2,1.0,1.0,0.5,0.0,0,0.0,0.0,0.0,0,0
1647,12027,How many TV shows are similar to the ones belonging to fantasy genre ?,died of,@@@,"http://dbpedia.org/ontology/religion,http://dbpedia.org/ontology/deathCause",2,1.0,1.5,0.0,0.5,0,0.0,0.0,0.0,0,0
1648,12028,Is facebook a public company ?,play,0.0,http://dbpedia.org/ontology/programmeFormat,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1650,12031,Is Rajya Sabha a house of parliament in India ?,country,0.0,http://dbpedia.org/ontology/county,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1651,12033,Was Gerald Gibbs the cinematographer of X the unknown ?,field,field,"http://dbpedia.org/ontology/field,http://dbpedia.org/ontology/field",2,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1653,12035,How many software run on operating system is Microsoft Windows ?,in,0.0,http://dbpedia.org/ontology/team,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1657,12039,Total number of places where people drafted in the detroit pistons have died ?,power,won,http://dbpedia.org/ontology/affiliation,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1661,12044,Name the common institution of the Erica Frank and Douglass North ?,about,0.0,http://dbpedia.org/ontology/academicDiscipline,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1662,12045,What is the ethicity of Ted Falon ?,birthplaces,recepients,"http://dbpedia.org/ontology/honours,http://dbpedia.org/ontology/birthPlace",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1663,12046,Who are the astronauts associated with NASA ?,produced,series,"http://dbpedia.org/ontology/executiveProducer,http://dbpedia.org/ontology/series",2,1.0,1.0,0.5,0.0,0,0.0,0.0,0.0,0,0
1665,12048,ARM Architecture acts as a game platform for how many things ?,mainter,land of,"http://dbpedia.org/ontology/maintainedBy,http://dbpedia.org/ontology/country",2,1.5,1.5,0.0,0.0,0,0.0,0.0,0.0,0,0
1672,12058,Who all have written songs that were then recorded in the Criteria Studios ?,in,mountains,"http://dbpedia.org/ontology/locatedInArea,http://dbpedia.org/ontology/mountainRange",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1676,12062,How many people have written for Gangan Comics ?,opens,opens,"http://dbpedia.org/ontology/openingTheme,http://dbpedia.org/ontology/openingTheme",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1677,12063,Is William H Blanchard buried in Colorado ?,debuted,team,"http://dbpedia.org/ontology/debutTeam,http://dbpedia.org/ontology/team",2,1.0,1.0,0.5,0.0,0,0.0,0.0,0.0,0,0
1682,12069,In how many places are the tombs of people who died in Connecticut Colony ?,military.,religion,"http://dbpedia.org/ontology/militaryRank,http://dbpedia.org/ontology/religion",2,1.0,1.0,0.5,0.0,0,0.0,0.0,0.0,0,0
1685,12073,What is the colour of Xocolatlite ?,editor,director,"http://dbpedia.org/ontology/editing,http://dbpedia.org/ontology/director",2,1.0,1.0,0.5,0.0,0,0.0,0.0,0.0,0,0
1688,12079,what mountains are in sierra nevada ?,military branch,0.0,http://dbpedia.org/ontology/militaryBranch,1,2.0,2.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1689,12080,Was True Grit a novel of the western genre ?,architects,used for,http://dbpedia.org/ontology/tenant,1,3.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1691,12082,Name the president of Wyche Fowler ?,musical,0.0,http://dbpedia.org/ontology/associatedMusicalArtist,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1693,12084,How many party are there of the office holders whose one of the party is Janata Dal ?,associated,signed up,"http://dbpedia.org/ontology/recordLabel,http://dbpedia.org/ontology/associatedMusicalArtist",2,1.5,1.5,0.0,0.0,0,0.0,0.0,0.0,0,0
1695,12088,How many causes of death have been associated with American citizens ?,scaled,mountains,"http://dbpedia.org/ontology/mountainRange,http://dbpedia.org/ontology/firstAscentPerson",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1696,12089,Is Bluebird the grandsire of Miss Potential ?,studied,located in,http://dbpedia.org/ontology/campus,1,3.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1701,12095,List the academic discipline of the journals whose one of the discipline is neuro imaging ?,from ,0.0,http://dbpedia.org/ontology/stateOfOrigin,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1707,12103,How many athletic associations are there in all of the private universities ?,trained,0.0,http://dbpedia.org/ontology/training,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1709,12107,"In how many areas do the networks broadcast, which also broadcasts in North Carolina ?",developer,actor,"http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/starring",2,1.0,1.0,0.5,0.0,0,0.0,0.0,0.0,0,0
