,QuestionID,Question,TripleSize,RelationTotal,ResourceTotal,ClassTotal,QuestionLength,Resources,WordCountEntity1,AvgWordCount,Special Character,Explicit E1,Explicit E1 and E2,Capital/Small Letters E1,Capital letter E1 and E2,aylienNERagdistis,tagmeNEDlogs,DBpediaNERAgdistis3252,ambiverseNEDlogs,meaningcloudAgdistis,qanary_logs_DBpediaSpotlightNED,meaningCloudNEDnew,textrazorAgdistis,dandiNERAgdistisFINAL,dandilionNEDlogs,OntotextNEDlogs,babelfyAgdistis3000,ambiverseAgdistis,tagmeAgdistis,EntityClassifier_NER_Agdistis,newBabelfyNEDlogs,stanfordAgdistis,ontotextAgdistis,AmbiverseNED 2.0,AmbiverseStanford 2.0
2423,12423.0,Which person designed the cars which has been designed by ASC Creative Services ?,4.0,2.0,1.0,1.0,13.0,http://dbpedia.org/resource/ASC_Creative_Services,3.0,0.0,0.0,True,0.5,True,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2435,12435.0,Which tenants of the Master Card center is also th draft team of Sam Carrrick ?,4.0,1.0,2.0,0.0,15.0,"http://dbpedia.org/resource/MasterCard_Centre,http://dbpedia.org/resource/Sam_Carrick",0.0,2.5,0.0,False,0.5,False,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2469,12469.0,What is the affiliation of tani University ?,2.0,1.0,0.0,0.0,7.0,http://dbpedia.org/resource/Ōtani_University,2.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2488,12488.0,what kind of games can I find for PC 9800 ?,4.0,2.0,1.0,1.0,10.0,http://dbpedia.org/resource/PC-9800_Series,1.0,0.0,0.5,False,0.0,True,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2489,12489.0,List the director of The Adventures of mimi ?,2.0,1.0,1.0,0.0,8.0,http://dbpedia.org/resource/The_Adventures_of_Mimi_(video),4.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2491,12491.0,List the home stadiums of the teams in the Russian Premier League ?,3.0,2.0,1.0,0.0,12.0,http://dbpedia.org/resource/2011–12_Russian_Premier_League,3.0,0.0,0.0,False,0.0,True,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2500,12500.0,what region is governed by Mario Olivero ?,2.0,1.0,1.0,0.0,7.0,http://dbpedia.org/resource/Mario_Oliverio,2.0,0.0,0.0,False,0.0,True,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2511,12511.0,What is the POD of the successor of Pmare I ?,3.0,2.0,1.0,0.0,10.0,http://dbpedia.org/resource/Pōmare_I,0.0,0.0,0.0,False,0.0,True,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2517,12517.0,Where is Oskar Blues located ?,2.0,1.0,1.0,0.0,5.0,http://dbpedia.org/resource/Oskar_Blues_Brewery,2.0,0.0,0.0,False,0.0,True,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2532,12532.0,List the broadcast area of the TV stations which also serves in Agalga ?,3.0,2.0,1.0,0.0,13.0,http://dbpedia.org/resource/Agaléga,1.0,0.0,0.0,False,0.0,True,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2534,12534.0,In which countries have models hanged themselves ?,4.0,2.0,1.0,1.0,7.0,http://dbpedia.org/resource/Suicide_by_hanging,2.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2538,12538.0,What band made The trial and One of these days song ?,4.0,2.0,2.0,0.0,11.0,"http://dbpedia.org/resource/The_Trial_(song),http://dbpedia.org/resource/One_of_These_Days_(instrumental)",0.0,3.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2567,12567.0,"What shows used to air on the channel which was earlier known as ""The Comedy Central"" ?",4.0,2.0,1.0,1.0,16.0,http://dbpedia.org/resource/The_Comedy_Channel_(United_States),2.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2572,12572.0,Which city's teams have been coached by Gary Kubaik ?,4.0,2.0,1.0,1.0,9.0,http://dbpedia.org/resource/Gary_Kubiak,2.0,0.0,0.0,False,0.0,True,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2581,12581.0,Who is married to Tony Ramo ?,2.0,1.0,1.0,0.0,6.0,http://dbpedia.org/resource/Tony_Romo,2.0,0.0,0.0,False,0.0,True,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2668,12668.0,Saores de costa built a bridge over which river ?,4.0,2.0,1.0,1.0,9.0,http://dbpedia.org/resource/Soares_da_Costa,1.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2674,12674.0,List some people who were opponents of someone who was died by hanging ?,4.0,2.0,1.0,1.0,13.0,http://dbpedia.org/resource/Hanging,1.0,0.0,0.0,True,0.5,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2707,12707.0,"List some teams for which someone who has played as a defender, now plays ?",3.0,2.0,1.0,0.0,14.0,http://dbpedia.org/resource/Defenceman,1.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2732,12732.0,"Who is the producer of album, which has the song Eclipse ?",4.0,2.0,1.0,1.0,11.0,http://dbpedia.org/resource/Eclipse_(song),1.0,0.0,0.0,False,0.0,True,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2740,12740.0,Who have rented the stadium operated by Maple Leaf S&E ?,4.0,2.0,1.0,1.0,10.0,http://dbpedia.org/resource/Maple_Leaf_Sports_&_Entertainment,1.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2741,12741.0,Who composed songs in the Mr Tambourine Man album ?,4.0,2.0,1.0,1.0,9.0,http://dbpedia.org/resource/Mr._Tambourine_Man_(album),3.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2754,12754.0,List the driver of SA MArino Grand Prix is also the Pole driver of Canadian Grand Proix ?,4.0,2.0,2.0,0.0,17.0,"http://dbpedia.org/resource/1999_San_Marino_Grand_Prix,http://dbpedia.org/resource/1997_Canadian_Grand_Prix",0.0,2.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2762,12762.0,What is the city nearest to the historic place whose architect is Joseph Dion ?,4.0,2.0,1.0,1.0,14.0,http://dbpedia.org/resource/Joseph_Dion,2.0,0.0,0.0,True,0.5,True,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2763,12763.0,Where do the stockholders of Pathaninaikos F.C. live ?,3.0,2.0,1.0,0.0,8.0,http://dbpedia.org/resource/Panathinaikos_F.C.,2.0,0.0,0.5,False,0.0,True,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2773,12773.0,Name the commanders of military conflicts where Roundhead was one of the commander ?,4.0,2.0,1.0,1.0,13.0,http://dbpedia.org/resource/Roundhead_(Wyandot),1.0,0.0,0.0,False,0.0,True,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2806,12806.0,in which movies have momoki kochi acted ?,2.0,1.0,1.0,0.0,7.0,http://dbpedia.org/resource/Momoko_Kōchi,0.0,0.0,0.0,False,0.0,True,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2850,12850.0,"What religion do the politicians follow, who graduated from the Yokkohama Nationaal University ?",4.0,2.0,1.0,1.0,13.0,http://dbpedia.org/resource/Yokohama_National_University,3.0,0.0,0.0,False,0.0,True,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2855,12855.0,Where did the beverages sold by Refriango originate ?,4.0,2.0,1.0,1.0,8.0,http://dbpedia.org/resource/Refriango,1.0,0.0,0.0,True,0.5,True,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2867,12867.0,Who holds shares in something famous for the Seven Spring Mountain Resort ?,3.0,2.0,1.0,0.0,12.0,http://dbpedia.org/resource/Seven_Springs_Mountain_Resort,4.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2889,12889.0,Martin AN/GSG-5 is a part of the building in which city ?,4.0,2.0,1.0,1.0,11.0,http://dbpedia.org/resource/Martin_AN/GSG-5_Battery_Integration_and_Radar_Display_Equipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2918,12918.0,Name the rivers in the hudson highlands state parts ?,2.0,1.0,1.0,0.0,9.0,http://dbpedia.org/resource/Hudson_Highlands_State_Park,4.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2921,12921.0,Where was the engineer born who manufactured EP R.E.P. 1 ?,3.0,2.0,1.0,0.0,10.0,http://dbpedia.org/resource/Esnault-Pelterie_R.E.P._1,1.0,0.0,0.5,False,0.0,True,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2935,12935.0,Who is married to Gerard Piqu ?,2.0,1.0,1.0,0.0,6.0,http://dbpedia.org/resource/Gerard_Piqué,2.0,0.0,0.5,False,0.0,True,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2936,12936.0,Which artist was taught by Jos Ruiz y Blasco ?,3.0,1.0,1.0,1.0,9.0,http://dbpedia.org/resource/José_Ruiz_y_Blasco,4.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2950,12950.0,In which countries are there banks which came after the National Commercial Bank of Mauritius ?,4.0,2.0,1.0,1.0,15.0,http://dbpedia.org/resource/National_Commercial_Bank_Mauritius,5.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2953,12953.0,What is the mascot of the rival school of Sullivan Central High ?,3.0,2.0,1.0,0.0,12.0,http://dbpedia.org/resource/Sullivan_Central_High_School,3.0,0.0,0.0,False,0.0,True,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2959,12959.0,Who is the producer of album which has the song Money ?,3.0,2.0,1.0,0.0,11.0,http://dbpedia.org/resource/Money_(Pink_Floyd_song),1.0,0.0,0.0,False,0.0,True,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2963,12963.0,Give me the list of cars which are the predecessor of Full Sized Cars ?,4.0,2.0,1.0,1.0,14.0,http://dbpedia.org/resource/Full-size_car,1.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2967,12967.0,Who developed games based on the Cars series ?,4.0,2.0,1.0,1.0,8.0,http://dbpedia.org/resource/Cars_(film),1.0,0.0,0.0,False,0.0,True,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2994,12994.0,Who composed the lyrics of Holler If Ya Hear Me ?,2.0,1.0,1.0,0.0,10.0,http://dbpedia.org/resource/Holler_If_Ya_Hear_Me_(musical),5.0,0.0,0.0,False,0.0,True,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3003,13003.0,Name the actors of the TV show which has an episode named The Five ?,4.0,2.0,1.0,1.0,14.0,http://dbpedia.org/resource/The_Five_(The_Vampire_Diaries),2.0,0.0,0.0,False,0.0,True,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3004,13004.0,What are the former team of the american football players who played at gridiron football position ?,4.0,2.0,1.0,1.0,16.0,http://dbpedia.org/resource/Tackle_(gridiron_football_position),3.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3007,13007.0,What is the citizenship of Ren Romano ?,2.0,1.0,1.0,0.0,7.0,http://dbpedia.org/resource/René_Romano,2.0,0.0,0.0,False,0.0,True,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3013,13013.0,List the film starring of the movies whose editor is Harvey  Rosenstock ?,4.0,2.0,1.0,1.0,12.0,http://dbpedia.org/resource/Harvey_Rosenstock,2.0,0.0,0.0,True,0.5,True,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3019,13019.0,Who is the meaning of Isa ?,2.0,1.0,1.0,0.0,6.0,http://dbpedia.org/resource/Isa_(name),1.0,0.0,0.0,False,0.0,True,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3048,13048.0,Into which water bodies does Lake Uniamsi outflow ?,2.0,1.0,1.0,0.0,8.0,http://dbpedia.org/resource/Lake_Uniamési,2.0,0.0,0.0,False,0.0,True,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3051,13051.0,Where did chancellor served by Rudolf Kirchschlger die ?,3.0,2.0,1.0,0.0,8.0,http://dbpedia.org/resource/Rudolf_Kirchschläger,2.0,0.0,0.0,False,0.0,True,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3058,13058.0,Horses sired by Karinga Bay have participated in which races ?,4.0,2.0,1.0,1.0,10.0,http://dbpedia.org/resource/Karinga_Bay,2.0,0.0,0.0,True,0.5,True,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3059,13059.0,"What is the radio show created by Timoteo Jeffries, about ?",4.0,2.0,1.0,1.0,10.0,http://dbpedia.org/resource/Timoteo_Jeffries,2.0,0.0,0.0,True,0.5,True,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3069,13069.0,Who is the distributer of Rev ?,2.0,1.0,1.0,0.0,6.0,http://dbpedia.org/resource/Rev_(drink),1.0,0.0,0.0,False,0.0,True,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3073,13073.0,Which animator of Tommy Ticker's Tooth is also the director of The Haunted house ?,4.0,2.0,2.0,0.0,14.0,"http://dbpedia.org/resource/Tommy_Tucker's_Tooth,http://dbpedia.org/resource/The_Haunted_House_(1929_film)",0.0,1.5,0.0,False,0.0,True,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3078,13078.0,What is the address of Federal Reserve Bank Building ?,2.0,1.0,1.0,0.0,9.0,http://dbpedia.org/resource/Federal_Reserve_Bank_Building_(Seattle),4.0,0.0,0.0,False,0.0,True,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3093,13093.0,Race horses whose grandsire is Wild  Risk have taken part in which races ?,4.0,2.0,1.0,1.0,13.0,http://dbpedia.org/resource/Wild_Risk,2.0,0.0,0.0,True,0.5,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3111,13111.0,Who is the artist of Time Radio hour ?,2.0,1.0,1.0,0.0,8.0,http://dbpedia.org/resource/Theme_Time_Radio_Hour,4.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3115,13115.0,Which currency is used by the record label of the Way to Your Heart ?,3.0,2.0,1.0,0.0,14.0,http://dbpedia.org/resource/The_Way_to_Your_Heart,5.0,0.0,0.0,True,0.5,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3122,13122.0,List the websites which the authors of Tornado own ?,3.0,2.0,1.0,0.0,9.0,http://dbpedia.org/resource/Tornado_(web_server),1.0,0.0,0.0,False,0.0,True,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3124,13124.0,In which country does the publishing house exist which was cofounded by Panos Loannides ?,4.0,2.0,1.0,1.0,14.0,http://dbpedia.org/resource/Panos_Ioannides,2.0,0.0,0.0,False,0.0,True,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3131,13131.0,List all the school of the rugby player whose one of the school is Michael House ?,4.0,2.0,1.0,1.0,16.0,http://dbpedia.org/resource/Michaelhouse,2.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3132,13132.0,Where did the spouse of pmare ii die ?,3.0,2.0,1.0,0.0,8.0,http://dbpedia.org/resource/Pōmare_II,0.0,0.0,0.0,False,0.0,True,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3150,13150.0,In which races did the horses of Mon Capitaine take part ?,4.0,2.0,1.0,1.0,11.0,http://dbpedia.org/resource/Mon_Capitaine,2.0,0.0,0.0,True,0.5,True,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3174,13174.0,Which movies did Mark Steven edit ?,3.0,1.0,1.0,1.0,6.0,http://dbpedia.org/resource/Mark_Stevens_(film_editor),2.0,0.0,0.0,False,0.0,True,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3201,13201.0,"In which teams did anyone who played as a defencemen, play previously ?",3.0,2.0,1.0,0.0,12.0,http://dbpedia.org/resource/Defenceman,1.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3246,13246.0,Who starred in Awakening and fifety five days at peknig ?,4.0,2.0,2.0,0.0,10.0,"http://dbpedia.org/resource/The_Awakening_(1980_film),http://dbpedia.org/resource/55_Days_at_Peking",0.0,0.5,0.0,False,0.0,False,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
