QuestionID,Question,Dharmen QB,SINA
11598,Is camel  of the chordate phylum ?,0,0
11599,Which company had built the rockets launched at the Cape Canaveral Air Force Station Space Launch Complex 17 ?,1,0
11600,Who is the leader of Allgemeine SS ?,1,1
11601,How many important works have been done by Russel Davies ?,0,0
11602,From where does the river Upper Neretva start flowing ?,1,1
11603,Joe Shuster has created how many comics character ?,0,0
11604,In which part of the world can i find Xynisteri and Mavro ?,0,0
11605,What did Steven T Mason's father die from ?,1,0
11606,Collect and return a list of things in the area where Spanish language is used ?,0,0.004474272931
11607,What made jo garcia and merritt cabal both famous ?,0,0
11608,Is GIMP written in C ?,1,0
11609,Who is the founder of Pittsburgh ?,1,1
11610,How many different genres led to other genres where drums are important ?,0,0
11611,How many people have played for the NBA ?,0,0
11612,How many people played for Newell's Old Boys ?,0,0
11613,To which american football teams does the Heinz Field serve as home stadium ?,0,1
11614,Who wrote the US steel hour ?,1,1
11615,What is the occupation of the band members of The Shirelles ?,1,0.5
11616,Which tv series have a score composed by judy hard angelo ?,1,0
11617,Count the total number of cast member of the television shows whose actress is Joey McIntyre ?,0,0
11618,How many awards have the french people received ?,1,0
11619,"Where is the VP buried, which was served by Frederick Cooke ?",1,0
11620,does the US navy have the structure of command of us department of defence ?,0,0
11621,Through which label has Katy B released her singles ?,1,0
11622,What is the route end of Birmingham and Oxford Junction Railway ?,1,1
11623,What is the municipality of Homestead Grays Bridge ?,1,1
11624,In how many nations does Rhaetian Railways own train stations ?,0,0
11625,Who had headed the governmental agencies whose admin HQ was in Niederkirchnerstrasse ?,1,0
11626,Which region of Bannock is the origin od Spaghetti squash ?,0,0
11627,Name the commander of Battle of the Thames ?,1,1
11628,Count the number of  sport played by the school which also plays Association football ?,0,0
11629,Give me the total number of Guests of the television episodes whose one of the  Guests is Michael Cristofer ?,0,0
11630,Were the 1995 south pacific games hosted in tahiti ?,0,0
11631,Give me an estimate number of races where horses grandsired by the Wild Risk have raced in ?,0,0
11632,Count the number of books whose author's were born in Alcal de Henares ?,0,0
11633,What is the name of the person who has relations with Dionne Warwick and Gary Garland ?,1,0
11634,Which military battles are associated with Israel ?,1,1
11635,Which city has it's landmark as Cheasty Boulevard South ?,1,1
11636,Who are the architect of the stadium whose one of the architect is louis D. Astorino ?,0,0
11637,What are some short story kind of Books ?,0,1
11638,Which notable series of Russell T Davies is also the series of Short Trips: A day in the life ?,0,0
11639,"Mazhar Ul Haq High School, Beerwah is affiliated to Islamic Religion ?",0,0
11640,Give me all tv shows which are based in boston and massachusetts ?,1,0
11641,Count all the awards which were presented by something located in California. ?,0,0
11642,what are some players of England national football team ?,0,1
11643,What water bodies are nearest to Helsinki city ?,1,0
11644,Find the total number of  ingredient of the recepies whose ingredient is common Mushroom ?,0,0
11645,"What is the official language of Ladonia, which is the target area of Probus Journal ?",0,0
11646,How many teams have used the stadiums which have been rented by the Canadian Hockey team ?,1,0
11647,How many TV shows are similar to the ones belonging to fantasy genre ?,0,0
11648,Is facebook a public company ?,0,0
11649,What religions are followed by economists ?,1,0
11650,Is Rajya Sabha a house of parliament in India ?,0,0
11651,Was Gerald Gibbs the cinematographer of X the unknown ?,1,0
11652,List the trainers of Shinya Aoki ?,1,1
11653,How many software run on operating system is Microsoft Windows ?,0,0
11654,How many teams have rented stadiums in Canada ?,0,0
11655,How many games have a composer who worked for the Creatures ?,0,0
11656,How many awards have been given to the participants of the Lawrence Realization Stakes ?,1,0
11657,Total number of places where people drafted in the detroit pistons have died ?,0,0
11658,Where did Paul Jones do his highschool ?,0,1
11659,Bud Adams owns which american football team ?,1,1
11660,Give me all martial artists trained by Joe Schilling. ?,1,1
11661,Name the common institution of the Erica Frank and Douglass North ?,0,0
11662,What is the ethicity of Ted Falon ?,1,1
11663,Who are the astronauts associated with NASA ?,0,0
11664,What is the county seat of Moscow Governorate ?,1,1
11665,ARM Architecture acts as a game platform for how many things ?,0,0
11666,What all has been created by Jerry Siegel ?,0,1
11667,Is David Cameron the prime minister of Nick Clegg ?,1,0
11668,Cricket is played by which countries' citizens ?,1,0
11669,Does Saneh Lungkeaw play for the Thailand's national team ?,0,0
11670,Who all have been presenters on shows by the NBC ?,0,0
11671,What tv shows were born out of a collaboration of playtone and dreamworks ?,1,0
11672,Who all have written songs that were then recorded in the Criteria Studios ?,0,0
11673,What are all the religions that have been followed by the Sir Lankan attorneys ?,1,0
11674,What are the central characters in spy kids series ?,0,1
11675,Through how many labels has Katy B released her singles ?,0,0
11676,How many people have written for Gangan Comics ?,0,0
11677,Is William H Blanchard buried in Colorado ?,0,0
11678,Name the common institute of Robert hall and Erica Frank ?,0,0
11679,How many other important work has been done by the writers of Sarah Jane Adventures ?,1,0
11680,Is GIMP written in GTK+ ?,0,0
11681,Whose families are Buccinoidea and Buccinidae ?,1,0
11682,In how many places are the tombs of people who died in Connecticut Colony ?,0,0
11683,How many shows are aired on Comedy Central ?,0,0
11684,Where does the river flow into which begins in Lebrsnik ?,1,0
11685,What is the colour of Xocolatlite ?,1,1
11686,How many movies are directed by the spouse of Dolores del Ro ?,0,0
11687,Name the loocation of Lekh Castle which is also the location of SamurAbsheron channel ?,0,0
11688,what mountains are in sierra nevada ?,0,1
11689,Was True Grit a novel of the western genre ?,1,0
11690,Name the wine regions of Baco noir ?,1,1
11691,Name the president of Wyche Fowler ?,1,1
11692,Name the parts of the settlements which has New Braunfels as one of the parts ?,0,0
11693,How many party are there of the office holders whose one of the party is Janata Dal ?,0,0
11694,name the home stadium of FC Spartak Moscow season 2011-12 ?,1,1
11695,How many causes of death have been associated with American citizens ?,1,0
11696,Is Bluebird the grandsire of Miss Potential ?,1,0
11697,Is semnani one of the languages spoken in Iran ?,0,0
11698,Who made the singles on the famous album Aida ?,1,0
11699,Who is the associate of Thomas Bryan Martin ?,1,1
11700,What sport played in Polytechnic uni of San Juan has also made advocate nasiruddin famous ?,0,0
11701,List the academic discipline of the journals whose one of the discipline is neuro imaging ?,1,0
11702,Which countries were led by Pietro Parolin ?,1,1
11703,was the first national bank and trust building architectured by Chicago ?,0,0
11704,"Where does the road starting from Madison, Wisconsin end ?",0,0
11705,What are the movies written by Nick Castle ?,1,1
11706,How many bands began in Birmingham ?,0,0
11707,How many athletic associations are there in all of the private universities ?,0,0
11708,Name the Chris Marve's school ?,1,1
11709,"In how many areas do the networks broadcast, which also broadcasts in North Carolina ?",0,0
11710,Name the movie whose director of photography is Gregg Toland and Bernard Herrmann was the music composer ?,1,0
11711,What are the awrds won by Laemmle Theatres ?,1,1
11712,"People of which religion have been the members of parliament, and are from the Kalutara Electoral district ?",1,0
11713,Give me a count of movies distributed by Warner Bros ?,0,0
11714,From how many different cities have people gone to the Illinois Fighting Illini men's basketball ?,0,0
11715,Did nokia 215 has the series 30+ OS ?,0,0
11716,Sampson Cudjoe plays for the Ghana national team ?,0,0
11717,How many owners owned the clubs participating in the Premier leagues of '14 ?,1,0
11718,Which writer of A literary Nightmare also extended the work of The Apple tree ?,0,0
11719,"How many licensee are there, of the radio stations whose area is Nashville, Tennessee ?",0,0
11720,How many people are in the band with Juelz Santana ?,0,0
11721,In which country is the Duong river ?,1,1
11722,Was Elton John a chairman of a Watford FC Season ?,1,0
11723,List the common official language of the ladonia and Empire of Atlantium ?,0,0
11724,Does the stylistic origins of Plena lie in the Caribbean ?,0,0
11725,"Whose album is Haiti, I am sorry ?",1,1
11726,"In which other places are there companies which are in Ontario, too ?",0,0
11727,Where did the music genre of Harry and the Potters originate ?,1,0.7777777778
11728,Who directed The Haunted House ?,1,1
11729,For how many movies are there whose musicians home town is in Volos ?,0,0
11730,What is the religion of the member of parliament who is a relative of Sarathchandra Rajakaruna ?,1,0
11731,what awards have been given to A. Peter Dewey ?,1,1
11732,From how many different places did the weapons used in the American Indian wars originate ?,0,0
11733,"From where does the river start, which flows into the Conowingo dam ?",1,0
11734,What is the total number of politicians whose predecessor's deputy is Jenny Macklin ?,0,0
11735,Count all the shows whose music composers are in Oysterhead. ?,0,0
11736,In which timezone does Khok Kwang lie ?,1,1
11737,How many bands have members currently playing the Fender Stratocaster ?,0,0
11738,Which country has leaders  Karu Jayasuriya and Ranil Wickremesinghe ?,1,0
11739,List the software which uses Microsoft Windows as their operating system ?,1,1
11740,How many religions have the relatives of waxiangs followed ?,1,0
11741,What kind of games does Blizzard games develop ?,1,0
11742,Which expertise of the Menetries's warbler is the  nationality of the Jeyhun Abiyev ?,0,0
11743,In how many places can I find wine made of Vitis vinifera grapes ?,0,0
11744,List all the bands which have members of the band Guy in them ?,1,0.625
11745,Name a fictional character whose relative is Uncle Henry and species is Human ?,1,0
11746,What is the draft team of Dale Mitchell (ice hockey) ?,1,1
11747,Was the skeleton dance animated by Walt Disney ?,1,0
11748,To which educational institutions did Lesli Sanchez go for her studies ?,1,1
11749,Who was the coach of 1972 Oakland Raiders season ?,1,1
11750,How many developers make softwares for Unix like operating systems ?,0,0
11751,What is the religion of the ones in the Kampuchean Union of Salvation ?,1,0
11752,"List the employments of people who died in Tampa, Florida. ?",0,0
11753,List the destination of Novair International Airways ?,1,1
11754,How many states are in the Mediterranean Basketball Association ?,0,0
11755,Name the television show whose subsequent work is Frasier and opening theme is Where Everybody Knows Your Name ?,1,0
11756,Where is the football team located in which Josh Bell did his debut ?,1,0.25
11757,Who was engaged in wars of Fort Gadsden and Fort Barrancas ?,1,0
11758,What are some awards given to people who were born in sweden ?,0,0
11759,Is Hard Candy Fitness one of the divisions of Moscow ?,0,0
11760,Is WP 8.1 the OS on Lumia 830 ?,0,0
11761,Do the polet airlines fly to moscow ?,1,0
11762,Is Trevor Peacock the narrator of Fred Claus ?,0,0
11763,What all are written in the C programming language ?,0,1
11764,List the producer of the TV shows whose company is HBO. ?,1,0
11765,Is Andrew Lincoln the narrator of Million Dollar Traders ?,1,0
11766,List all the operators of the train who operates in Budapest ?,1,0
11767,Is Eddie Bravo the trainer of Alan Jouban ?,1,0
11768,What are some common ingredients used in Swedish dishes ?,1,0
11769,"Where did the genres originate, which were in the Harry and the Potters album ?",0,0
11770,Whose former teams are Indianapolis Colts and Carolina Panthers ?,1,0
11771,Name the river with mouth palce Essex and source place as Gloucestershire ?,1,0
11772,Was Castillo discovered by Galileo ?,0,0
11773,What are the common sports played by jamiatu Muslim mindanao and Polytechnic University of Philippines Taguig ?,0,0
11774,Among the countries using Aureus as currency which had Nicomedia as an important place ?,1,0
11775,Who are the trainersof Candice Michelle ?,1,1
11776,Does StandBy records distribute via Sony ?,1,0
11777,Name the music artist which collaborated with the spouse of Jessi Colter ?,0,0
11778,Who is the prime minister of the successor of Kingsley Wood ?,0,0
11779,which band was Roger waters in ?,0,1
11780,Is Seattle the Ship builder of USS Marmora (IX-189) ?,0,0
11781,Was Beth Tweddle primarily coached by Amanda Reddin ?,0,0
11782,What is the Band whose band member is Mark Middleton ?,0,1
11783,Was the cover of The adventures of Tom Sawyer designed by Mark Twain ?,1,0
11784,Which president of William Eustus also married to Dolley Madison ?,0,0
11785,Is Charles Drummond Ellis a doctoral student of James Chadwick ?,1,0
11786,How many kings and queens have died in the Arabian Peninsula ?,0,0
11787,What team did Joe Porter and Eddie Anderson play for ?,0,0
11788,Producers of what have died in Mississippi ?,0,0
11789,How many universities are there whose country's capital is Oslo ?,0,0
11790,Current players of Colorado Avalanche have previously played for how many different teams ?,0,0
11791,Was 2658 Gingerich invented in Harvard ?,1,0
11792,How many other people are in a band with Robert de Niro ?,0,0
11793,Is Philosophy the academic discipline of Think (journal) ?,1,0
11794,What is the highschool of the american football player who joined the Robert Morris Colonials program ?,0,0
11795,Who is associated  with the musical artists from Africa '70 (band) and Tony Allen ?,1,0
11796,How many religions are followed by the group whose architectural style can be seen on Sanggar Agung ?,0,0
11797,Name the other wine region of the grapes whose one of the wine region is Michigan ?,1,0
11798,Which shows' opening themes was used to make If We Were a Movie ?,0,0
11799,Does GeneWeb have the GPL license ?,0,0
11800,Josef Bhler belongs to which political party ?,1,1
11801,What are the beverages whose origin is England ?,0,0
11802,List down the opponents of Frank Stilwell ?,1,1
11803,How many subjects are covered in the publications of Doubleday ?,0,0
11804,Is Olyokma River the right tributary of Lena River ?,1,0
11805,What is the debut team of the football player whose college is UCLA Bruins football ?,1,0
11806,What is the capital of the region which maintains the South Park Bridge ?,0,0
11807,Who has military branches are Colonial troops and Continental Army ?,1,0
11808,In how many places has Don R. Berlin worked ?,0,0
11809,Was Heinrich Himmler ever a commanders of Army Group Oberrhein ?,0,0
11810,Name the cause of death of Martino Martini ?,1,1
11811,What is the total number of fictional characters whose created by  Greg Daniels and series is The Office (U.S. TV series) ?,0,0
11812,"Fairfield, Connecticut is hometown to which persons ?",0,0
11813,Which administrative region leader is Sukhumbhand Paribatra and was founded by  Rama I ?,1,0
11814,Is Luigi Brugnaro the mayor of Venice ?,0,0
11815,Where did Allama Matthews study ?,1,1
11816,Politicians born in Bangalore are now in which parties ?,0,0
11817,What is the nationality of the chancellor who was served by Michael Mayr ?,0,0
11818,Is joel quenneville the main coach of Chicago Blackhawks ?,0,0
11819,Quebec born ice hockey players have stopped playing for which teams ?,1,0
11820,How many genres gave birth to other genres which emphasize Bass Guitars ?,0,0
11821,Who developed the software for the operating system of Macintosh Quadra 660AV ?,0,0
11822,Who is the writer with notable works like Adventures of Huckleberry Finn and The Adventures of Tom Sawyer ?,1,0
11823,How many politicians are there from the city of Ganges ?,1,0
11824,What genre's softwares are released with a GNU GPL license ?,0,0
11825,How many shows are made by Playtone ?,0,0
11826,Name the monarch of L Buwei ?,1,1
11827,"Who were the commanders during the events which took place in Sandusky County, Ohio ?",0,0
11828,"What are the movies whose editor died in Westwood, Los Angeles ?",0,0
11829,In how many places can I find people who were the architects of the Dundas Castle ?,0,0
11830,Count the movies in Swedish language ?,0,0
11831,Name the artist of Brad Paisley discography ?,0,1
11832,"From how many works is the musical derived, whose lyrics are written by Sheldon Harnick ?",0,0
11833,List all discipline of the journals whose one of the discipline is Cerebral blood flow ?,1,0
11834,How many politicians live in India ?,0,0
11835,Matthew kane and Park rankin are citizens of which country ?,0,0
11836,In how many places can I find people whose alma mater was in bachelor of arts ?,0,0
11837,Whose associate is Publius Servilius Vatia Isauricus and has predecessor as Lucius Cornelius Lentulus Crus ?,1,0
11838,Who is the producer of the device which is the operating system of Now TV ?,1,0.5294117647
11839,Who wrote a rose for emily ?,1,1
11840,How many games are played at universities affiliated with the Association of Southeast Asian Institutions of Higher Learning ?,0,0
11841,Was the Lotuspool Records distributed by Napster ?,1,0
11842,Count the tenants of the stadiums designed by Populous ?,0,0
11843,Which sports exist in the universities whose president is Emanuel de Guzman ?,1,0
11844,Count the different number of academic areas covered by publications of SAGE ?,1,0
11845,What faiths are followed by the relatives of Meadow Soprano ?,1,0
11846,Do the White Plains Road lie in the Bronx county ?,0,0
11847,"Is US Navy garrisoned at Arlington County, Virginia ?",0,0
11848,Who was the voice actor of allen walker also gave voice to kimihiro watanuki ?,0,0
11849,What is the country of origin of the president of Skai group ?,1,0
11850,What is the launch site of Aquarius (rocket) ?,1,0
11851,List the magazines published by Playbow Enterprises ?,1,1
11852,"Is the song Killing is Out, School is in belong in the The Next Step ?",0,0
11853,Which appliance's CPU is Cell (microprocessor) and predecessor is PlayStation 2 ?,1,0
11854,Was Blade Runner cinematographed by JordanCronenweth ?,1,0
11855,Count the number of software which runs on Microsoft Windows and mac OS ?,0,0
11856,What has Carl Sagan written his books about ?,0,0
11857,How many characters are there in The Office ?,0,0
11858,What are the awards won by the film editor of World of Tomorrow ?,1,0.4
11859,Giuseppe Bertello and Pietro Parolin are leaders of which place ?,1,0
11860,How did the child of Stevens T. Mason die ?,1,0
11861,What is the faith of Kwai Chang Caine ?,1,1
11862,"How many things are located in Ridgewood, New Jersey ?",0,0
11863,Which magazines were founded by ann Wenner ?,1,1
11864,Is the Vadodara railway junction onwed by Indian Railway Ministry ?,1,0
11865,Name the common managing club of the Ivan Toplak and Bret Simon ?,0,0
11866,What are the movies whose editor is Robert Wise ?,1,1
11867,Name the river on Batoka Gorge Hydroelectric Power Station ?,1,1
11868,Did Johann Gottfried Galle invent Neptune ?,0,0
11869,Where is the T.I. Ahmadiyya Girls Senior High School ?,0,0
11870,How many information appliance are manufactured by companies located in Taiwan ?,0,0
11871,Which office holder's  military branch is Continental Army and vice president is John Adams ?,1,0
11872,Into what military organizations is the United States Department of Defense divided ?,0,1
11873,Who have been the manager of national team of Spain ?,0,0
11874,Name all sitcoms whose theme music is made by Miley Cyrus ?,0,0
11875,Does the Toyota Verossa have the front engine design platform ?,1,0
11876,Which companies have Kumho Asiana Group as their parent company ?,0,1
11877,Was Neil Armstrong on the Gemini 8 mission ?,0,0
11878,What product is made by Sony and Foxconn togather ?,1,0
11879,What is the country whose leader was once Valentina Matviyenko ?,0,1
11880,Is Julia Gillard the prime minister of Kate Lundy ?,1,0
11881,How many people have fought wars where Arthur St. Clair was a commander ?,1,0
11882,Name the mammals which are primate and belongs to family of ape ?,1,0
11883,How many guests have been there on broadway ?,0,0
11884,What is the county seat of the county which has an Evergreen High School ?,0,0
11885,What countries used Solidus as currency ?,1,1
11886,In which areas can I find wine made of Vitis vinifera grapes ?,1,0
11887,In how many different teams have all those who have played as a defenceman been ?,0,0
11888,List  bacterias whose orde is Bacillales and division is Firmicutes ?,1,0
11889,Which ceremonial County of the East Tilbury is also the local authority of the Buckhurst Hill County High School ?,0,0
11890,How many companies have developed cross platformed softwares ?,0,0
11891,How many cars are the predecessor of cars similar to the Pontiac G8 ?,0,0
11892,Was Class Conflict an interest of Karl Marx ?,1,0
11893,What are some famous artists who rocked a Les Paul ?,0,1
11894,How many different organizations own the railway lines which are a part of Norfolk Southern Railway ?,0,0
11895,List the parts of Greater San Antonio ?,1,1
11896,Who composed the episode after which came Butter's Very own Episode ?,1,0
11897,List down all the baseball teams whose team manager was a Catcher ?,0,0
11898,Was the body of Elsie Paroubek discovered in Chicago ?,1,0
11899,Did Dean Wurzberger manage a club at the santa clara university ?,0,0
11900,How many people have worked for teams chaired by Patricia Amorim ?,0,0
11901,Is the hyundai elantra related to hyundai lavita ?,1,0
11902,Which team did Michael and Ryan Powell play for ?,0,0
11903,How many different people have been in any political seat in places which are under the Indian Standard timezone ?,0,0
11904,Who manufactured the Delta III and the Space Shuttle ?,0,0
11905,Give me the total number of lines owned by owner of Mwtro-Noth Railroad ?,0,0
11906,Count the different genres of music made by Argentinian bands ?,0,0
11907,"For how many PMs did the politician work, whose successor was Kingsley Wood ?",0,0
11908,Laozi authored which book ?,0,1
11909,How many head of agencies were there in Nazi Germany ?,0,0
11910,What are the largest cities in each of the destinations of TranStar Airlines ?,1,0.4545454545
11911,Was Love Hurts in Short Cut Draw Blood ?,0,0
11912,How many things belong to phylum of Chordate ?,0,0
11913,Which Tv series led to Frasier ?,1,1
11914,Count the number of people became famous for when Andrew Jackson was a commander ?,0,0
11915,Count the writers whose work has been played in NY ?,0,0
11916,Was A Jitney Elopement edited by Charlie Chaplin ?,1,0
11917,Which rivers flow into the lower manhatten ?,0,1
11918,Give me the home town of all musical artists who uses Guitar as instrument ?,1,0
11919,Does Walson Augustin play as a midfielder ?,0,0
11920,What are the airline hubs of Cascade Airways ?,1,1
11921,What is the location city of Burnside Distribution Corporation ?,1,1
11922,How many movies have their music signed up with Sony Music Entertainment. ?,0,0
11923,Was Marshall Arisman the cover artist in american psycho ?,0,0
11924,What is the publisher of Lucifer's Hammer ?,1,1
11925,"The Information: A History, a Theory, a Flood is a work of Isaac Newton ?",1,0
11926,was james watt a mechanical engineer ?,0,0
11927,Who is known for are Battle of the Thames and War of 1812 ?,1,0
11928,How many groups speak the English Language ?,0,0
11929,How many owners are there of lines starting at the South Station ?,1,0
11930,Where is the mouth of the river whose tributary is Bjelimi��ka  Rijeka ?,1,0
11931,How many prime ministers did the predecessor of Duncan Sandys  serve ?,0,0
11932,Which river flows through Central Washington ?,0,1
11933,Who is the scientist whose academic advisor is Franz Brentano ?,1,1
11934,Is Henry David Thoreau interested in Politics ?,0,0
11935,Tandem Computers is the subsidiary of which company ?,0,1
11936,Which settelment area is the home town of the Danny Felice and Cline Buckens ?,0,0
11937,What is the home town of the Band which is the previous work of Sammy Hagar & Friends ?,0,0
11938,VP-8 and VP-10 shares which command structure ?,0,0
11939,Is Ethics the main interests of Henry David Thoreau ?,0,0
11940,Name the other party of Chandra Shekhar ?,1,1
11941,How many people are buried in Arlington National Cemetery ?,0,0
11942,Does Fa'a' International Airport serve tahiti too ?,0,0
11943,What was created by Larry David and Jerry Seinfeld ?,1,0
11944,Which license of the Microsoft Office Picture Manager is also the  product of the Apple Productivity Experience Group ?,0,0
11945,"For everyone who died in paris, count their different fields of work. ?",0,0
11946,Is the Caterpullar 797F assembled in North America ?,0,0
11947,Michael Deeley produce how many movies ?,0,0
11948,Was tupac a member of Outlawz ?,0,0
11949,Does Dan River flow into the Jordan Valley ?,1,0
11950,Does Beth Tweddle play for the City of Liverpool gymnast club ?,0,0
11951,Music of how many things has been given by Akira Ifukube ?,0,0
11952,Was Krzystof Wielicki the first person that ascended the mt everest ?,1,0
11953,List the sports played in private universities. ?,1,0.552
11954,Pointe d'Aveneyre belongs to which mountain range ?,1,1
11955,Who is the office holder whose resting place is Monticello ?,1,1
11956,Who are the associated musical artist of Carolyn Dennis ?,1,1
11957,Is north caucasian emirate have an islamic government ?,1,0
11958,What is the game whose genre is Mind sport ?,1,1
11959,How many awards have graduates from the University of Queensland earned ?,0,0
11960,How many other architect are there of the historic places whose architect is also Stanford White ?,0,0
11961,In how many states can one find Burr Tuss kind of bridges ?,0,0
11962,What cities are around the valley bordering Lake Mead ?,1,0
11963,"Through which important cities the does the river originating from the Duwamish, flow ?",1,0
11964,What is the origin of Xynisteri ?,1,1
11965,Who gave the musical score  of 9 to 5 (musical) ?,1,1
11966,Give me the number of home stadiums of teams managed by John Spencer. ?,0,0
11967,How many people have parterned with the person choroegraphed by Catarina Lindgren in the past ?,0,0
11968,Who is the monarch of Bertalan Szemere ?,1,1
11969,In which city was the film star of Singhasan Battisi born ?,0,0
11970,Was Zachary Taylor a commander of the sixth infantry regiment of US ?,1,0
11971,Who all were venerated in Islam ?,0,0
11972,Name some software as a service ?,1,1
11973,Which office holder's predecessor is  Lucius Cornelius and his associate is Marcus Calpurnius Bibulus ?,1,0
11974,"For how many teams have the league players of Czech Extraliga, previously played ?",0,0
11975,What did other artists associated with the Shirelles make ?,1,0
11976,Which parent company of the Cornell University Press is also the alma mater of the Mario Garca Menocal ?,0,0
11977,Count the band members of Skull Gang ?,0,0
11978,Name the nearest city to David W. Brown House ?,1,1
11979,What is the political party to which Purnima Banerjee is a member of ?,1,1
11980,Who was the president during the time the opponent of John Hospers was in the office ?,1,0
11981,List all the awards won by the artist who has won SIGGRAPH ?,1,0
11982,What are the important buildings of the architect whose one of the significant building is Krasnye Vorota ?,1,0
11983,In how many regions is the Baco Noir made ?,0,0
11984,Which movies have their music composed by someone that signed up with RCA Records ?,0,0
11985,How many movies have been directed by Orson Welles ?,0,0
11986,Where is the stadium of Philadelphia Rage ?,1,1
11987,What are the television shows whose network's successor is BBC Two ?,0,0
11988,What organisation regulates and controls the New Sanno Hotel ?,1,1
11989,Who designed the language integrated query ?,1,1
11990,List the associates of bands which have a label by Motown ?,0.03125,0
11991,Name the partners of the models whose one of the partner is Thom Evans ?,1,0
11992,Is Greg Weeks the band member of Beyond the Sixth Seal ?,1,0
11993,Who was the vice president under which elizabeth alexander served ?,1,1
11994,Is Robin Gibb the singer of Oh! Darling ?,1,0
11995,"In which state is Goose Lake Valle, which is also part of Lava River Cave ?",0,0
11996,Is Roger Federer the flagbearer of Switzerland at the 2004 Summer Olympics ?,0,0
11997,How many artists have collaborated with famous guitar players ?,0,0
11998,What is the broadcast area of CFRX ?,1,1
11999,Does the platte river originate in Colorado ?,1,0
12000,Is the Hyundai Lavita assembled in Kulim ?,1,0
12001,What sports team's arena is The Palace of Auburn Hills ?,0,1
12002,ITV employes how many people ?,0,0
12003,Whihc associate of THomas Bryan Martin is also the founder of Pittsburgh ?,0,0
12004,Is the national endowment of arts under the jurisdiction of federal government of US ?,0,0
12005,Was Kevin Rudd the PM of Julia Gillard ?,1,0
12006,Which country were the people from who became famous for the Ramon Mangsaysay Award ?,1,0
12007,What is the total number of professions in which someone who has suicided worked ?,0,0
12008,How many relatives are there of veterans of operation Barbarossa ?,0,0
12009,How many leagues have used the O.co Coliseum ?,1,0
12010,What kind of games are made by Interplay Entertainment ?,0,0
12011,What is the nationality of Sune Agerschou ?,1,1
12012,Where do cherry chevapravatdumrong and daisi pollard both live ?,0,0
12013,How many companies have manufactured the rockets launched from the Cape Canaveral Air Force Station ?,0,0
12014,What is the distributing label of StandBy Records ?,1,1
12015,How many bands are based in London ?,0,0
12016,To which educational institute does Cornell University Press belong to ?,1,1
12017,Is Robert Boyle a chemist ?,1,0
12018,What city was recorded in Live in detroit which is also the official residence of ken Holland ?,0,0
12019,Which famous physicist was academically advised by Benjamin Pulleyn ?,1,1
12020,What is the county seat of the district through which the Beckler River flows ?,0,0
12021,Is Sloth in the Chordate phylum ?,0,0
12022,Name some local authorities of schools which have a mixed gender education system ?,1,0
12023,Is Eddie Bravo the trainer of Shinya Aoki ?,0,0
12024,Name the TV shows related to Babylon 5: The Lost Tales and is aired on Prime TIme Entertainment Networks ?,1,0
12025,What are some products manufactured by Sony ?,0,1
12026,Does Chicago own the Monroe Station ?,0,0
12027,What have some famous Christians died of ?,1,0
12028,Does KOMC play Gospel Music ?,1,0
12029,Name the children of the person who is the star of The Weathered Underground ?,0,0
12030,Count the number of other services of the companies which provides the Microsoft Azure as service ?,0,0
12031,AH141 highway is a part of which country ?,1,1
12032,In how many different places do Starwood hotels and resorts worldwide operate ?,0,0
12033,Count the number of artist whose pone of the field is writing ?,0,0
12034,What are some people born in NY known for ?,1,0.04
12035,How many players are in the San Francisco Giants ?,0,0
12036,Mac OS is the operating system of how many things ?,0,0
12037,Name the TV shows whose developer is J. Michael Straczynski and executive producer is Douglas Netter ?,1,0
12038,Name the first driver of 1999 San Marino Grand Prix ?,1,1
12039,How many parties have come in power in elections where Y. S. Rajasekhara Reddy won ?,1,0
12040,What is the home town of the musician of Jack your Body ?,1,0.3333333333
12041,What do typically NGOs work for ?,0,0
12042,How many awards have been given to the ones who died of lung cancer ?,0,0
12043,How many countries surround the sea into which the Upper Neratva flow ?,0,0
12044,Is the Journal of Cerebral Blood Flow and Metabolism about Brains ?,1,0
12045,Count the birthplaces of recepients of the National Museum of Racing and Hall of Fame. ?,0,0
12046,What are some characters of series produced by Ricky Grevais ?,0,0
12047,What are the television shows whose company is Playtone ?,1,0.5333333333
12048,Which mainter of Pandaruan Bridge is also the land of Malaysia junior Hockey league ?,0,0
12049,In which broadcast area does the sister station of KFFG air ?,1,0
12050,In which companies boards do the writers of Wikitionary belong ?,1,0
12051,"Name the local authority of Trinity School, Brentwood ?",0,0
12052,What is the label of Double Diamond (album) ?,0,1
12053,Count the number of cities around the American Mediterranean Sea ?,0,0
12054,"What are some employees of Uni of California, santa cruz ?",0,0
12055,"Over how many cities did the Bellaton MMA, Season 11 take place ?",0,0
12056,Is Baker's Dozen Donuts in the coffee industry ?,1,0
12057,Who are the writer of the singles whose music genre is Rhythm and blues ?,1,0
12058,Which range of mountains are there in canton of Fribourg ?,1,0.06060606061
12059,Count the number of ingredient of the foods which have one of the ingredient is Pork ?,0,0
12060,In how many different highschools have people schooled in Penn State Nittany Lions football studied ?,0,0
12061,What are some products of the the company whose subsidiary is Sony Corp shareholders and subsidies ?,0,0
12062,What is the show which opens with Gary Portnoy and Where Everybody Knows Your Name ?,1,0
12063,For how many different teams have the players debuted in Houston Astros played ?,0,0
12064,What is the profession of Claiborne Pell ?,1,1
