QuestionID,Question,TripleSize,RelationTotal,ResourceTotal,ClassTotal,QuestionLength,Resources,Words Count in Entity1,Special Character1,Explicit/Implicit E1,Capital/Small Letters E1,aylienNERagdistis,tagmeNEDlogs,DBpediaNERAgdistis3252,ambiverseNEDlogs,meaningcloudAgdistis,qanary_logs_DBpediaSpotlightNED,meaningCloudNEDnew,textrazorAgdistis,dandiNERAgdistisFINAL,dandilionNEDlogs,OntotextNEDlogs,babelfyAgdistis3000,ambiverseAgdistis,tagmeAgdistis,EntityClassifier_NER_Agdistis,newBabelfyNEDlogs,stanfordAgdistis,ontotextAgdistis,AmbiverseNED 2.0,AmbiverseStanford 2.0
11724,Does the stylistic origins of Plena lie in the Caribbean ?,3,0,2,0,10,"http://dbpedia.org/resource/Plena,http://dbpedia.org/resource/Caribbean",1,FALSE,TRUE,TRUE,0.6666666667,,0.6666666667,,,1,,0.6666666667,0.6666666667,1,1,0.5,,,0.6666666667,0.5,0.6666666667,0.6666666667,1,
11725,"Whose album is Haiti, I am sorry ?",2,1,1,0,7,http://dbpedia.org/resource/Haiti_I_Am_Sorry,4,FALSE,FALSE,FALSE,0,1,0,,0,0,0,0,,1,0,,,,0,,0,0,1,0
11726,"In which other places are there companies which are in Ontario, too ?",3,1,1,0,12,http://dbpedia.org/resource/Ontario,1,FALSE,TRUE,TRUE,1,1,1,,0,1,0.6666666667,1,1,0,1,,,,1,0,1,1,1,0
11727,Where did the music genre of Harry and the Potters originate ?,3,2,1,0,11,http://dbpedia.org/resource/Harry_and_the_Potters_(album),4,FALSE,FALSE,FALSE,,0,0,,0,0,,0,0,0,0,,,0,0,0,0,,1,0
11728,Who directed The Haunted House ?,2,1,1,0,5,http://dbpedia.org/resource/The_Haunted_House_(1929_film),3,FALSE,FALSE,TRUE,0,,0,,0,0,,0,0,0,,0,,,0,0,,0,,
11729,For how many movies are there whose musicians home town is in Volos ?,4,1,1,1,13,http://dbpedia.org/resource/Volos,1,FALSE,TRUE,TRUE,1,1,1,1,0,1,,1,1,1,,1,0,1,1,0.5,1,1,1,0
11730,What is the religion of the member of parliament who is a relative of Sarathchandra Rajakaruna ?,4,2,1,1,16,http://dbpedia.org/resource/Sarathchandra_Rajakaruna,2,FALSE,TRUE,TRUE,,0.6666666667,,,1,,,0.6666666667,0.6666666667,0.6666666667,0.5,1,,1,1,0.6666666667,1,0.6666666667,1,1
11731,what awards have been given to A. Peter Dewey ?,2,1,1,0,9,http://dbpedia.org/resource/A._Peter_Dewey,3,TRUE,TRUE,TRUE,1,0.6666666667,,,,,,1,1,1,0.6666666667,,,1,,0.6666666667,1,1,1,1
11732,From how many different places did the weapons used in the American Indian wars originate ?,4,1,1,1,15,http://dbpedia.org/resource/American_Indian_Wars,3,FALSE,TRUE,FALSE,0,1,0,,,1,,0,0,0.6666666667,,,,0,0,0.5,0,0,,
11733,"From where does the river start, which flows into the Conowingo dam ?",4,2,1,1,12,http://dbpedia.org/resource/Conowingo_Dam,2,FALSE,TRUE,FALSE,1,1,1,,,1,,,1,1,0.6666666667,,,1,0,0.4,,1,,
11734,What is the total number of politicians whose predecessor's deputy is Jenny Macklin ?,4,0,1,1,13,http://dbpedia.org/resource/Jenny_Macklin,2,FALSE,TRUE,TRUE,1,1,1,,,1,,1,1,1,0.6666666667,,,1,0.5,0.6666666667,1,0.6666666667,1,
11735,Count all the shows whose music composers are in Oysterhead. ?,4,1,1,1,10,http://dbpedia.org/resource/Oysterhead,1,FALSE,TRUE,TRUE,1,1,1,,,1,,0.5,1,1,0,,,1,0.6666666667,0.6666666667,,0.6666666667,,
11736,In which timezone does Khok Kwang lie ?,2,1,1,0,7,http://dbpedia.org/resource/Khok_Kwang,2,FALSE,TRUE,TRUE,,1,,,,,,,,0,1,,,,,,,,,
11737,How many bands have members currently playing the Fender Stratocaster ?,4,0,1,1,10,http://dbpedia.org/resource/Fender_Stratocaster,2,FALSE,TRUE,TRUE,0,1,0,,1,1,,,0,0.5,0,,,0,,0.5,,,,
11738,Which country has leaders  Karu Jayasuriya and Ranil Wickremesinghe ?,5,2,2,1,9,"http://dbpedia.org/resource/Karu_Jayasuriya,http://dbpedia.org/resource/Ranil_Wickremesinghe",2,FALSE,TRUE,TRUE,0.5,1,0.5,,0.5,0.5,,0.5,0.5,0.8,0.5,,,0.5,0.5,0.4,0.5,,1,0.5
11739,List the software which uses Microsoft Windows as their operating system ?,3,1,1,1,11,http://dbpedia.org/resource/Microsoft_Windows,2,FALSE,TRUE,TRUE,0,0.6666666667,0,0,,0.6666666667,,,0,0.4,0.5,0,,0,0,0.6666666667,0,0,1,
11740,How many religions have the relatives of waxiangs followed ?,3,1,1,0,9,http://dbpedia.org/resource/Waxiang_people,2,FALSE,FALSE,FALSE,,,,,,,,,,0,0,0,,,,0,,,,
11741,What kind of games does Blizzard games develop ?,4,2,1,1,8,http://dbpedia.org/resource/Blizzard_Entertainment,2,FALSE,FALSE,FALSE,,,,,,,,0,0,1,0,1,,,0,0.6666666667,,,,
11742,Which expertise of the Menetries's warbler is the  nationality of the Jeyhun Abiyev ?,4,2,2,0,13,"http://dbpedia.org/resource/Menetries's_warbler,http://dbpedia.org/resource/Jeyhun_Abiyev",2,FALSE,TRUE,FALSE,,1,,0.6666666667,0.6666666667,,,0.5,0.6666666667,0.5,0.6666666667,,,0.6666666667,0.4,0.4,0.6666666667,,1,1
11743,In how many places can I find wine made of Vitis vinifera grapes ?,3,2,1,0,13,http://dbpedia.org/resource/Vitis_vinifera,2,FALSE,TRUE,FALSE,,1,,,,0.6666666667,,,,0.5,0.5,,,,0,0.6666666667,,,,
11744,List all the bands which have members of the band Guy in them ?,3,2,1,0,13,http://dbpedia.org/resource/Guy_(band),1,FALSE,FALSE,TRUE,,,,,0,,,1,,0,0,,,,,,,,,
11745,Name a fictional character whose relative is Uncle Henry and species is Human ?,5,2,2,1,13,"http://dbpedia.org/resource/Uncle_Henry_(Oz),http://dbpedia.org/resource/Human",2,FALSE,FALSE,TRUE,0,,0,,0,0,,0,0.4,0.4,0,0.4,,,0.3333333333,0.6666666667,0,0,1,
11746,What is the draft team of Dale Mitchell (ice hockey) ?,2,1,1,0,10,http://dbpedia.org/resource/Dale_Mitchell_(ice_hockey),2,FALSE,FALSE,TRUE,,0.6666666667,0,0,,0,,1,0.6666666667,0,0.6666666667,,0,1,1,,1,1,1,
11747,Was the skeleton dance animated by Walt Disney ?,3,1,2,0,8,"http://dbpedia.org/resource/The_Skeleton_Dance,http://dbpedia.org/resource/Walt_Disney",3,FALSE,TRUE,FALSE,0.6666666667,0.6666666667,0.6666666667,,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1,0.8,,,,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1,1
11748,To which educational institutions did Lesli Sanchez go for her studies ?,2,1,1,0,11,http://dbpedia.org/resource/Leslie_Sanchez,2,FALSE,FALSE,TRUE,,,,,,,,,,,1,,,,0,0,,0,,
11749,Who was the coach of 1972 Oakland Raiders season ?,2,1,1,0,9,http://dbpedia.org/resource/1972_Oakland_Raiders_season,4,FALSE,TRUE,FALSE,0,1,0,,0,0,0,0,0,0,1,,0,,0,0,0,0,1,1
11750,How many developers make softwares for Unix like operating systems ?,3,1,1,0,10,http://dbpedia.org/resource/Unix-like,2,FALSE,FALSE,FALSE,0,1,0,,0,0,0,,0,0.5,0,,,,,0,,0,,
11751,What is the religion of the ones in the Kampuchean Union of Salvation ?,3,2,1,0,13,http://dbpedia.org/resource/Kampuchean_United_Front_for_National_Salvation,4,FALSE,FALSE,FALSE,,0,,,,,,,0,0,0,,,0,0,0,,0,,
11752,"List the employments of people who died in Tampa, Florida. ?",3,2,1,0,10,"http://dbpedia.org/resource/Tampa,_Florida",2,FALSE,TRUE,TRUE,0.8,1,1,0,0,1,0.8,,1,0,0.8,,,1,0.6666666667,0.5714285714,0.8,1,1,0
11753,List the destination of Novair International Airways ?,2,1,1,0,7,http://dbpedia.org/resource/Novair_International_Airways,3,FALSE,TRUE,TRUE,,1,1,,1,1,,1,1,1,1,,,1,0,0.4,1,0.6666666667,1,1
11754,How many states are in the Mediterranean Basketball Association ?,3,1,1,1,9,http://dbpedia.org/resource/Mediterranean_Basketball_Association,3,FALSE,TRUE,TRUE,0,1,0,,1,0,,,1,1,,,,1,1,0.5,1,1,,
11755,Name the television show whose subsequent work is Frasier and opening theme is Where Everybody Knows Your Name ?,5,2,2,1,18,"http://dbpedia.org/resource/Frasier,http://dbpedia.org/resource/Where_Everybody_Knows_Your_Name",1,FALSE,TRUE,TRUE,0,1,0,,,1,,0,0,0.6666666667,0.5,,,0,0,0.3333333333,,0,,
11756,Where is the football team located in which Josh Bell did his debut ?,3,2,1,0,13,http://dbpedia.org/resource/Josh_Bell_(gridiron_football),2,FALSE,FALSE,TRUE,,0,0,,,0,,0,0,0,0,,,0,0,0,0,0,1,
11757,Who was engaged in wars of Fort Gadsden and Fort Barrancas ?,4,2,2,0,11,"http://dbpedia.org/resource/Fort_Gadsden,http://dbpedia.org/resource/Fort_Barrancas",2,FALSE,TRUE,TRUE,1,1,1,0,,1,,1,1,0.8,0.8,0,,1,1,0,1,1,1,
11758,What are some awards given to people who were born in sweden ?,4,1,1,1,12,http://dbpedia.org/resource/Sweden,1,FALSE,TRUE,FALSE,,1,,,,1,1,,,1,0,,,,,1,,,,
11759,Is Hard Candy Fitness one of the divisions of Moscow ?,3,0,2,0,10,"http://dbpedia.org/resource/Hard_Candy_Fitness,http://dbpedia.org/resource/Moscow",3,FALSE,TRUE,TRUE,0.5,0.6666666667,0.5,0.6666666667,0.5,0.5,0.6666666667,1,1,1,1,,0,0.6666666667,0.3333333333,0.3333333333,0.6666666667,1,1,0
11760,Is WP 8.1 the OS on Lumia 830 ?,3,0,2,0,8,"http://dbpedia.org/resource/Nokia_Lumia_830,http://dbpedia.org/resource/Windows_Phone_8.1",3,FALSE,FALSE,FALSE,0,0.6666666667,0,0,0,0,,,0,0.4,0.6666666667,,0,0,0,,0,0,1,0
11761,Do the polet airlines fly to moscow ?,3,1,2,0,7,"http://dbpedia.org/resource/Polet_Airlines,http://dbpedia.org/resource/Moscow",2,FALSE,TRUE,FALSE,,0.6666666667,,,,1,0.6666666667,,,1,0.6666666667,,,,,0.4,,,1,
11762,Is Trevor Peacock the narrator of Fred Claus ?,3,0,2,0,8,"http://dbpedia.org/resource/Fred_Claus,http://dbpedia.org/resource/Trevor_Peacock",2,FALSE,TRUE,TRUE,0.6666666667,1,0.6666666667,,0,1,,0.6666666667,0.6666666667,1,1,,,0.6666666667,0.6666666667,0.8,0.6666666667,0.6666666667,1,0
11763,What all are written in the C programming language ?,2,0,1,0,9,http://dbpedia.org/resource/C_(programming_language),0,FALSE,FALSE,TRUE,0,0,0,,,1,,0,0,0,0,,,0,0,0,,0,,
11764,List the producer of the TV shows whose company is HBO. ?,4,2,1,1,11,http://dbpedia.org/resource/HBO,1,FALSE,TRUE,TRUE,1,1,1,1,0,1,1,1,0.5,0.5,0.6666666667,0.5,0,1,0.4,0.5,1,0.5,1,0
11765,Is Andrew Lincoln the narrator of Million Dollar Traders ?,3,1,2,0,9,"http://dbpedia.org/resource/Million_Dollar_Traders,http://dbpedia.org/resource/Andrew_Lincoln",3,FALSE,TRUE,TRUE,0.6666666667,1,0.6666666667,0,0,1,,0.6666666667,0.6666666667,1,1,,,0.6666666667,0.4,0.4,0.5,0.6666666667,1,0
11766,List all the operators of the train who operates in Budapest ?,4,2,1,1,11,http://dbpedia.org/resource/Budapest,1,FALSE,TRUE,TRUE,1,1,1,1,,1,1,1,1,1,0.6666666667,1,,1,0.6666666667,0.6666666667,1,1,1,
11767,Is Eddie Bravo the trainer of Alan Jouban ?,3,1,2,0,8,"http://dbpedia.org/resource/Alan_Jouban,http://dbpedia.org/resource/Eddie_Bravo",2,FALSE,TRUE,TRUE,0.6666666667,1,0.6666666667,,0,0.6666666667,,0.6666666667,0.6666666667,1,1,,,0.6666666667,0.6666666667,,0.6666666667,0.6666666667,1,0
11768,What are some common ingredients used in Swedish dishes ?,3,2,1,0,9,http://dbpedia.org/resource/Sweden,1,FALSE,FALSE,TRUE,0,,0,,,1,,0,0,0,,,,,,,0,,,
11769,"Where did the genres originate, which were in the Harry and the Potters album ?",3,2,1,0,14,http://dbpedia.org/resource/Harry_and_the_Potters_(album),4,FALSE,FALSE,FALSE,,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,,
11770,Whose former teams are Indianapolis Colts and Carolina Panthers ?,4,2,2,0,9,"http://dbpedia.org/resource/Indianapolis_Colts,http://dbpedia.org/resource/Carolina_Panthers",2,FALSE,TRUE,TRUE,1,1,1,0,1,1,1,1,1,1,1,1,,1,0.8,0.8,1,1,1,1
11771,Name the river with mouth palce Essex and source place as Gloucestershire ?,5,2,2,1,12,"http://dbpedia.org/resource/Essex,http://dbpedia.org/resource/Gloucestershire",1,FALSE,TRUE,TRUE,1,0.6666666667,1,0,0,1,1,1,1,0.5714285714,0.5714285714,,0,0.6666666667,0.8,0,1,0.8,1,0
11772,Was Castillo discovered by Galileo ?,3,0,2,0,5,"http://dbpedia.org/resource/Callisto_(moon),http://dbpedia.org/resource/Galileo_Galilei",1,FALSE,FALSE,TRUE,0.6666666667,,0.6666666667,,,0.6666666667,,0.5,0.5,0.5,,0.6666666667,,,0.5,0.6666666667,0.5,0.5,1,
11773,What are the common sports played by jamiatu Muslim mindanao and Polytechnic University of Philippines Taguig ?,4,2,2,0,16,"http://dbpedia.org/resource/Jamiatu_Muslim_Mindanao,http://dbpedia.org/resource/Polytechnic_University_of_the_Philippines_Taguig",3,FALSE,TRUE,FALSE,0,1,,0,0,0.3333333333,0,,0.4,0.4,0.3333333333,,0,1,0,0.25,0,0.4,,
11774,Among the countries using Aureus as currency which had Nicomedia as an important place ?,5,2,2,1,14,"http://dbpedia.org/resource/Nicomedia,http://dbpedia.org/resource/Aureus",1,FALSE,TRUE,TRUE,0.6666666667,0.6666666667,0.6666666667,,,0.6666666667,,0.6666666667,1,0.8,0,0.6666666667,,0.6666666667,1,0.5,0.6666666667,0.6666666667,,
11775,Who are the trainersof Candice Michelle ?,2,1,1,0,6,http://dbpedia.org/resource/Candice_Michelle,2,FALSE,TRUE,TRUE,1,1,1,1,1,1,,1,1,1,,,0,1,1,0.6666666667,1,1,1,1
11776,Does StandBy records distribute via Sony ?,3,1,2,0,6,"http://dbpedia.org/resource/StandBy_Records,http://dbpedia.org/resource/Sony",2,FALSE,TRUE,FALSE,1,0.6666666667,1,0.6666666667,,1,,1,1,0.5,0.5,0.5,0,0.6666666667,0.5,0.5,0.6666666667,0.5,1,0
11777,Name the music artist which collaborated with the spouse of Jessi Colter ?,4,2,1,1,12,http://dbpedia.org/resource/Jessi_Colter,2,FALSE,TRUE,TRUE,1,1,1,,1,1,,1,1,1,0.6666666667,,,1,0.5,0.5,1,0.5,1,1
11778,Who is the prime minister of the successor of Kingsley Wood ?,3,1,1,0,11,http://dbpedia.org/resource/Kingsley_Wood,2,FALSE,TRUE,TRUE,1,1,1,,0,1,,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1,,1,0.6666666667,0.6666666667,1,0.6666666667,1,0
11779,which band was Roger waters in ?,2,1,1,0,6,http://dbpedia.org/resource/Roger_Waters,2,FALSE,TRUE,FALSE,1,1,1,0,0,1,,1,1,0.6666666667,1,1,0,1,,1,0,1,1,0
11780,Is Seattle the Ship builder of USS Marmora (IX-189) ?,3,0,2,0,9,"http://dbpedia.org/resource/USS_Marmora_(IX-189),http://dbpedia.org/resource/Seattle",2,FALSE,FALSE,TRUE,0.5,0,0.5,0.6666666667,0,0.4,0.4,,0.5,0.5,0.6666666667,0,,0,0.4,0,,0.4,1,
11781,Was Beth Tweddle primarily coached by Amanda Reddin ?,3,0,2,0,8,"http://dbpedia.org/resource/Beth_Tweddle,http://dbpedia.org/resource/Amanda_Reddin",2,FALSE,TRUE,TRUE,0.6666666667,1,1,,,1,,1,1,1,1,,,1,1,1,1,,1,
11782,What is the Band whose band member is Mark Middleton ?,2,1,1,0,10,http://dbpedia.org/resource/Mark_Middleton,2,FALSE,TRUE,TRUE,0,1,0,0,0,1,,0,0,1,0,,,,,,0,0,1,
11783,Was the cover of The adventures of Tom Sawyer designed by Mark Twain ?,3,1,2,0,13,"http://dbpedia.org/resource/The_Adventures_of_Tom_Sawyer,http://dbpedia.org/resource/Mark_Twain",5,FALSE,TRUE,FALSE,0.6666666667,1,0.6666666667,,,0.6666666667,0,1,1,1,1,,,1,0.5,0.5714285714,0.5,1,1,
11784,Which president of William Eustus also married to Dolley Madison ?,4,1,2,0,10,"http://dbpedia.org/resource/Dolley_Madison,http://dbpedia.org/resource/William_Eustis",2,FALSE,TRUE,TRUE,0.6666666667,0.6666666667,0.6666666667,,0.5,0.6666666667,,0.6666666667,0.6666666667,0.5,0.6666666667,,,0.6666666667,0.6666666667,0.5,0.6666666667,0.6666666667,1,0.6666666667
11785,Is Charles Drummond Ellis a doctoral student of James Chadwick ?,3,1,2,0,10,"http://dbpedia.org/resource/James_Chadwick,http://dbpedia.org/resource/Charles_Drummond_Ellis",2,FALSE,TRUE,TRUE,1,1,1,,0.6666666667,1,0.6666666667,1,1,0.8,0.6666666667,,0,1,1,0.6666666667,1,1,1,0.6666666667
11786,How many kings and queens have died in the Arabian Peninsula ?,2,1,1,0,11,http://dbpedia.org/resource/Arabian_Peninsula,2,FALSE,TRUE,TRUE,1,1,1,,1,1,1,1,1,1,0,,,1,1,0.6666666667,1,,1,1
11787,What team did Joe Porter and Eddie Anderson play for ?,4,2,2,0,10,"http://dbpedia.org/resource/Eddie_Anderson_(safety),http://dbpedia.org/resource/Joe_Porter_(American_football)",2,FALSE,FALSE,TRUE,0,0.5,0,0,0,0,,0,0,0,0,,,0,0,,0,,1,0
11788,Producers of what have died in Mississippi ?,3,2,1,0,7,http://dbpedia.org/resource/Mississippi,1,FALSE,TRUE,TRUE,1,,1,0,,1,1,1,1,0,0.6666666667,,,,0.6666666667,,1,0.6666666667,1,
11789,How many universities are there whose country's capital is Oslo ?,4,1,1,1,10,http://dbpedia.org/resource/Oslo,1,FALSE,TRUE,TRUE,1,1,1,1,,1,1,1,1,1,0.6666666667,0,0,,1,0,1,0.6666666667,1,
11790,Current players of Colorado Avalanche have previously played for how many different teams ?,4,2,1,1,13,http://dbpedia.org/resource/Colorado_Avalanche,2,FALSE,TRUE,TRUE,1,1,1,,,1,1,,1,1,0.6666666667,1,,1,1,1,0.6666666667,1,1,
11791,Was 2658 Gingerich invented in Harvard ?,3,1,2,0,6,"http://dbpedia.org/resource/2658_Gingerich,http://dbpedia.org/resource/Harvard_College",2,FALSE,TRUE,TRUE,0,0.6666666667,0,,,0.5,0,0,,0.6666666667,1,,,,0,0.6666666667,0,0,1,
11792,How many other people are in a band with Robert de Niro ?,4,1,1,1,12,http://dbpedia.org/resource/Robert_De_Niro,3,FALSE,TRUE,FALSE,1,1,1,0,,1,1,1,1,1,1,,,1,,0.5,1,1,1,
11793,Is Philosophy the academic discipline of Think (journal) ?,3,1,2,0,8,"http://dbpedia.org/resource/Think_(journal),http://dbpedia.org/resource/Philosophy",1,FALSE,FALSE,TRUE,,,,,,,,0.4,0.4,0.3333333333,0,0.6666666667,,,0.5,0.6666666667,,0.5,,
11794,What is the highschool of the american football player who joined the Robert Morris Colonials program ?,4,1,1,1,16,http://dbpedia.org/resource/Robert_Morris_Colonials_football,4,FALSE,FALSE,FALSE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,0,0,1,0
11795,Who is associated  with the musical artists from Africa '70 (band) and Tony Allen ?,5,2,2,1,14,"http://dbpedia.org/resource/Africa_'70_(band),http://dbpedia.org/resource/Tony_Allen_(musician)",2,FALSE,FALSE,TRUE,0,0.6666666667,0,0,0,0.5,0,0,0,0,,,,0,,0.25,0,0,1,0
11796,How many religions are followed by the group whose architectural style can be seen on Sanggar Agung ?,4,1,1,1,17,http://dbpedia.org/resource/Sanggar_Agung,2,FALSE,TRUE,TRUE,,1,,,1,,,1,1,1,0,,,1,0.5,0.5,1,0,1,1
11797,Name the other wine region of the grapes whose one of the wine region is Michigan ?,4,2,1,1,16,http://dbpedia.org/resource/Michigan,1,FALSE,TRUE,TRUE,1,,1,1,,0.6666666667,1,1,0.6666666667,0.5,0.4,,,,0.6666666667,0,1,1,1,
11798,Which shows' opening themes was used to make If We Were a Movie ?,4,2,1,1,13,http://dbpedia.org/resource/If_We_Were_a_Movie,5,FALSE,TRUE,FALSE,,1,,,,,,,,1,0,,,,0,0.5,,,,
11799,Does GeneWeb have the GPL license ?,3,0,2,0,6,"http://dbpedia.org/resource/GeneWeb,http://dbpedia.org/resource/GNU_General_Public_License",1,FALSE,TRUE,TRUE,0.6666666667,0.6666666667,0.6666666667,,,1,,0.6666666667,0.6666666667,1,1,,,,0.6666666667,0.8,0.6666666667,0.6666666667,1,0
11800,Josef Bhler belongs to which political party ?,2,1,1,0,7,http://dbpedia.org/resource/Josef_Bühler,2,FALSE,FALSE,TRUE,0,,0,0,,0,,,0,0,0,,0,,0,0,,0,,
11801,What are the beverages whose origin is England ?,2,1,1,0,8,http://dbpedia.org/resource/England,1,FALSE,TRUE,TRUE,1,,1,1,0,1,1,1,1,0,0.6666666667,,0,,1,,1,1,1,0
11802,List down the opponents of Frank Stilwell ?,2,1,1,0,7,http://dbpedia.org/resource/Frank_Stilwell,2,FALSE,TRUE,TRUE,1,1,1,,,1,,1,1,1,0,0.6666666667,,1,0.6666666667,0,1,1,1,
11803,How many subjects are covered in the publications of Doubleday ?,3,2,1,0,10,http://dbpedia.org/resource/Doubleday_(publisher),1,FALSE,FALSE,TRUE,0,,0,,,1,,0,0,0,,0,,,0,0.6666666667,,0,,
11804,Is Olyokma River the right tributary of Lena River ?,3,1,2,0,9,"http://dbpedia.org/resource/Lena_River,http://dbpedia.org/resource/Olyokma_River",2,FALSE,TRUE,TRUE,1,1,1,,0.6666666667,0.8,,1,1,0.8,0.8,,,1,1,0.8,1,0.8,1,0.6666666667
11805,What is the debut team of the football player whose college is UCLA Bruins football ?,4,2,1,1,15,http://dbpedia.org/resource/UCLA_Bruins_football,3,FALSE,TRUE,FALSE,1,0,1,,0,0.6666666667,0,,0.6666666667,0.5,0,0,,,0,0,0,0,1,0
11806,What is the capital of the region which maintains the South Park Bridge ?,4,2,1,1,13,http://dbpedia.org/resource/South_Park_Bridge,3,FALSE,TRUE,TRUE,,1,1,,,1,,,1,1,0,,,1,1,0.5,1,1,1,
11807,Who has military branches are Colonial troops and Continental Army ?,4,2,2,0,10,"http://dbpedia.org/resource/Colonial_troops,http://dbpedia.org/resource/Continental_Army",2,FALSE,TRUE,FALSE,0,0.6666666667,0,0,0,0.6666666667,0,0.4,0.5,1,0.6666666667,,,0,0.4,0.6666666667,0,0.5,1,0
11808,In how many places has Don R. Berlin worked ?,2,1,1,0,9,http://dbpedia.org/resource/Don_R._Berlin,3,TRUE,TRUE,TRUE,,1,0,0,,0,,1,1,1,1,0,,1,0,0,1,1,1,1
11809,Was Heinrich Himmler ever a commanders of Army Group Oberrhein ?,3,0,2,0,10,"http://dbpedia.org/resource/Army_Group_Oberrhein_(Germany),http://dbpedia.org/resource/Heinrich_Himmler",3,FALSE,FALSE,TRUE,1,1,1,,1,1,0.6666666667,,0.5,0.5,0.8,,,1,1,0.6666666667,1,,1,1
11810,Name the cause of death of Martino Martini ?,2,1,1,0,8,http://dbpedia.org/resource/Martino_Martini,2,FALSE,TRUE,TRUE,1,1,1,,1,1,,1,1,1,0.5,,,1,0.6666666667,0,1,0.5,1,1
11811,What is the total number of fictional characters whose created by  Greg Daniels and series is The Office (U.S. TV series) ?,4,2,2,0,21,"http://dbpedia.org/resource/Greg_Daniels,http://dbpedia.org/resource/The_Office_(U.S._TV_series)",2,FALSE,TRUE,TRUE,0.6666666667,0.6666666667,0.4,0,,0.8,0,,0.3333333333,0.3333333333,0.5,,0,0.6666666667,,0.2857142857,0.6666666667,0.5,1,
11812,"Fairfield, Connecticut is hometown to which persons ?",3,1,1,1,7,"http://dbpedia.org/resource/Fairfield,_Connecticut",2,FALSE,TRUE,TRUE,0.8,1,1,,,1,0.4,,1,0,1,,,1,0.8,0.6666666667,0.8,1,1,
11813,Which administrative region leader is Sukhumbhand Paribatra and was founded by  Rama I ?,5,2,2,1,13,"http://dbpedia.org/resource/Sukhumbhand_Paribatra,http://dbpedia.org/resource/Rama_I",2,FALSE,TRUE,TRUE,0.5,1,0.5,,,0.5,,0.5,0.5,1,0.6666666667,0.5,,0.5,0.5,0.5,0,0.6666666667,1,0
11814,Is Luigi Brugnaro the mayor of Venice ?,3,0,2,0,7,"http://dbpedia.org/resource/Venice,http://dbpedia.org/resource/Luigi_Brugnaro",1,FALSE,TRUE,TRUE,0.6666666667,0.6666666667,0.5,0.6666666667,0,0.4,0.6666666667,,0.6666666667,1,0.6666666667,,,,0.6666666667,0.3333333333,0.6666666667,,1,0
11815,Where did Allama Matthews study ?,2,1,1,0,5,http://dbpedia.org/resource/Allama_Matthews,2,FALSE,TRUE,TRUE,,1,,,1,,,1,1,1,1,,,1,1,,1,,1,1
11816,Politicians born in Bangalore are now in which parties ?,3,1,1,0,9,http://dbpedia.org/resource/Bangalore,1,FALSE,TRUE,TRUE,1,1,1,1,1,1,1,1,0.6666666667,0.6666666667,0.6666666667,0,1,,0.6666666667,0,1,0.6666666667,1,1
11817,What is the nationality of the chancellor who was served by Michael Mayr ?,4,2,1,1,13,http://dbpedia.org/resource/Michael_Mayr,2,FALSE,TRUE,TRUE,,1,1,0,0,0.6666666667,,1,0.6666666667,0.5,,,,1,0.6666666667,0.5,1,0.6666666667,1,0
11818,Is joel quenneville the main coach of Chicago Blackhawks ?,3,0,2,0,9,"http://dbpedia.org/resource/Chicago_Blackhawks,http://dbpedia.org/resource/Joel_Quenneville",2,FALSE,TRUE,TRUE,0.6666666667,1,1,0,,1,0.6666666667,1,0.8,0.8,1,,,1,1,1,0.6666666667,,1,
11819,Quebec born ice hockey players have stopped playing for which teams ?,4,2,1,1,11,http://dbpedia.org/resource/Quebec,1,FALSE,TRUE,TRUE,1,0.6666666667,1,,,0.6666666667,1,1,1,0.6666666667,0,,,1,1,,,1,,
11820,How many genres gave birth to other genres which emphasize Bass Guitars ?,4,1,1,1,12,http://dbpedia.org/resource/Bass_guitar,2,FALSE,FALSE,TRUE,,,,,1,,,,1,0.6666666667,0,1,,,1,1,,,,
11821,Who developed the software for the operating system of Macintosh Quadra 660AV ?,4,2,1,1,12,http://dbpedia.org/resource/Macintosh_Quadra_660AV,3,FALSE,TRUE,TRUE,0,0.6666666667,0,,,0,0,,0,0.5,0,,,,0,0.5,,0,,
11822,Who is the writer with notable works like Adventures of Huckleberry Finn and The Adventures of Tom Sawyer ?,5,2,2,1,18,"http://dbpedia.org/resource/Adventures_of_Huckleberry_Finn,http://dbpedia.org/resource/The_Adventures_of_Tom_Sawyer",4,FALSE,TRUE,FALSE,0.6666666667,1,,,0.6666666667,,0,1,0.8,0.8,0.8,,,1,0.3333333333,0.2857142857,0,0.8,1,
11823,How many politicians are there from the city of Ganges ?,3,1,1,0,10,http://dbpedia.org/resource/Ganges,1,FALSE,TRUE,TRUE,,0.6666666667,,,0,,,1,1,0,,,,,1,0,1,0,1,0
11824,What genre's softwares are released with a GNU GPL license ?,3,0,1,0,10,http://dbpedia.org/resource/GNU_General_Public_License,3,FALSE,FALSE,FALSE,1,1,1,,0,1,,,1,0.6666666667,0,,,1,1,0.6666666667,,,,
11825,How many shows are made by Playtone ?,3,0,1,1,7,http://dbpedia.org/resource/Playtone,1,FALSE,TRUE,TRUE,1,1,1,1,,1,,1,1,1,1,,,1,1,,1,1,1,
