QuestionID,Question,TripleSize,RelationTotal,ResourceTotal,ClassTotal,QuestionLength,Resources,WordCountEntity1,AvgWordCount,Special Character,Explicit E1,Explicit E1 and E2,Capital/Small Letters E1,Capital letter E1 and E2,aylienNERagdistis,tagmeNEDlogs,DBpediaNERAgdistis3252,ambiverseNEDlogs,meaningcloudAgdistis,qanary_logs_DBpediaSpotlightNED,meaningCloudNEDnew,textrazorAgdistis,dandiNERAgdistisFINAL,dandilionNEDlogs,OntotextNEDlogs,babelfyAgdistis3000,ambiverseAgdistis,tagmeAgdistis,EntityClassifier_NER_Agdistis,newBabelfyNEDlogs,stanfordAgdistis,ontotextAgdistis,AmbiverseNED 2.0,AmbiverseStanford 2.0
,,5,2,2,1,12,"http://dbpedia.org/resource/North_Sea,http://dbpedia.org/resource/Thames_Estuary",0,2,0,TRUE,1,TRUE,1,1,0,1,,0.5,1,0.5,,1,1,0.5,,,0.5,1,1,0.5,0.5,1,
,,2,1,1,0,5,http://dbpedia.org/resource/Statelessness,1,0,0,FALSE,0,FALSE,0,,,,,,1,,0,1,1,,,,,1,0,,1,,
,,3,2,1,0,12,http://dbpedia.org/resource/People's_Bank_(Sri_Lanka),4,0,0.5,TRUE,0.5,TRUE,0.5,0,0,0,,0,0,,0,0,0,1,0,,0,0,0,0,0,1,0
,,4,2,1,1,9,http://dbpedia.org/resource/David_Bowens,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,1,1,,1,1,1,0,1,,1,1,1,1,,1,1
,,2,1,1,0,8,http://dbpedia.org/resource/Pregny-Chambésy,1,0,0,FALSE,0,TRUE,0.5,,,,,1,1,,1,,,0,,,,1,,,0,,
,,3,2,1,0,16,http://dbpedia.org/resource/Australian_of_the_Year,4,0,0,TRUE,0.5,FALSE,0,0,1,0,,1,0,,,1,1,1,,,,,1,0,1,,
,,4,0,1,1,15,http://dbpedia.org/resource/Bjarne_Stroustrup,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,1,1,,1,1,1,1,,,1,1,1,1,1,1,1
,,4,2,2,0,12,"http://dbpedia.org/resource/Irving_Chernev,http://dbpedia.org/resource/Thud!",0,1.5,0,TRUE,0.5,TRUE,1,1,0.5,1,,,0.5,,0.5,1,0.5,0,,,0.5,1,0.5,0.5,0.5,1,
,,3,2,1,0,11,http://dbpedia.org/resource/Jawaharlal_Nehru,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,1,1,1,1,1,1,1,,,,1,0,1,1,1,1
,,2,1,1,0,8,"http://dbpedia.org/resource/Arlington_County,_Virginia",3,0,0,TRUE,0.5,TRUE,0.5,1,1,1,0,,1,1,,1,0,1,,,1,1,1,1,1,1,0
,,3,1,1,1,9,http://dbpedia.org/resource/Sequoia_National_Park,3,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,1,1,,1,1,1,0,,,1,1,1,1,1,1,1
,,2,1,1,0,6,http://dbpedia.org/resource/Duwamish_River,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,1,1,,1,1,1,1,,,1,1,1,1,1,1,1
,,2,1,1,0,7,http://dbpedia.org/resource/Sierra_del_Merendón,3,0,0,FALSE,0,FALSE,0,,,,,1,,,1,,,0,,,,0,0,1,,,
,,3,2,1,0,15,http://dbpedia.org/resource/Electronics_manufacturing_services,1,0,0,FALSE,0,FALSE,0,,0,,,,,,,,,,,,,0,,,,,
,,2,1,1,0,8,http://dbpedia.org/resource/Jared_Bernstein,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,0,1,1,,1,1,1,1,1,,1,1,1,1,1,1,1
,,4,2,1,1,10,http://dbpedia.org/resource/Populous_(company),1,0,0,FALSE,0,TRUE,0.5,0,,0,,,1,,,0,0,0,0,,,0,1,,,,
,,3,2,1,0,19,http://dbpedia.org/resource/Ankh-Morpork_City_Watch,3,0,0.5,TRUE,0.5,TRUE,0.5,1,1,1,,1,1,,,1,1,,,,1,1,1,,,,
,,3,1,1,0,16,http://dbpedia.org/resource/Cancún,1,0,0,FALSE,0,TRUE,0.5,1,1,1,0,,1,1,1,1,0,0,,,1,1,1,1,1,1,
,,4,2,1,1,10,"http://dbpedia.org/resource/Seguin,_Texas",1,0,0,FALSE,0,TRUE,0.5,0,1,1,,,1,0.5,,1,0,1,,,1,1,1,1,1,1,0
,,4,2,1,1,16,http://dbpedia.org/resource/Mississippi,1,0,0,TRUE,0.5,TRUE,0.5,1,,1,0,,1,1,1,1,1,0,1,,,1,0,1,1,1,
,,2,0,1,0,6,http://dbpedia.org/resource/Environmentalism,1,0,0,TRUE,0.5,TRUE,0.5,,1,,,,,,1,1,1,0,1,,,1,0,1,0,,
,,5,2,2,1,9,"http://dbpedia.org/resource/Texas,http://dbpedia.org/resource/Dallas",0,1,0,TRUE,1,TRUE,1,1,,1,0.5,,1,1,1,1,1,1,,0,,1,,1,1,1,0
,,2,1,1,0,6,http://dbpedia.org/resource/Skull_Gang,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,,1,,1,1,1,1,0,,1,0,0,1,1,1,
,,4,0,2,0,12,"http://dbpedia.org/resource/Danny_Elfman,http://dbpedia.org/resource/Tim_Burton",0,2,0,TRUE,1,TRUE,1,1,1,1,1,,1,0.5,1,1,1,1,,0,1,1,1,1,,1,
,,4,2,1,1,11,http://dbpedia.org/resource/Houston_Astros,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,0,,1,,1,1,1,1,,,1,1,1,1,1,1,
,,4,2,2,0,11,"http://dbpedia.org/resource/Craig_Van_Tilbury,http://dbpedia.org/resource/Islamic_Azad_University_Central_Tehran_Branch",0,2.5,0,TRUE,0.5,TRUE,0.5,0,0.5,0,,0.5,0,0,0.5,0.5,0.5,0,0,,0.5,0.5,0,0.5,0.5,,
,,4,2,2,0,6,"http://dbpedia.org/resource/Solidus_(coin),http://dbpedia.org/resource/Aureus",0,1,0,FALSE,0.5,TRUE,1,,0.5,,,,,,0.5,0.5,0.5,1,,,0,0.5,,,0.5,,
,,2,1,1,0,7,http://dbpedia.org/resource/Foxy_Brown_(rapper),2,0,0,FALSE,0,TRUE,0.5,1,1,1,,,1,,1,1,0,,1,,1,,0,,1,1,
,,4,2,2,0,7,"http://dbpedia.org/resource/VMF-218,http://dbpedia.org/resource/VMF-155",0,1,1,TRUE,1,TRUE,1,0,1,0,,0.5,1,,,0,1,1,,,0,0,0,,0,,
,,2,1,1,0,9,http://dbpedia.org/resource/Thud!,1,0,0.5,TRUE,0.5,TRUE,0.5,1,,1,,,1,,0,1,0,,,,,1,0,,,,
,,3,0,2,0,9,"http://dbpedia.org/resource/Vancouver_Whitecaps_FC,http://dbpedia.org/resource/Steve_Nash",0,2.5,0,TRUE,1,TRUE,1,0.5,1,0.5,0.5,,1,0.5,0.5,0.5,0.5,1,0.5,0,0.5,0.5,0.5,0.5,,1,0
,,3,1,2,0,9,"http://dbpedia.org/resource/Christiaan_Barnard,http://dbpedia.org/resource/University_of_Minnesota",0,2.5,0,FALSE,0.5,TRUE,0.5,0.5,1,0.5,0,0,0.5,0,,1,1,1,,,0.5,0.5,1,0.5,,1,
,,3,1,2,0,7,"http://dbpedia.org/resource/Mauritius,http://dbpedia.org/resource/Motherland_(anthem)",0,1,0,TRUE,0.5,TRUE,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0,0.5,,,0.5,0.5,1,0.5,0.5,1,
,,4,2,2,0,13,"http://dbpedia.org/resource/Homestead_Grays_Bridge,http://dbpedia.org/resource/Roberto_Clemente_Bridge",0,3,0,TRUE,1,TRUE,1,0.5,1,1,0,1,1,,,1,1,1,,0,1,1,1,0.5,1,1,0
,,4,0,1,1,14,http://dbpedia.org/resource/Ontario,1,0,0,TRUE,0.5,TRUE,0.5,1,1,1,1,0,1,1,1,1,0,1,1,0,,1,1,1,1,1,0
,,3,0,1,1,7,http://dbpedia.org/resource/Pennsylvania,1,0,0,TRUE,0.5,TRUE,0.5,1,0,1,1,,1,1,1,1,1,1,,,0,1,0,1,,1,
,,4,1,1,1,10,http://dbpedia.org/resource/Defenceman,1,0,0,TRUE,0.5,FALSE,0,,1,,,,1,,,,1,0,,,,,0,,,,
,,3,2,1,0,11,http://dbpedia.org/resource/Field_marshal,2,0,0,FALSE,0,FALSE,0,,,,,,1,,0,0,1,0,0,,,0,0,,0,,
,,3,1,2,0,10,"http://dbpedia.org/resource/The_Road_Ahead_(Bill_Gates_book),http://dbpedia.org/resource/Annie_Leibovitz",0,2.5,0,FALSE,0.5,TRUE,1,0.5,0.5,0.5,0.5,,1,,0.5,0.5,0.5,0.5,0.5,,0.5,1,0.5,0.5,0.5,1,
,,2,1,1,0,8,http://dbpedia.org/resource/Wizard_rock,2,0,0,TRUE,0.5,FALSE,0,,0,,,,1,,0,,1,,,,,0,,,,,
,,3,0,1,0,12,http://dbpedia.org/resource/South_Carolina,2,0,0,TRUE,0.5,TRUE,0.5,1,,1,0,,1,1,1,1,1,1,1,0,,1,1,1,1,1,
,,4,2,2,0,16,"http://dbpedia.org/resource/Emmitsburg,_Maryland,http://dbpedia.org/resource/Shrine_of_St._Elizabeth_Ann_Bayley_Seton",0,4.5,0.5,TRUE,1,TRUE,0.5,0.6666666667,1,0.6666666667,0,0,0.6666666667,0.6666666667,,1,0.3333333333,0.6666666667,,,1,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1,
,,3,2,1,0,15,http://dbpedia.org/resource/Indian_English,2,0,0,TRUE,0.5,TRUE,0.5,1,,1,,,1,,,1,1,1,1,,,1,1,1,1,,
,,3,1,1,1,11,http://dbpedia.org/resource/J._Michael_Straczynski,3,0,0.5,TRUE,0.5,TRUE,0.5,1,1,,1,,,,1,1,1,1,,,1,1,1,1,1,1,
,,3,2,1,0,11,http://dbpedia.org/resource/Aardman_Animations,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,1,1,1,,1,1,1,1,,,1,1,0,1,1,1,1
,,2,1,1,0,9,http://dbpedia.org/resource/Carlos_Emmons_(American_football),2,0,0,FALSE,0,TRUE,0.5,,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,1,0
,,3,1,1,1,10,http://dbpedia.org/resource/Harvard-Westlake_School,2,0,0.5,TRUE,0.5,TRUE,0.5,1,1,1,1,,1,0,1,1,1,1,,1,1,1,1,1,1,1,1
,,3,2,1,0,8,http://dbpedia.org/resource/Moses,1,0,0,TRUE,0.5,TRUE,0.5,1,,1,,,1,,1,1,1,,,,,1,0,,,,
,,4,2,1,1,17,http://dbpedia.org/resource/Association_of_Southeast_Asian_Institutions_of_Higher_Learning,5,0,0,FALSE,0,FALSE,0,,,0,,1,0,,1,0,0,0,,,,0,0,0,0,,
,,4,2,2,0,14,"http://dbpedia.org/resource/Lagos_Preparatory_School,http://dbpedia.org/resource/William_Garne",0,1.5,0,TRUE,0.5,TRUE,1,0,1,0,0,0.5,0,,0,0,0.5,0,,0,0,0,0.5,0,,,
,,3,0,1,0,13,http://dbpedia.org/resource/England,1,0,0,TRUE,0.5,TRUE,0.5,1,,1,1,0,1,1,1,1,0,1,,,,1,,1,1,1,0
,,4,2,1,1,12,http://dbpedia.org/resource/Feng_Zicai,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,,1,,1,1,1,1,1,,1,1,1,1,1,1,
,,3,1,2,0,11,"http://dbpedia.org/resource/The_Universe_in_a_Single_Atom,http://dbpedia.org/resource/Buddhism",0,3.5,0,TRUE,1,FALSE,0,,0.5,0,,,0,,0,0,0.5,0.5,,,,0,1,0,0.5,,
,,4,2,1,1,9,http://dbpedia.org/resource/University_of_Toronto,2,0,0,FALSE,0,TRUE,0.5,0,,0,0,,0,,,0,0,0,,,,,,,0,,
,,3,1,1,1,8,http://dbpedia.org/resource/United_States,1,0,0,FALSE,0,TRUE,0.5,,,,0,,,,0,,,1,0,0,,0,1,0,,1,0
,,3,0,1,0,14,http://dbpedia.org/resource/National_Medal_of_Science,4,0,0,TRUE,0.5,FALSE,0,,1,0,,,0,,0,0,1,0,,,,0,1,,0,,
,,4,1,1,1,16,http://dbpedia.org/resource/Gold_Base,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,,1,,1,1,1,0,,,1,1,1,1,1,1,
,,3,2,1,0,10,http://dbpedia.org/resource/Rochers_de_Naye,3,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,1,1,,,1,1,1,,,1,1,1,1,1,1,1
,,2,1,1,0,9,http://dbpedia.org/resource/Murray_Gold,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,0,,1,,1,1,1,0,1,0,1,1,1,1,1,1,
,,3,2,1,0,17,http://dbpedia.org/resource/Wealth_management,2,0,0,TRUE,0.5,FALSE,0,,,,,0,,,1,1,1,0,0,,,0,0,,0,,
,,3,1,1,0,10,http://dbpedia.org/resource/German-occupied_Europe,3,0,0,FALSE,0,FALSE,0,,1,1,0,0,1,0,,1,1,1,,0,1,0,1,0,1,1,0
,,2,1,1,0,7,http://dbpedia.org/resource/Saima_Chowdhury,2,0,0,TRUE,0.5,TRUE,0.5,0,1,0,,,0,,0,0,1,0,,,0,0,,0,0,1,
,,2,1,1,0,6,http://dbpedia.org/resource/Letitia_MacTavish_Hargrave,3,0,0,TRUE,0.5,TRUE,0.5,,1,1,,1,0,,1,1,1,1,,,1,1,1,1,1,1,1
,,4,2,1,1,13,http://dbpedia.org/resource/Dodge,1,0,0,TRUE,0.5,TRUE,0.5,1,0,1,,,1,0,,1,1,1,1,,0,1,1,,1,,
,,4,2,2,0,11,"http://dbpedia.org/resource/Buccinidae,http://dbpedia.org/resource/Buccinoidea",0,1,0,TRUE,1,TRUE,1,,1,,,,1,,,,1,1,,,,,1,,,,
,,3,1,1,1,8,http://dbpedia.org/resource/Pattie_Mallette,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,1,1,1,,1,1,1,1,,0,1,1,1,1,1,1,0
,,3,0,2,0,9,"http://dbpedia.org/resource/Mark_Twain_Tonight,http://dbpedia.org/resource/Mark_Twain",0,2.5,0,TRUE,1,TRUE,1,0.5,0.5,0.5,,0.5,1,,0.5,0.5,0.5,1,,,0.5,0.5,1,0.5,,1,
,,4,2,1,1,15,http://dbpedia.org/resource/2015_North_American_Soccer_League_season,2,0,0,FALSE,0,FALSE,0,,,,,0,,0,,0,0,0,0,,,,0,,0,,
,,2,1,1,0,10,http://dbpedia.org/resource/Saint_Lucia_national_cricket_team,5,0,0,TRUE,0.5,FALSE,0,0,1,0,,,0,,0,0,1,0,,,0,0,0,0,0,1,
,,2,1,1,0,5,http://dbpedia.org/resource/Ganz_UV,2,0,0,TRUE,0.5,TRUE,0.5,,1,0,,,0,,,,1,,0,,,,0,,,,
,,2,1,1,0,10,http://dbpedia.org/resource/The_Rolling_Stone_Album_Guide,5,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,1,1,,,1,1,1,,,,1,1,1,1,1,1
,,4,2,1,1,13,"http://dbpedia.org/resource/Oscoda,_Michigan",2,0,0,TRUE,0.5,TRUE,0.5,0.5,1,1,0,,1,1,,1,0,1,1,,1,0.5,1,0.5,1,1,
,,4,2,2,0,14,"http://dbpedia.org/resource/Alton_Ochsner,http://dbpedia.org/resource/Michael_Hahn",0,2,0,TRUE,1,TRUE,1,1,1,1,,,1,,1,1,1,1,0.5,,1,1,0.5,1,1,1,
,,2,1,1,0,8,http://dbpedia.org/resource/Jeff_Conaway,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,,1,,1,1,1,1,,,1,1,1,1,1,1,
,,2,0,1,0,6,http://dbpedia.org/resource/Kendall_Jenner,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,1,1,1,,1,1,1,,,0,1,1,1,1,1,1,1
,,3,0,1,1,9,http://dbpedia.org/resource/Los_Angeles_Clippers,2,0,0,FALSE,0,TRUE,0.5,1,1,1,,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,
,,4,2,1,1,9,http://dbpedia.org/resource/Indochina,1,0,0,TRUE,0.5,TRUE,0.5,1,,1,1,,1,,1,1,1,0,1,,,1,1,1,1,1,
,,3,1,2,0,7,"http://dbpedia.org/resource/CN_Atlètic-Barceloneta,http://dbpedia.org/resource/Barcelona",0,0.5,0,FALSE,0.5,TRUE,1,0.5,0.5,0.5,,,0.5,0.5,1,1,0,0.5,,,0.5,1,1,0.5,1,1,
,,3,1,2,0,5,"http://dbpedia.org/resource/Morrissey,http://dbpedia.org/resource/The_Smiths",0,1.5,0,TRUE,1,FALSE,0,,0.5,,,,0.5,0.5,,,1,0.5,0,,,,0.5,,,,
,,3,1,1,0,17,http://dbpedia.org/resource/United_States_Army_Command_and_General_Staff_College,2,0,0,FALSE,0,TRUE,0.5,,,0,,1,0,,,1,1,1,,,,0,1,,1,1,
,,3,0,2,0,11,"http://dbpedia.org/resource/Street_Dogs_of_South_Central,http://dbpedia.org/resource/Queen_Latifah",0,3.5,0,TRUE,1,FALSE,0.5,0.5,1,0.5,,0.5,0.5,0.5,0.5,0.5,1,0.5,,,0.5,0.5,1,0.5,0.5,1,0
,,2,1,1,0,8,http://dbpedia.org/resource/American_Pekin_duck,3,0,0,TRUE,0.5,FALSE,0,0,1,0,0,0,0,0,,0,0,0,,,0,0,1,0,0,1,0
,,4,2,1,1,11,http://dbpedia.org/resource/Madrid,1,0,0,TRUE,0.5,TRUE,0.5,0,,0,1,0,1,1,0,0,1,,0,,,0,1,0,0,1,0
,,3,1,1,1,8,http://dbpedia.org/resource/California,1,0,0,TRUE,0.5,TRUE,0.5,1,,1,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,
,,4,2,2,0,16,"http://dbpedia.org/resource/Polytechnic_University_of_the_Philippines_San_Juan,http://dbpedia.org/resource/Islamic_Azad_University_Central_Tehran_Branch",0,2.5,0,FALSE,0,FALSE,0,0,0.5,0,0,0,0,,,0,0,0,,0,0,0,0,0,,1,1
,,2,1,1,0,10,http://dbpedia.org/resource/Ryan_Seacrest,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,1,,1,,1,1,1,1,,0,1,1,1,1,1,1,
,,3,1,1,1,9,http://dbpedia.org/resource/Texas,1,0,0,TRUE,0.5,TRUE,0.5,1,0,1,1,0,1,1,1,1,1,,1,0,,1,1,1,1,1,0
,,3,1,2,0,11,"http://dbpedia.org/resource/New_Way_(Israel),http://dbpedia.org/resource/One_Israel",0,2,0,FALSE,0.5,TRUE,1,0.5,0.5,,0,,,,0,0.5,0.5,0.5,,0,0.5,0,0.5,0,0.5,1,1
,,3,1,1,1,10,http://dbpedia.org/resource/BBC_HD,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,0,1,0,1,1,1,1,0,,1,1,0,0,1,1,0
,,2,0,1,0,4,http://dbpedia.org/resource/World_War_I,0,0,0,FALSE,0,TRUE,0.5,,,,,,,,,,,1,,,,0,,,0,,
,,3,1,2,0,16,"http://dbpedia.org/resource/Cathedral_Peak_(California),http://dbpedia.org/resource/John_Muir",0,2,0,FALSE,0.5,FALSE,0.5,0.5,1,0.5,,,1,,0.5,0.5,0.5,0.5,0.5,,,0.5,0.5,0.5,0.5,1,
,,3,1,1,1,15,http://dbpedia.org/resource/The_Spirit_of_Christmas_(short_film),6,0,0.5,TRUE,0.5,FALSE,0,,,0,,0,0,,0,0,0,0,0,,,0,0,0,0,,
,,4,2,1,1,12,http://dbpedia.org/resource/Richard_M._Sherman,3,0,0.5,TRUE,0.5,TRUE,0.5,0,1,0,0,1,0,,0,0,1,1,0,,0,0,0,0,0,1,1
,,4,2,2,0,16,"http://dbpedia.org/resource/Kariba_Dam,http://dbpedia.org/resource/Batoka_Gorge_Hydroelectric_Power_Station",0,1,0,TRUE,0.5,TRUE,1,0.5,0.5,0.5,,0.5,0.5,,,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,1,1
,,3,0,2,0,7,"http://dbpedia.org/resource/College_Sainte-Marie,http://dbpedia.org/resource/Mauritius",0,2,0,FALSE,0.5,FALSE,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,1,0.5,0,,0.5,0.5,0,0.5,,1,0
,,2,1,1,0,9,http://dbpedia.org/resource/Danny_Felice,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,1,,1,,1,1,1,1,,0,1,1,1,1,,1,
,,3,1,1,0,12,http://dbpedia.org/resource/Saint_Petersburg,1,0,0,FALSE,0,TRUE,0.5,0,,0,1,,1,0,0,0,1,0,0,,,0,1,0,0,1,
,,3,0,1,0,11,http://dbpedia.org/resource/Luis_Enrique_(footballer),2,0,0,FALSE,0,TRUE,0.5,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,
,,2,1,1,0,8,http://dbpedia.org/resource/Willem-Alexander_of_the_Netherlands,2,0,0,FALSE,0,TRUE,0.5,,,1,,,0,,1,1,1,,,,,1,1,1,1,1,
,,3,2,1,0,12,http://dbpedia.org/resource/Swahili_language,2,0,0,FALSE,0,FALSE,0,0,1,0,,,1,,0,0,1,0,,,0,0,,,0,,
,,4,1,1,1,6,http://dbpedia.org/resource/Immunology,1,0,0,FALSE,0,TRUE,0.5,,,,,,,,1,,,0,,,,1,,,,,
,,4,2,1,1,12,http://dbpedia.org/resource/Iowa,1,0,0,TRUE,0.5,TRUE,0.5,1,,1,1,0,1,1,1,1,1,,,0,,1,,1,1,1,0
,,3,0,2,0,8,"http://dbpedia.org/resource/Heydar,http://dbpedia.org/resource/Lion",0,1,0,TRUE,1,TRUE,0.5,,,,,,,,,,0.5,,,,,,1,,,1,
,,2,1,1,0,7,http://dbpedia.org/resource/Middlesbrough_F.C.,2,0,0,FALSE,0,TRUE,0.5,0,1,0,,1,1,,,0,1,,,,,0,1,0,,1,1
,,4,2,2,0,12,"http://dbpedia.org/resource/Eric_Schiller,http://dbpedia.org/resource/Craig_Van_Tilbury",0,1,0,TRUE,0.5,TRUE,1,0,0.5,0,,0.5,0.5,,0.5,0,0.5,0.5,0,,0,0.5,0.5,0.5,0.5,1,0
,,2,1,1,0,6,http://dbpedia.org/resource/Kriminalpolizei,1,0,0,FALSE,0,TRUE,0.5,,,,,,,,,,,0,,,,,,,0,,
,,3,2,1,0,14,"http://dbpedia.org/resource/Glendale,_California",2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,0,,1,1,1,1,0,1,,,1,1,1,1,1,1,
,,3,1,1,1,9,http://dbpedia.org/resource/Dead_Sea,0,0,0,FALSE,0,TRUE,0.5,,,,,,,1,,,0,0,,,,,,,,,
,,3,1,1,0,9,http://dbpedia.org/resource/United_States,2,0,0,TRUE,0.5,TRUE,0.5,1,,1,,1,1,0,1,1,1,1,1,,,0,1,1,1,1,1
,,3,0,1,0,14,http://dbpedia.org/resource/Argentine_Primera_División,3,0,0,FALSE,0,TRUE,0.5,1,1,1,,,1,,,1,0,1,,,1,0,1,1,1,,
,,3,2,1,0,10,http://dbpedia.org/resource/Gredelj,1,0,0,TRUE,0.5,TRUE,0.5,,,,,,1,,,,,0,,,,,0,,0,,
,,3,0,2,0,6,"http://dbpedia.org/resource/Batman_Returns,http://dbpedia.org/resource/Chris_Lebenzon",0,2,0,TRUE,1,FALSE,0,,1,,,,1,0,,,0.5,0.5,,,,0,1,0,,1,
,,4,2,2,0,13,"http://dbpedia.org/resource/The_Bare_Necessities,http://dbpedia.org/resource/Rock-a-Doodle",0,2.5,0,TRUE,0.5,FALSE,0,,1,,,,0,,,,1,0,,,,0.5,0.5,,0,,
,,3,1,2,0,8,"http://dbpedia.org/resource/Let_It_Be_(musical),http://dbpedia.org/resource/Ringo_Starr",0,2.5,0,FALSE,0.5,FALSE,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,,0,0.5,0.5,0.5,0.5,0.5,1,1
,,2,0,1,0,9,http://dbpedia.org/resource/Celluloid_Records,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,1,1,,1,1,1,0,0,,1,0,0,1,,1,1
,,3,1,1,1,8,http://dbpedia.org/resource/Jason_Carter_(actor),2,0,0,FALSE,0,TRUE,0.5,0,1,,0,,,,0,0,0,1,,,0,0,1,0,,1,
,,3,1,1,1,9,http://dbpedia.org/resource/Erik_Bork,2,0,0,TRUE,0.5,TRUE,0.5,,1,,,,,,0,0,1,1,,,0,0,1,0,0,1,
,,4,2,1,1,10,http://dbpedia.org/resource/Harvard_Medical_School,1,0,0,FALSE,0,TRUE,0.5,0,,0,,,0,0,0,,,0,0,,,0,0,0,0,1,
,,3,1,1,1,5,http://dbpedia.org/resource/Texas,1,0,0,TRUE,0.5,TRUE,0.5,1,,1,1,0,1,1,1,1,1,1,1,0,,1,0,1,,1,0
,,3,0,2,0,16,"http://dbpedia.org/resource/United_States_House_of_Representatives_elections_in_Ohio,_2010,http://dbpedia.org/resource/John_Boehner",0,3.5,0.5,FALSE,0.5,FALSE,0.5,0.3333333333,0.3333333333,0.3333333333,,0,0.3333333333,0.3333333333,,,0.3333333333,0.3333333333,,0,0.3333333333,0.3333333333,0.3333333333,0.3333333333,,1,0
,,2,1,1,0,9,http://dbpedia.org/resource/Bounce_TV,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,,1,,1,1,1,1,1,,1,0,1,,1,,
,,4,0,1,1,10,http://dbpedia.org/resource/Pope_Pius_X,3,0,0,TRUE,0.5,TRUE,0.5,0,1,0,,,1,,0,0,1,1,,,0,0,1,1,0,1,0
,,3,2,1,0,13,http://dbpedia.org/resource/Hominidae,1,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,,1,,1,1,1,0,0,,1,1,0,,0,,
,,3,1,1,1,7,http://dbpedia.org/resource/Aureus,1,0,0,TRUE,0.5,TRUE,0.5,,,,,,,,1,1,1,0,,,,1,,,0,,
,,4,2,1,1,14,http://dbpedia.org/resource/Damon_Hill,2,0,0,TRUE,0.5,FALSE,0,1,1,1,1,0,1,0,1,1,1,1,1,,1,0,1,0,,1,0
,,4,1,1,1,10,http://dbpedia.org/resource/Royal_Designers_for_Industry,4,0,0,TRUE,0.5,FALSE,0,,1,,,,,,,1,1,0,,,1,,1,,,,
,,3,2,1,0,9,http://dbpedia.org/resource/Gabriel_Slaughter,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,,1,,1,1,1,1,1,,1,1,1,1,1,1,
,,4,2,2,0,14,"http://dbpedia.org/resource/Indian_general_election,_2004_(Delhi),http://dbpedia.org/resource/Indian_general_election,_2004_(Andhra_Pradesh)",0,2.5,0,FALSE,0,FALSE,0,,0,0,,,0,0,0,0,0,0,,,0,,0,,,,
,,3,1,1,1,8,http://dbpedia.org/resource/Virtual_Console,2,0,0,TRUE,0.5,FALSE,0,,,,,,0,,,,0,0,,,,,0,,,,
,,2,1,1,0,7,http://dbpedia.org/resource/Gimhae_International_Airport,3,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,1,1,,,1,1,1,,,1,1,1,1,1,1,1
,,4,2,1,1,14,"http://dbpedia.org/resource/Somerville_College,_Oxford",3,0,0,TRUE,0.5,FALSE,0,1,1,1,0,,1,0,1,1,0,1,,,1,0,1,0,1,1,
,,2,1,1,0,5,http://dbpedia.org/resource/Wallace_Dollase,2,0,0,TRUE,0.5,TRUE,0.5,,1,1,,,1,,,1,1,1,,,1,1,,1,1,1,
,,3,0,1,0,10,http://dbpedia.org/resource/Pope_John_Paul_II,3,0,0,FALSE,0,TRUE,0.5,1,,1,0,1,1,1,1,1,1,1,,,,1,1,1,1,1,1
,,2,1,1,0,5,http://dbpedia.org/resource/Denver_Broncos,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,1,,1,1,1,1,1,1,,0,1,0,1,1,1,1,
