,Questions,LableUri,LabelName,Label WordCount,Explicit,disambiguationClass,CLSNLIOD
1624,In how many nations does Rhaetian Railways own train stations,0,0,0,0,0.0,0.0
1626,Which region of Bannock is the origin od Spaghetti squash,0,0,0,0,0.0,0.0
1627,Name the commander of Battle of the Thames,0,0,0,0,0.0,0.0
1628,Count the number of  sport played by the school which also plays Association football,0,0,0,0,0.0,0.0
1629,Give me the total number of Guests of the television episodes whose one of the  Guests is Michael Cristofer,0,0,0,0,0.0,0.0
1630,Were the 1995 south pacific games hosted in tahiti,0,0,0,0,0.0,0.0
1635,Which city has it's landmark as Cheasty Boulevard South,0,0,0,0,0.0,0.0
1636,Who are the architect of the stadium whose one of the architect is louis D. Astorino,0,0,0,0,0.0,0.0
1637,What are some short story kind of Books,0,0,0,0,0.0,0.0
1638,Which notable series of Russell T Davies is also the series of Short Trips: A day in the life,0,0,0,0,0.0,0.0
1639,"Mazhar Ul Haq High School, Beerwah is affiliated to Islamic Religion",0,0,0,0,0.0,0.0
1642,what are some players of England national football team,0,0,0,0,0.0,0.0
1643,What water bodies are nearest to Helsinki city,http://dbpedia.org/ontology/BodyOfWater,water,1,0,0.0,0.0
1644,Find the total number of  ingredient of the recepies whose ingredient is common Mushroom,0,0,0,0,0.0,0.0
1645,"What is the official language of Ladonia, which is the target area of Probus Journal",0,0,0,0,0.0,0.0
1646,How many teams have used the stadiums which have been rented by the Canadian Hockey team,0,0,0,0,0.0,0.0
1647,How many TV shows are similar to the ones belonging to fantasy genre,0,0,0,0,0.0,0.0
1648,Is facebook a public company,0,0,0,0,0.0,0.0
1649,What religions are followed by economists,0,0,0,0,0.0,0.0
1650,Is Rajya Sabha a house of parliament in India,0,0,0,0,0.0,0.0
1651,Was Gerald Gibbs the cinematographer of X the unknown,0,0,0,0,0.0,0.0
1652,List the trainers of Shinya Aoki,0,0,0,0,0.0,0.0
1654,How many teams have rented stadiums in Canada,0,0,0,0,0.0,0.0
1655,How many games have a composer who worked for the Creatures,http://dbpedia.org/ontology/VideoGame,games,1,0,0.0,0.0
1656,How many awards have been given to the participants of the Lawrence Realization Stakes,0,0,0,0,0.0,0.0
1657,Total number of places where people drafted in the detroit pistons have died,http://dbpedia.org/ontology/Location,0.0,0,0,0.0,0.0
1658,Where did Paul Jones do his highschool,0,0,0,0,0.0,0.0
1661,Name the common institution of the Erica Frank and Douglass North,0,0,0,0,0.0,0.0
1662,What is the ethicity of Ted Falon,0,0,0,0,0.0,0.0
1664,What is the county seat of Moscow Governorate,0,0,0,0,0.0,0.0
1665,ARM Architecture acts as a game platform for how many things,0,0,0,0,0.0,0.0
1666,What all has been created by Jerry Siegel,0,0,0,0,0.0,0.0
1667,Is David Cameron the prime minister of Nick Clegg,0,0,0,0,0.0,0.0
1668,Cricket is played by which countries' citizens,0,0,0,0,0.0,0.0
1669,Does Saneh Lungkeaw play for the Thailand's national team,0,0,0,0,0.0,0.0
1672,Who all have written songs that were then recorded in the Criteria Studios,0,0,0,0,0.0,0.0
1673,What are all the religions that have been followed by the Sir Lankan attorneys,0,0,0,0,0.0,0.0
1674,What are the central characters in spy kids series,0,0,0,0,0.0,0.0
1675,Through how many labels has Katy B released her singles,0,0,0,0,0.0,0.0
1676,How many people have written for Gangan Comics,0,0,0,0,0.0,0.0
1677,Is William H Blanchard buried in Colorado,0,0,0,0,0.0,0.0
1678,Name the common institute of Robert hall and Erica Frank,0,0,0,0,0.0,0.0
1679,How many other important work has been done by the writers of Sarah Jane Adventures,0,0,0,0,0.0,0.0
1680,Is GIMP written in GTK+,0,0,0,0,0.0,0.0
1681,Whose families are Buccinoidea and Buccinidae,0,0,0,0,0.0,0.0
1682,In how many places are the tombs of people who died in Connecticut Colony,http://dbpedia.org/ontology/Place,place,1,1,0.0,0.0
1683,How many shows are aired on Comedy Central,0,0,0,0,0.0,0.0
1684,Where does the river flow into which begins in Lebrsnik,0,0,0,0,0.0,0.0
1685,What is the colour of Xocolatlite,0,0,0,0,0.0,0.0
1686,How many movies are directed by the spouse of Dolores del Ro,http://dbpedia.org/ontology/Film,movie,1,0,0.0,0.0
1687,Name the loocation of Lekh Castle which is also the location of SamurAbsheron channel,0,0,0,0,0.0,0.0
1688,what mountains are in sierra nevada,0,0,0,0,0.0,0.0
1689,Was True Grit a novel of the western genre,0,0,0,0,0.0,0.0
1690,Name the wine regions of Baco noir,0,0,0,0,0.0,0.0
1691,Name the president of Wyche Fowler,0,0,0,0,0.0,0.0
1693,How many party are there of the office holders whose one of the party is Janata Dal,0,0,0,0,0.0,0.0
1694,name the home stadium of FC Spartak Moscow season 2011-12,0,0,0,0,0.0,0.0
1695,How many causes of death have been associated with American citizens,0,0,0,0,0.0,0.0
1696,Is Bluebird the grandsire of Miss Potential,0,0,0,0,0.0,0.0
1697,Is semnani one of the languages spoken in Iran,0,0,0,0,0.0,0.0
1699,Who is the associate of Thomas Bryan Martin,0,0,0,0,0.0,0.0
1700,What sport played in Polytechnic uni of San Juan has also made advocate nasiruddin famous,0,0,0,0,0.0,0.0
1703,was the first national bank and trust building architectured by Chicago,0,0,0,0,0.0,0.0
1706,How many bands began in Birmingham,http://dbpedia.org/ontology/Band,band,1,1,0.0,0.0
1707,How many athletic associations are there in all of the private universities,0,0,0,0,0.0,0.0
1708,Name the Chris Marve's school,0,0,0,0,0.0,0.0
1709,"In how many areas do the networks broadcast, which also broadcasts in North Carolina",0,0,0,0,0.0,0.0
1711,What are the awrds won by Laemmle Theatres,0,0,0,0,0.0,0.0
1712,"People of which religion have been the members of parliament, and are from the Kalutara Electoral district",0,0,0,0,0.0,0.0
1713,Give me a count of movies distributed by Warner Bros,0,0,0,0,0.0,0.0
1714,From how many different cities have people gone to the Illinois Fighting Illini men's basketball,0,0,0,0,0.0,0.0
1715,Did nokia 215 has the series 30+ OS,0,0,0,0,0.0,0.0
1716,Sampson Cudjoe plays for the Ghana national team,0,0,0,0,0.0,0.0
1717,How many owners owned the clubs participating in the Premier leagues of '14,0,0,0,0,0.0,0.0
1718,Which writer of A literary Nightmare also extended the work of The Apple tree,0,0,0,0,0.0,0.0
1719,"How many licensee are there, of the radio stations whose area is Nashville, Tennessee",0,0,0,0,0.0,0.0
1720,How many people are in the band with Juelz Santana,0,0,0,0,0.0,0.0
1721,In which country is the Duong river,0,0,0,0,0.0,0.0
1722,Was Elton John a chairman of a Watford FC Season,0,0,0,0,0.0,0.0
1723,List the common official language of the ladonia and Empire of Atlantium,0,0,0,0,0.0,0.0
1724,Does the stylistic origins of Plena lie in the Caribbean,0,0,0,0,0.0,0.0
1725,"Whose album is Haiti, I am sorry",0,0,0,0,0.0,0.0
1726,"In which other places are there companies which are in Ontario, too",0,0,0,0,0.0,0.0
1727,Where did the music genre of Harry and the Potters originate,0,0,0,0,0.0,0.0
1728,Who directed The Haunted House,0,0,0,0,0.0,0.0
1729,For how many movies are there whose musicians home town is in Volos,http://dbpedia.org/ontology/Film,movie,1,0,0.0,0.0
1731,what awards have been given to A. Peter Dewey,0,0,0,0,0.0,0.0
1732,From how many different places did the weapons used in the American Indian wars originate,http://dbpedia.org/ontology/Place,place,1,1,0.0,0.0
1734,What is the total number of politicians whose predecessor's deputy is Jenny Macklin,0,0,0,0,0.0,0.0
1736,In which timezone does Khok Kwang lie,0,0,0,0,0.0,0.0
1737,How many bands have members currently playing the Fender Stratocaster,0,0,0,0,0.0,0.0
1740,How many religions have the relatives of waxiangs followed,0,0,0,0,0.0,0.0
1741,What kind of games does Blizzard games develop,0,0,0,0,0.0,0.0
1742,Which expertise of the Menetries's warbler is the  nationality of the Jeyhun Abiyev,0,0,0,0,0.0,0.0
1743,In how many places can I find wine made of Vitis vinifera grapes,0,0,0,0,0.0,0.0
1744,List all the bands which have members of the band Guy in them,0,0,0,0,0.0,0.0
1746,What is the draft team of Dale Mitchell (ice hockey),0,0,0,0,0.0,0.0
1747,Was the skeleton dance animated by Walt Disney,0,0,0,0,0.0,0.0
1748,To which educational institutions did Lesli Sanchez go for her studies,0,0,0,0,0.0,0.0
1749,Who was the coach of 1972 Oakland Raiders season,0,0,0,0,0.0,0.0
1750,How many developers make softwares for Unix like operating systems,0,0,0,0,0.0,0.0
1751,What is the religion of the ones in the Kampuchean Union of Salvation,0,0,0,0,0.0,0.0
1752,"List the employments of people who died in Tampa, Florida.",0,0,0,0,0.0,0.0
1753,List the destination of Novair International Airways,0,0,0,0,0.0,0.0
1754,How many states are in the Mediterranean Basketball Association,0,0,0,0,0.0,0.0
1756,Where is the football team located in which Josh Bell did his debut,0,0,0,0,0.0,0.0
1757,Who was engaged in wars of Fort Gadsden and Fort Barrancas,0,0,0,0,0.0,0.0
1758,What are some awards given to people who were born in sweden,0,0,0,0,0.0,0.0
1759,Is Hard Candy Fitness one of the divisions of Moscow,0,0,0,0,0.0,0.0
1760,Is WP 8.1 the OS on Lumia 830,0,0,0,0,0.0,0.0
1761,Do the polet airlines fly to moscow,0,0,0,0,0.0,0.0
1762,Is Trevor Peacock the narrator of Fred Claus,0,0,0,0,0.0,0.0
1763,What all are written in the C programming language,0,0,0,0,0.0,0.0
1764,List the producer of the TV shows whose company is HBO.,http://dbpedia.org/ontology/TelevisionShow,shows,1,0,0.0,0.0
1765,Is Andrew Lincoln the narrator of Million Dollar Traders,0,0,0,0,0.0,0.0
1767,Is Eddie Bravo the trainer of Alan Jouban,0,0,0,0,0.0,0.0
1768,What are some common ingredients used in Swedish dishes,0,0,0,0,0.0,0.0
1769,"Where did the genres originate, which were in the Harry and the Potters album",0,0,0,0,0.0,0.0
1770,Whose former teams are Indianapolis Colts and Carolina Panthers,0,0,0,0,0.0,0.0
1772,Was Castillo discovered by Galileo,0,0,0,0,0.0,0.0
1773,What are the common sports played by jamiatu Muslim mindanao and Polytechnic University of Philippines Taguig,0,0,0,0,0.0,0.0
1774,Among the countries using Aureus as currency which had Nicomedia as an important place,0,0,0,0,0.0,0.0
1775,Who are the trainersof Candice Michelle,0,0,0,0,0.0,0.0
1776,Does StandBy records distribute via Sony,0,0,0,0,0.0,0.0
1778,Who is the prime minister of the successor of Kingsley Wood,0,0,0,0,0.0,0.0
1779,which band was Roger waters in,0,0,0,0,0.0,0.0
1780,Is Seattle the Ship builder of USS Marmora (IX-189),0,0,0,0,0.0,0.0
1781,Was Beth Tweddle primarily coached by Amanda Reddin,0,0,0,0,0.0,0.0
1782,What is the Band whose band member is Mark Middleton,0,0,0,0,0.0,0.0
1783,Was the cover of The adventures of Tom Sawyer designed by Mark Twain,0,0,0,0,0.0,0.0
1784,Which president of William Eustus also married to Dolley Madison,0,0,0,0,0.0,0.0
1785,Is Charles Drummond Ellis a doctoral student of James Chadwick,0,0,0,0,0.0,0.0
1786,How many kings and queens have died in the Arabian Peninsula,0,0,0,0,0.0,0.0
1787,What team did Joe Porter and Eddie Anderson play for,0,0,0,0,0.0,0.0
1788,Producers of what have died in Mississippi,0,0,0,0,0.0,0.0
1789,How many universities are there whose country's capital is Oslo,http://dbpedia.org/ontology/University,universities,1,0,0.0,0.0
1790,Current players of Colorado Avalanche have previously played for how many different teams,http://dbpedia.org/ontology/SportsTeam,played for,2,0,0.0,0.0
1791,Was 2658 Gingerich invented in Harvard,0,0,0,0,0.0,0.0
1792,How many other people are in a band with Robert de Niro,0,0,0,0,0.0,0.0
1793,Is Philosophy the academic discipline of Think (journal),0,0,0,0,0.0,0.0
1796,How many religions are followed by the group whose architectural style can be seen on Sanggar Agung,http://dbpedia.org/ontology/EthnicGroup,group,1,0,0.0,0.0
1799,Does GeneWeb have the GPL license,0,0,0,0,0.0,0.0
1800,Josef Bhler belongs to which political party,0,0,0,0,0.0,0.0
1801,What are the beverages whose origin is England,0,0,0,0,0.0,0.0
1802,List down the opponents of Frank Stilwell,0,0,0,0,0.0,0.0
1803,How many subjects are covered in the publications of Doubleday,0,0,0,0,0.0,0.0
1804,Is Olyokma River the right tributary of Lena River,0,0,0,0,0.0,0.0
1807,Who has military branches are Colonial troops and Continental Army,0,0,0,0,0.0,0.0
1808,In how many places has Don R. Berlin worked,0,0,0,0,0.0,0.0
1809,Was Heinrich Himmler ever a commanders of Army Group Oberrhein,0,0,0,0,0.0,0.0
1810,Name the cause of death of Martino Martini,0,0,0,0,0.0,0.0
1811,What is the total number of fictional characters whose created by  Greg Daniels and series is The Office (U.S. TV series),0,0,0,0,0.0,0.0
1814,Is Luigi Brugnaro the mayor of Venice,0,0,0,0,0.0,0.0
1815,Where did Allama Matthews study,0,0,0,0,0.0,0.0
1816,Politicians born in Bangalore are now in which parties,0,0,0,0,0.0,0.0
1818,Is joel quenneville the main coach of Chicago Blackhawks,0,0,0,0,0.0,0.0
1820,How many genres gave birth to other genres which emphasize Bass Guitars,0,0,0,0,0.0,0.0
1823,How many politicians are there from the city of Ganges,0,0,0,0,0.0,0.0
1824,What genre's softwares are released with a GNU GPL license,0,0,0,0,0.0,0.0
1825,How many shows are made by Playtone,0,0,0,0,0.0,0.0
1826,Name the monarch of L Buwei,0,0,0,0,0.0,0.0
1828,"What are the movies whose editor died in Westwood, Los Angeles",0,0,0,0,0.0,0.0
1829,In how many places can I find people who were the architects of the Dundas Castle,0,0,0,0,0.0,0.0
1831,Name the artist of Brad Paisley discography,0,0,0,0,0.0,0.0
1832,"From how many works is the musical derived, whose lyrics are written by Sheldon Harnick",0,0,0,0,0.0,0.0
1833,List all discipline of the journals whose one of the discipline is Cerebral blood flow,http://dbpedia.org/ontology/AcademicJournal,journals,1,0,0.0,0.0
1834,How many politicians live in India,0,0,0,0,0.0,0.0
1835,Matthew kane and Park rankin are citizens of which country,0,0,0,0,0.0,0.0
1836,In how many places can I find people whose alma mater was in bachelor of arts,0,0,0,0,0.0,0.0
1837,Whose associate is Publius Servilius Vatia Isauricus and has predecessor as Lucius Cornelius Lentulus Crus,0,0,0,0,0.0,0.0
1838,Who is the producer of the device which is the operating system of Now TV,0,0,0,0,0.0,0.0
1839,Who wrote a rose for emily,0,0,0,0,0.0,0.0
1840,How many games are played at universities affiliated with the Association of Southeast Asian Institutions of Higher Learning,0,0,0,0,0.0,0.0
1841,Was the Lotuspool Records distributed by Napster,0,0,0,0,0.0,0.0
1842,Count the tenants of the stadiums designed by Populous,0,0,0,0,0.0,0.0
1844,Count the different number of academic areas covered by publications of SAGE,0,0,0,0,0.0,0.0
1845,What faiths are followed by the relatives of Meadow Soprano,0,0,0,0,0.0,0.0
1846,Do the White Plains Road lie in the Bronx county,0,0,0,0,0.0,0.0
1847,"Is US Navy garrisoned at Arlington County, Virginia",0,0,0,0,0.0,0.0
1848,Who was the voice actor of allen walker also gave voice to kimihiro watanuki,0,0,0,0,0.0,0.0
1849,What is the country of origin of the president of Skai group,0,0,0,0,0.0,0.0
1850,What is the launch site of Aquarius (rocket),0,0,0,0,0.0,0.0
1852,"Is the song Killing is Out, School is in belong in the The Next Step",0,0,0,0,0.0,0.0
1854,Was Blade Runner cinematographed by JordanCronenweth,0,0,0,0,0.0,0.0
1855,Count the number of software which runs on Microsoft Windows and mac OS,0,0,0,0,0.0,0.0
1857,How many characters are there in The Office,0,0,0,0,0.0,0.0
1858,What are the awards won by the film editor of World of Tomorrow,0,0,0,0,0.0,0.0
1860,How did the child of Stevens T. Mason die,0,0,0,0,0.0,0.0
1861,What is the faith of Kwai Chang Caine,0,0,0,0,0.0,0.0
1862,"How many things are located in Ridgewood, New Jersey",0,0,0,0,0.0,0.0
1864,Is the Vadodara railway junction onwed by Indian Railway Ministry,0,0,0,0,0.0,0.0
1865,Name the common managing club of the Ivan Toplak and Bret Simon,0,0,0,0,0.0,0.0
1867,Name the river on Batoka Gorge Hydroelectric Power Station,0,0,0,0,0.0,0.0
1868,Did Johann Gottfried Galle invent Neptune,0,0,0,0,0.0,0.0
1869,Where is the T.I. Ahmadiyya Girls Senior High School,0,0,0,0,0.0,0.0
1870,How many information appliance are manufactured by companies located in Taiwan,0,0,0,0,0.0,0.0
1872,Into what military organizations is the United States Department of Defense divided,0,0,0,0,0.0,0.0
1873,Who have been the manager of national team of Spain,http://dbpedia.org/ontology/SoccerManager,manager,1,0,0.0,0.0
1874,Name all sitcoms whose theme music is made by Miley Cyrus,0,0,0,0,0.0,0.0
1875,Does the Toyota Verossa have the front engine design platform,0,0,0,0,0.0,0.0
1876,Which companies have Kumho Asiana Group as their parent company,0,0,0,0,0.0,0.0
1877,Was Neil Armstrong on the Gemini 8 mission,0,0,0,0,0.0,0.0
1878,What product is made by Sony and Foxconn togather,0,0,0,0,0.0,0.0
1879,What is the country whose leader was once Valentina Matviyenko,0,0,0,0,0.0,0.0
1880,Is Julia Gillard the prime minister of Kate Lundy,0,0,0,0,0.0,0.0
1881,How many people have fought wars where Arthur St. Clair was a commander,0,0,0,0,0.0,0.0
1883,How many guests have been there on broadway,0,0,0,0,0.0,0.0
1884,What is the county seat of the county which has an Evergreen High School,0,0,0,0,0.0,0.0
1886,In which areas can I find wine made of Vitis vinifera grapes,0,0,0,0,0.0,0.0
1887,In how many different teams have all those who have played as a defenceman been,0,0,0,0,0.0,0.0
1889,Which ceremonial County of the East Tilbury is also the local authority of the Buckhurst Hill County High School,0,0,0,0,0.0,0.0
1890,How many companies have developed cross platformed softwares,0,0,0,0,0.0,0.0
1892,Was Class Conflict an interest of Karl Marx,0,0,0,0,0.0,0.0
1893,What are some famous artists who rocked a Les Paul,0,0,0,0,0.0,0.0
1894,How many different organizations own the railway lines which are a part of Norfolk Southern Railway,0,0,0,0,0.0,0.0
1895,List the parts of Greater San Antonio,0,0,0,0,0.0,0.0
1898,Was the body of Elsie Paroubek discovered in Chicago,0,0,0,0,0.0,0.0
1899,Did Dean Wurzberger manage a club at the santa clara university,0,0,0,0,0.0,0.0
1900,How many people have worked for teams chaired by Patricia Amorim,0,0,0,0,0.0,0.0
1901,Is the hyundai elantra related to hyundai lavita,0,0,0,0,0.0,0.0
1902,Which team did Michael and Ryan Powell play for,0,0,0,0,0.0,0.0
1903,How many different people have been in any political seat in places which are under the Indian Standard timezone,0,0,0,0,0.0,0.0
1904,Who manufactured the Delta III and the Space Shuttle,0,0,0,0,0.0,0.0
1905,Give me the total number of lines owned by owner of Mwtro-Noth Railroad,0,0,0,0,0.0,0.0
1906,Count the different genres of music made by Argentinian bands,0,0,0,0,0.0,0.0
1907,"For how many PMs did the politician work, whose successor was Kingsley Wood",0,0,0,0,0.0,0.0
1908,Laozi authored which book,0,0,0,0,0.0,0.0
1909,How many head of agencies were there in Nazi Germany,0,0,0,0,0.0,0.0
1910,What are the largest cities in each of the destinations of TranStar Airlines,0,0,0,0,0.0,0.0
1911,Was Love Hurts in Short Cut Draw Blood,0,0,0,0,0.0,0.0
1912,How many things belong to phylum of Chordate,0,0,0,0,0.0,0.0
1913,Which Tv series led to Frasier,0,0,0,0,0.0,0.0
1914,Count the number of people became famous for when Andrew Jackson was a commander,0,0,0,0,0.0,0.0
1915,Count the writers whose work has been played in NY,0,0,0,0,0.0,0.0
1916,Was A Jitney Elopement edited by Charlie Chaplin,0,0,0,0,0.0,0.0
1917,Which rivers flow into the lower manhatten,0,0,0,0,0.0,0.0
1919,Does Walson Augustin play as a midfielder,0,0,0,0,0.0,0.0
1920,What are the airline hubs of Cascade Airways,0,0,0,0,0.0,0.0
1921,What is the location city of Burnside Distribution Corporation,0,0,0,0,0.0,0.0
1923,Was Marshall Arisman the cover artist in american psycho,0,0,0,0,0.0,0.0
1924,What is the publisher of Lucifer's Hammer,0,0,0,0,0.0,0.0
1925,"The Information: A History, a Theory, a Flood is a work of Isaac Newton",0,0,0,0,0.0,0.0
1926,was james watt a mechanical engineer,0,0,0,0,0.0,0.0
1927,Who is known for are Battle of the Thames and War of 1812,0,0,0,0,0.0,0.0
1928,How many groups speak the English Language,http://dbpedia.org/ontology/EthnicGroup,groups,1,0,0.0,0.0
1929,How many owners are there of lines starting at the South Station,0,0,0,0,0.0,0.0
1930,Where is the mouth of the river whose tributary is Bjelimi,0,0,0,0,0.0,0.0
1931,How many prime ministers did the predecessor of Duncan Sandys  serve,0,0,0,0,0.0,0.0
1932,Which river flows through Central Washington,0,0,0,0,0.0,0.0
1934,Is Henry David Thoreau interested in Politics,0,0,0,0,0.0,0.0
1935,Tandem Computers is the subsidiary of which company,0,0,0,0,0.0,0.0
1936,Which settelment area is the home town of the Danny Felice and Cline Buckens,0,0,0,0,0.0,0.0
1937,What is the home town of the Band which is the previous work of Sammy Hagar & Friends,http://dbpedia.org/ontology/Band,Band,1,1,0.0,0.0
1938,VP-8 and VP-10 shares which command structure,0,0,0,0,0.0,0.0
1939,Is Ethics the main interests of Henry David Thoreau,0,0,0,0,0.0,0.0
1940,Name the other party of Chandra Shekhar,0,0,0,0,0.0,0.0
1941,How many people are buried in Arlington National Cemetery,0,0,0,0,0.0,0.0
1942,Does Fa'a' International Airport serve tahiti too,0,0,0,0,0.0,0.0
1943,What was created by Larry David and Jerry Seinfeld,0,0,0,0,0.0,0.0
1944,Which license of the Microsoft Office Picture Manager is also the  product of the Apple Productivity Experience Group,0,0,0,0,0.0,0.0
1945,"For everyone who died in paris, count their different fields of work.",0,0,0,0,0.0,0.0
1946,Is the Caterpullar 797F assembled in North America,0,0,0,0,0.0,0.0
1947,Michael Deeley produce how many movies,0,0,0,0,0.0,0.0
1948,Was tupac a member of Outlawz,0,0,0,0,0.0,0.0
1949,Does Dan River flow into the Jordan Valley,0,0,0,0,0.0,0.0
1950,Does Beth Tweddle play for the City of Liverpool gymnast club,0,0,0,0,0.0,0.0
1951,Music of how many things has been given by Akira Ifukube,0,0,0,0,0.0,0.0
1952,Was Krzystof Wielicki the first person that ascended the mt everest,0,0,0,0,0.0,0.0
1953,List the sports played in private universities.,0,0,0,0,0.0,0.0
1954,Pointe d'Aveneyre belongs to which mountain range,0,0,0,0,0.0,0.0
1956,Who are the associated musical artist of Carolyn Dennis,0,0,0,0,0.0,0.0
1957,Is north caucasian emirate have an islamic government,0,0,0,0,0.0,0.0
1959,How many awards have graduates from the University of Queensland earned,0,0,0,0,0.0,0.0
1960,How many other architect are there of the historic places whose architect is also Stanford White,0,0,0,0,0.0,0.0
1961,In how many states can one find Burr Tuss kind of bridges,0,0,0,0,0.0,0.0
1962,What cities are around the valley bordering Lake Mead,http://dbpedia.org/ontology/Valley,valley,1,1,0.0,0.0
1964,What is the origin of Xynisteri,0,0,0,0,0.0,0.0
1965,Who gave the musical score  of 9 to 5 (musical),0,0,0,0,0.0,0.0
1966,Give me the number of home stadiums of teams managed by John Spencer.,0,0,0,0,0.0,0.0
1968,Who is the monarch of Bertalan Szemere,0,0,0,0,0.0,0.0
1969,In which city was the film star of Singhasan Battisi born,0,0,0,0,0.0,0.0
1970,Was Zachary Taylor a commander of the sixth infantry regiment of US,0,0,0,0,0.0,0.0
1971,Who all were venerated in Islam,0,0,0,0,0.0,0.0
1974,"For how many teams have the league players of Czech Extraliga, previously played",0,0,0,0,0.0,0.0
1975,What did other artists associated with the Shirelles make,0,0,0,0,0.0,0.0
1976,Which parent company of the Cornell University Press is also the alma mater of the Mario Garca Menocal,0,0,0,0,0.0,0.0
1977,Count the band members of Skull Gang,0,0,0,0,0.0,0.0
1978,Name the nearest city to David W. Brown House,0,0,0,0,0.0,0.0
1979,What is the political party to which Purnima Banerjee is a member of,0,0,0,0,0.0,0.0
1980,Who was the president during the time the opponent of John Hospers was in the office,0,0,0,0,0.0,0.0
1981,List all the awards won by the artist who has won SIGGRAPH,0,0,0,0,0.0,0.0
1983,In how many regions is the Baco Noir made,0,0,0,0,0.0,0.0
1985,How many movies have been directed by Orson Welles,http://dbpedia.org/ontology/Film,movie,1,0,0.0,0.0
1986,Where is the stadium of Philadelphia Rage,0,0,0,0,0.0,0.0
1988,What organisation regulates and controls the New Sanno Hotel,0,0,0,0,0.0,0.0
1989,Who designed the language integrated query,0,0,0,0,0.0,0.0
1992,Is Greg Weeks the band member of Beyond the Sixth Seal,0,0,0,0,0.0,0.0
1993,Who was the vice president under which elizabeth alexander served,0,0,0,0,0.0,0.0
1994,Is Robin Gibb the singer of Oh! Darling,0,0,0,0,0.0,0.0
1995,"In which state is Goose Lake Valle, which is also part of Lava River Cave",0,0,0,0,0.0,0.0
1996,Is Roger Federer the flagbearer of Switzerland at the 2004 Summer Olympics,0,0,0,0,0.0,0.0
1997,How many artists have collaborated with famous guitar players,0,0,0,0,0.0,0.0
1998,What is the broadcast area of CFRX,0,0,0,0,0.0,0.0
1999,Does the platte river originate in Colorado,0,0,0,0,0.0,0.0
2000,Is the Hyundai Lavita assembled in Kulim,0,0,0,0,0.0,0.0
2002,ITV employes how many people,0,0,0,0,0.0,0.0
2003,Whihc associate of THomas Bryan Martin is also the founder of Pittsburgh,0,0,0,0,0.0,0.0
2004,Is the national endowment of arts under the jurisdiction of federal government of US,0,0,0,0,0.0,0.0
2005,Was Kevin Rudd the PM of Julia Gillard,0,0,0,0,0.0,0.0
2007,What is the total number of professions in which someone who has suicided worked,0,0,0,0,0.0,0.0
2008,How many relatives are there of veterans of operation Barbarossa,0,0,0,0,0.0,0.0
2009,How many leagues have used the O.co Coliseum,0,0,0,0,0.0,0.0
2010,What kind of games are made by Interplay Entertainment,0,0,0,0,0.0,0.0
2011,What is the nationality of Sune Agerschou,0,0,0,0,0.0,0.0
2012,Where do cherry chevapravatdumrong and daisi pollard both live,0,0,0,0,0.0,0.0
2013,How many companies have manufactured the rockets launched from the Cape Canaveral Air Force Station,0,0,0,0,0.0,0.0
2014,What is the distributing label of StandBy Records,0,0,0,0,0.0,0.0
2015,How many bands are based in London,0,0,0,0,0.0,0.0
2016,To which educational institute does Cornell University Press belong to,0,0,0,0,0.0,0.0
2017,Is Robert Boyle a chemist,0,0,0,0,0.0,0.0
2018,What city was recorded in Live in detroit which is also the official residence of ken Holland,0,0,0,0,0.0,0.0
2019,Which famous physicist was academically advised by Benjamin Pulleyn,0,0,0,0,0.0,0.0
2020,What is the county seat of the district through which the Beckler River flows,0,0,0,0,0.0,0.0
2021,Is Sloth in the Chordate phylum,0,0,0,0,0.0,0.0
2023,Is Eddie Bravo the trainer of Shinya Aoki,0,0,0,0,0.0,0.0
2024,Name the TV shows related to Babylon 5: The Lost Tales and is aired on Prime TIme Entertainment Networks,0,0,0,0,0.0,0.0
2025,What are some products manufactured by Sony,0,0,0,0,0.0,0.0
2026,Does Chicago own the Monroe Station,0,0,0,0,0.0,0.0
2027,What have some famous Christians died of,0,0,0,0,0.0,0.0
2028,Does KOMC play Gospel Music,0,0,0,0,0.0,0.0
2030,Count the number of other services of the companies which provides the Microsoft Azure as service,0,0,0,0,0.0,0.0
2031,AH141 highway is a part of which country,0,0,0,0,0.0,0.0
2032,In how many different places do Starwood hotels and resorts worldwide operate,0,0,0,0,0.0,0.0
2033,Count the number of artist whose pone of the field is writing,0,0,0,0,0.0,0.0
2034,What are some people born in NY known for,0,0,0,0,0.0,0.0
2035,How many players are in the San Francisco Giants,0,0,0,0,0.0,0.0
2036,Mac OS is the operating system of how many things,0,0,0,0,0.0,0.0
2037,Name the TV shows whose developer is J. Michael Straczynski and executive producer is Douglas Netter,http://dbpedia.org/ontology/TelevisionShow,shows,1,0,0.0,0.0
2038,Name the first driver of 1999 San Marino Grand Prix,0,0,0,0,0.0,0.0
2039,How many parties have come in power in elections where Y. S. Rajasekhara Reddy won,0,0,0,0,0.0,0.0
2040,What is the home town of the musician of Jack your Body,0,0,0,0,0.0,0.0
2041,What do typically NGOs work for,0,0,0,0,0.0,0.0
2042,How many awards have been given to the ones who died of lung cancer,0,0,0,0,0.0,0.0
2043,How many countries surround the sea into which the Upper Neratva flow,0,0,0,0,0.0,0.0
2044,Is the Journal of Cerebral Blood Flow and Metabolism about Brains,0,0,0,0,0.0,0.0
